user_id,sex,age,id,q2663,q2664,q2665,q2666,q2667,q2668,q2669,q2670,q2671,q2672,q2673,q2674,q2675,q2676,q2677,q2678,q2679,q2680,q2681,q2682,q2683,q2684,starttime,endtime
131653,female,18.9,45,1,1,2,1,2,3,2,3,3,3,1,3,3,3,3,3,2,3,3,2,3,2,2008-02-18 15:17:28,2008-02-18 15:18:46
131661,male,18.1,46,2,2,3,3,3,2,2,2,1,1,2,2,3,2,3,2,3,3,2,1,2,3,2008-02-18 15:20:01,2008-02-18 15:21:40
131663,female,18.9,47,2,2,2,3,3,2,3,3,2,2,2,3,2,2,2,3,3,2,2,2,3,1,2008-02-18 15:20:20,2008-02-18 15:22:03
106378,female,18.8,48,2,3,2,4,3,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,2,2,2008-02-18 15:20:10,2008-02-18 15:22:07
131667,male,18.3,49,2,2,4,2,4,2,2,2,2,2,2,1,1,2,2,2,4,2,3,2,2,4,2008-02-18 15:21:15,2008-02-18 15:23:03
131671,female,18.4,50,1,1,3,3,2,2,3,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,2008-02-18 15:23:17,2008-02-18 15:25:22
131673,female,20.4,51,2,1,1,2,1,3,2,3,3,3,4,3,3,2,3,2,3,3,3,3,3,1,2008-02-18 15:24:54,2008-02-18 15:27:04
131654,male,23.8,52,2,2,3,2,2,3,2,2,3,2,2,1,3,2,3,2,4,3,2,3,2,4,2008-02-18 15:26:16,2008-02-18 15:28:18
131664,female,19.0,53,1,2,1,2,3,1,3,1,1,1,2,1,1,1,1,1,3,1,2,1,2,1,2008-02-18 15:26:59,2008-02-18 15:28:21
128443,female,18.1,54,2,2,2,3,3,2,3,1,3,2,3,3,3,2,3,2,3,3,4,2,3,3,2008-02-18 15:27:10,2008-02-18 15:28:53
108994,female,,55,2,2,3,4,1,3,1,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,2008-02-18 15:27:34,2008-02-18 15:28:59
131656,female,25.3,56,1,1,2,4,4,1,4,1,1,1,4,3,2,1,2,4,3,1,1,1,1,1,2008-02-18 15:27:20,2008-02-18 15:30:54
131658,male,19.0,57,1,1,3,4,3,1,3,2,3,1,2,2,1,1,1,1,4,2,2,2,2,1,2008-02-18 15:29:37,2008-02-18 15:31:27
131662,male,18.4,58,2,2,4,4,3,2,3,2,2,2,3,1,2,2,3,2,4,3,2,1,3,3,2008-02-18 15:29:41,2008-02-18 15:32:05
131655,female,18.0,59,2,1,1,4,3,1,4,1,2,2,4,3,2,1,2,2,4,2,3,2,2,2,2008-02-18 15:30:32,2008-02-18 15:32:30
131650,female,19.4,60,1,1,4,4,,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,2008-02-18 15:35:15,2008-02-18 15:36:23
131645,female,18.2,61,1,1,3,3,3,4,2,2,1,1,3,2,2,1,1,1,4,1,1,1,2,2,2008-02-18 15:37:42,2008-02-18 15:39:01
131648,male,18.9,62,2,2,4,3,3,3,3,2,2,2,2,1,2,2,2,2,4,2,2,2,1,3,2008-02-18 15:38:23,2008-02-18 15:40:10
131665,male,18.6,63,1,2,3,4,3,2,3,2,3,2,2,2,2,3,3,3,3,3,3,2,3,3,2008-02-18 15:37:24,2008-02-18 15:40:10
131669,male,21.4,64,2,1,3,3,3,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2008-02-18 15:41:53,2008-02-18 15:44:19
131652,male,19.0,65,2,2,2,3,3,2,3,1,2,2,3,2,2,2,1,2,3,2,2,2,2,3,2008-02-18 15:42:40,2008-02-18 15:44:25
131666,male,21.3,66,2,3,4,3,3,2,2,3,2,2,1,1,2,1,3,1,3,3,2,2,3,3,2008-02-18 15:44:29,2008-02-18 15:46:11
131651,male,19.9,67,1,1,2,3,3,1,3,2,2,2,2,3,1,2,2,2,3,2,2,1,1,1,2008-02-18 15:45:09,2008-02-18 15:46:27
131649,male,19.4,68,2,3,3,4,3,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,4,2008-02-18 15:47:25,2008-02-18 15:49:14
131657,female,19.8,69,2,1,4,2,2,1,4,1,1,2,3,1,2,1,2,1,3,2,3,2,2,2,2008-02-18 15:51:48,2008-02-18 15:53:48
108708,male,18.3,70,2,1,3,4,1,2,3,3,2,2,3,2,4,2,3,2,4,3,2,3,3,2,2008-02-18 15:52:33,2008-02-18 15:54:43
131644,female,18.4,71,1,1,3,3,3,2,3,3,1,1,3,2,1,1,1,1,4,1,2,1,1,1,2008-02-18 15:52:44,2008-02-18 15:55:01
131672,male,,72,1,1,4,3,2,1,4,1,1,1,2,2,,2,2,1,4,2,2,2,2,2,2008-02-18 15:53:25,2008-02-18 15:56:10
131668,female,49.6,73,2,2,4,3,4,2,4,1,2,2,4,1,1,1,1,2,4,2,2,2,3,2,2008-02-18 15:57:06,2008-02-18 15:58:33
131659,male,19.3,74,1,3,3,3,2,1,2,2,1,1,2,2,1,1,1,1,4,1,1,1,1,4,2008-02-18 15:57:01,2008-02-18 15:59:19
131798,female,20.4,75,2,3,2,3,4,2,3,2,2,2,3,2,2,2,2,2,4,3,3,2,3,3,2008-02-19 10:18:48,2008-02-19 10:21:42
131810,female,18.2,76,2,3,3,3,3,3,3,2,2,2,2,2,3,2,2,2,4,3,2,2,2,3,2008-02-19 12:07:26,2008-02-19 12:08:48
131811,female,18.5,77,2,2,3,4,4,2,3,2,2,2,3,1,2,2,2,2,4,3,2,2,3,2,2008-02-19 12:11:08,2008-02-19 12:13:31
131818,female,21.8,78,2,2,3,3,3,2,3,2,2,2,3,2,2,2,1,2,4,2,2,2,2,3,2008-02-19 13:10:06,2008-02-19 13:12:03
131819,female,18.6,79,1,1,2,3,3,2,3,2,2,2,3,2,1,2,1,2,4,2,2,2,3,3,2008-02-19 13:17:27,2008-02-19 13:19:25
131835,female,22.0,80,2,1,2,4,3,3,2,1,2,1,2,2,1,1,1,1,4,2,2,1,2,1,2008-02-19 15:09:50,2008-02-19 15:11:43
131968,female,19.5,81,1,3,3,4,3,2,2,1,2,1,3,3,3,2,3,1,4,2,2,3,4,2,2008-02-20 10:08:46,2008-02-20 10:11:29
131976,female,18.8,83,1,1,4,4,3,2,3,2,2,1,2,1,1,2,1,2,4,2,2,2,3,1,2008-02-20 11:32:38,2008-02-20 11:34:18
131991,male,18.9,84,1,4,4,3,2,1,1,3,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2008-02-20 12:43:26,2008-02-20 12:45:12
131624,female,18.7,85,2,2,3,2,1,2,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2008-02-20 14:04:19,2008-02-20 14:06:08
132074,female,18.3,86,2,2,3,3,2,2,4,3,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2008-02-20 14:05:59,2008-02-20 14:07:52
106157,female,18.2,87,2,1,3,3,3,2,,2,2,2,3,2,1,2,1,2,4,2,2,2,2,2,2008-02-20 14:06:06,2008-02-20 14:07:58
129165,female,21.8,88,1,2,3,4,4,2,3,3,2,1,2,3,1,2,1,2,4,2,2,2,2,2,2008-02-20 14:06:09,2008-02-20 14:08:00
132066,male,18.6,89,2,1,3,3,3,3,4,1,1,2,3,3,3,2,3,2,3,3,3,2,3,2,2008-02-20 14:08:54,2008-02-20 14:11:36
106409,female,20.0,90,1,1,4,4,4,1,4,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2008-02-20 14:13:25,2008-02-20 14:14:08
131623,female,18.3,91,1,1,2,3,3,1,3,2,1,1,3,3,1,1,1,1,4,2,2,2,3,1,2008-02-20 14:13:48,2008-02-20 14:15:06
132062,female,20.7,92,1,1,2,2,3,2,3,2,2,2,4,3,2,1,1,1,3,1,2,1,1,3,2008-02-20 14:12:53,2008-02-20 14:15:44
132068,female,19.9,93,3,3,2,4,2,2,3,2,1,1,3,3,2,3,2,2,2,3,4,2,3,3,2008-02-20 14:14:44,2008-02-20 14:16:03
132073,male,19.3,94,2,1,3,2,2,2,1,,1,1,2,2,1,1,1,1,4,2,2,2,2,2,2008-02-20 14:15:14,2008-02-20 14:16:40
132055,female,19.1,95,2,1,2,3,3,1,3,4,3,2,3,2,1,2,1,2,3,2,2,1,3,1,2008-02-20 14:17:20,2008-02-20 14:19:16
132077,female,18.5,96,1,1,4,4,4,2,4,1,1,1,4,1,1,1,1,1,3,1,2,2,2,1,2008-02-20 14:17:40,2008-02-20 14:19:30
132063,male,19.4,97,2,4,3,3,2,3,3,3,1,2,1,2,3,2,2,3,3,2,2,2,3,2,2008-02-20 14:27:25,2008-02-20 14:28:28
106151,male,19.4,98,1,1,3,4,,1,2,2,2,2,2,4,1,2,2,2,3,2,1,1,1,2,2008-02-20 14:29:54,2008-02-20 14:31:52
132072,male,18.7,99,2,3,3,2,3,4,4,1,1,1,2,1,1,2,2,2,2,1,1,1,1,3,2008-02-20 14:31:26,2008-02-20 14:32:43
132078,female,19.1,100,2,1,3,3,4,2,4,2,2,1,4,3,2,2,2,1,4,2,3,2,2,2,2008-02-20 14:34:21,2008-02-20 14:36:41
132080,female,19.2,101,2,3,4,4,,2,3,2,,3,2,3,2,2,2,1,3,4,4,3,4,2,2008-02-20 14:34:33,2008-02-20 14:37:05
132065,female,17.9,102,3,2,,3,3,2,3,2,2,2,3,3,2,3,2,2,4,2,2,3,3,2,2008-02-20 14:36:58,2008-02-20 14:38:54
132081,female,19.4,103,2,2,4,3,2,1,4,2,2,1,2,2,2,1,1,2,4,2,3,2,2,2,2008-02-20 14:43:20,2008-02-20 14:45:32
132076,male,19.6,104,1,2,2,2,3,1,4,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2008-02-20 14:46:52,2008-02-20 14:49:30
132097,male,18.7,105,1,4,2,2,4,2,2,2,2,2,3,3,3,2,3,1,4,2,2,2,3,1,2008-02-20 15:37:56,2008-02-20 15:39:39
132260,female,20.8,106,1,1,4,4,3,2,2,2,2,2,2,2,1,1,1,1,,,2,2,2,1,2008-02-21 13:48:54,2008-02-21 13:51:12
132275,male,18.7,107,2,4,4,3,3,1,4,1,1,1,3,1,1,2,2,1,3,1,2,1,1,2,2008-02-21 15:29:19,2008-02-21 15:30:39
132433,female,18.0,108,2,2,2,3,4,2,3,2,2,2,3,2,1,1,1,1,2,2,2,2,3,2,2008-02-22 11:07:39,2008-02-22 11:09:19
132429,female,18.6,109,2,1,2,3,2,1,3,2,1,1,3,3,1,1,1,1,3,2,2,1,2,1,2008-02-22 11:09:04,2008-02-22 11:10:29
132435,female,18.4,110,1,1,4,4,4,2,3,2,1,2,2,2,1,2,1,2,4,2,2,2,2,2,2008-02-22 11:13:50,2008-02-22 11:15:56
108983,male,18.2,111,1,1,2,2,3,2,2,3,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2008-02-22 11:16:57,2008-02-22 11:18:34
130579,female,18.9,112,2,2,3,2,3,2,3,2,1,2,2,2,1,2,1,2,3,2,2,2,2,2,2008-02-22 11:21:10,2008-02-22 11:22:52
109010,male,19.0,113,1,1,3,3,3,2,4,1,1,1,3,2,1,2,1,2,3,2,2,2,2,1,2008-02-22 11:20:51,2008-02-22 11:23:37
106397,female,35.9,114,2,1,2,3,2,3,2,2,1,3,2,2,3,1,2,3,4,1,2,2,2,2,2008-02-22 11:26:32,2008-02-22 11:27:13
132434,female,19.2,115,1,1,4,4,3,1,4,1,2,1,4,1,1,1,1,1,4,1,1,1,2,1,2008-02-22 11:27:23,2008-02-22 11:29:39
108949,male,19.5,116,2,2,3,3,2,2,3,1,2,2,2,2,1,2,1,2,4,2,3,3,2,2,2008-02-22 11:31:29,2008-02-22 11:32:57
132432,male,19.1,117,1,2,3,3,4,1,4,1,1,1,3,1,2,1,1,2,3,1,1,1,1,2,2008-02-22 11:38:16,2008-02-22 11:41:04
108961,male,27.2,118,,,,,,,,,,,,,,,,,,,,,,,2008-02-22 11:42:27,2008-02-22 11:42:36
115036,male,19.6,119,2,1,4,4,3,1,4,1,2,1,4,1,2,1,1,2,4,2,2,1,2,1,2008-02-22 11:51:19,2008-02-22 11:53:18
132431,male,18.6,120,2,1,2,3,3,2,3,2,2,1,3,2,2,1,1,1,4,2,2,1,2,1,2008-02-22 11:53:22,2008-02-22 11:55:35
132436,male,24.1,121,1,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,3,3,3,2,2,2,2008-02-22 11:54:07,2008-02-22 11:57:07
132440,female,20.2,122,2,2,3,4,3,2,3,1,2,2,3,2,3,2,2,2,4,2,3,2,3,1,2008-02-22 11:54:38,2008-02-22 11:57:50
132437,female,20.9,123,1,3,3,2,3,3,3,1,,,,,,,,,,,,,,,2008-02-22 12:00:12,2008-02-22 12:01:33
132442,male,19.9,124,1,1,4,4,2,1,1,3,1,1,1,1,1,1,1,2,4,2,3,1,1,2,2008-02-22 11:59:02,2008-02-22 12:01:33
132483,female,19.1,125,1,1,3,3,2,2,3,2,2,1,2,2,2,2,1,2,4,2,1,2,2,2,2008-02-22 14:10:09,2008-02-22 14:12:44
132472,male,18.2,126,2,2,3,4,3,2,3,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2008-02-22 14:11:25,2008-02-22 14:13:02
132470,male,18.8,127,1,2,4,3,2,2,3,1,2,2,3,2,3,2,3,2,3,2,1,1,2,3,2008-02-22 14:11:47,2008-02-22 14:13:49
132479,male,18.6,128,2,2,2,1,2,2,1,2,3,2,2,2,2,2,1,2,1,2,2,2,3,2,2008-02-22 14:15:14,2008-02-22 14:17:09
132480,female,18.8,129,2,1,3,4,4,2,4,2,2,2,4,2,1,1,1,2,4,2,2,2,2,3,2008-02-22 14:16:11,2008-02-22 14:18:04
132481,female,18.4,130,2,1,2,3,2,2,2,3,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2008-02-22 14:16:54,2008-02-22 14:19:52
132477,female,19.3,131,1,1,2,3,2,1,3,3,2,1,3,3,1,1,1,1,3,1,1,1,1,1,2008-02-22 14:19:34,2008-02-22 14:20:51
107613,female,20.1,132,1,2,4,2,3,2,4,2,2,1,4,1,1,1,1,2,4,2,2,1,2,2,2008-02-22 14:20:13,2008-02-22 14:22:20
132475,female,20.4,133,2,1,2,3,2,2,3,2,3,1,3,2,1,3,1,2,4,2,2,3,3,1,2008-02-22 14:21:53,2008-02-22 14:23:58
106660,male,21.7,134,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,3,2,2,2008-02-22 14:31:57,2008-02-22 14:32:54
132476,male,19.2,135,3,2,2,2,4,3,3,1,3,2,2,3,1,3,2,2,3,2,4,3,3,1,2008-02-22 14:36:05,2008-02-22 14:37:27
132474,female,19.7,136,2,2,4,3,4,2,3,2,2,1,3,2,2,2,1,2,4,2,2,1,2,2,2008-02-22 14:36:55,2008-02-22 14:39:11
132482,female,18.8,137,2,1,3,3,3,2,3,1,1,1,3,2,2,2,2,1,4,1,1,1,1,1,2008-02-22 14:45:37,2008-02-22 14:47:30
132473,male,21.6,138,2,3,1,1,2,4,1,3,3,4,2,3,4,2,3,3,3,4,3,3,2,3,2008-02-22 14:45:32,2008-02-22 14:48:44
132491,female,18.6,139,1,1,4,3,4,1,4,2,2,1,2,1,1,1,1,1,4,1,1,1,2,2,2008-02-22 14:48:14,2008-02-22 14:49:31
106385,female,18.2,140,2,2,3,2,3,2,3,3,2,2,2,1,2,1,2,1,3,3,1,2,2,3,2008-03-11 11:10:10,2008-03-11 11:12:34
107248,female,19.9,141,1,1,4,2,3,3,4,3,2,1,2,2,2,2,2,2,4,2,2,2,2,2,2008-03-11 11:11:12,2008-03-11 11:13:23
136087,female,18.6,142,1,1,2,3,3,2,2,3,2,1,2,1,2,2,1,1,2,2,2,3,3,2,2008-03-11 11:12:49,2008-03-11 11:14:43
107262,female,18.8,143,2,2,3,4,3,2,3,2,2,1,3,1,2,2,1,2,3,2,2,2,2,2,2008-03-11 11:13:24,2008-03-11 11:15:13
108974,female,18.3,144,1,1,3,3,4,1,3,2,2,2,3,,1,1,1,1,4,2,1,1,1,2,2008-03-11 11:14:19,2008-03-11 11:16:13
136091,female,18.2,145,1,1,4,2,3,3,3,2,2,1,2,2,1,1,1,1,4,2,1,2,2,1,2008-03-11 11:15:31,2008-03-11 11:16:58
136095,female,20.7,146,2,2,3,2,2,2,2,2,2,1,3,3,2,2,2,2,3,2,2,2,2,3,2008-03-11 11:15:39,2008-03-11 11:17:20
136090,female,19.5,147,1,1,4,4,4,1,4,1,1,1,4,4,1,1,1,1,4,1,1,1,1,1,2008-03-11 11:16:53,2008-03-11 11:18:02
136103,female,19.1,148,2,1,3,4,4,2,4,1,2,2,4,1,1,2,1,2,4,2,3,2,2,1,2008-03-11 11:17:58,2008-03-11 11:19:51
108977,female,18.7,149,2,2,3,3,3,2,3,2,2,2,3,2,2,2,2,2,4,2,3,2,2,3,2008-03-11 11:21:04,2008-03-11 11:23:17
71253,male,19.1,150,2,1,3,4,4,1,4,2,2,2,3,1,2,1,1,1,3,2,2,2,3,2,2008-03-11 11:21:19,2008-03-11 11:23:42
136094,female,19.2,151,1,1,,2,3,2,4,2,1,1,3,1,1,1,1,1,4,2,2,1,2,2,2008-03-11 11:22:42,2008-03-11 11:24:07
107273,female,19.4,152,2,,4,4,3,2,4,2,2,2,3,2,2,2,1,2,3,2,3,2,3,2,2008-03-11 11:26:18,2008-03-11 11:28:01
136099,female,19.7,153,2,2,3,3,3,2,3,2,2,2,2,2,3,2,3,2,4,3,3,2,2,3,2008-03-11 11:27:50,2008-03-11 11:29:21
136104,female,18.2,154,2,1,3,4,4,1,4,2,2,2,3,1,1,1,1,1,4,1,1,2,2,1,2008-03-11 11:28:12,2008-03-11 11:29:49
136089,female,19.0,155,2,3,3,3,3,2,3,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2008-03-11 11:28:38,2008-03-11 11:30:41
136101,male,21.7,156,,,,,,,,,,,,,,,,,,,,,,,2008-03-11 11:32:03,2008-03-11 11:32:08
136097,male,18.1,157,2,2,3,3,2,2,3,3,2,1,3,2,1,1,1,2,3,2,1,2,2,1,2008-03-11 11:30:32,2008-03-11 11:32:30
136088,female,19.3,158,2,1,4,4,4,2,4,4,2,2,3,1,2,2,1,2,4,2,2,2,2,2,2008-03-11 11:31:33,2008-03-11 11:33:18
136093,female,18.2,159,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,3,4,2,2,2,2,2,2008-03-11 11:32:51,2008-03-11 11:34:23
107249,female,18.1,160,2,1,2,2,3,2,2,2,1,2,3,2,1,2,1,2,4,2,2,2,2,1,2008-03-11 11:32:32,2008-03-11 11:34:42
136096,female,19.3,161,2,2,3,,2,3,2,2,2,3,3,2,2,3,2,3,3,3,3,3,3,1,2008-03-11 11:33:19,2008-03-11 11:35:15
107272,female,18.3,162,1,1,4,2,3,2,3,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,2008-03-11 11:33:37,2008-03-11 11:35:16
136102,female,18.5,163,1,2,4,2,1,2,3,1,2,1,3,1,1,1,2,1,4,2,2,1,2,2,2008-03-11 11:37:23,2008-03-11 11:40:06
136105,female,22.5,164,2,2,3,3,3,3,3,2,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2008-03-11 11:39:37,2008-03-11 11:41:24
106549,female,20.0,165,1,2,2,4,4,2,4,1,1,1,3,3,2,2,2,2,3,2,1,2,2,2,2008-03-11 11:40:55,2008-03-11 11:42:48
136100,female,19.0,166,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,3,2008-03-11 11:43:09,2008-03-11 11:44:39
136092,female,23.2,167,2,1,3,4,3,2,3,1,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2008-03-11 11:44:56,2008-03-11 11:47:02
136106,female,23.2,168,1,2,3,3,3,2,3,1,1,2,2,2,1,1,1,2,3,1,2,2,2,2,2008-03-11 11:49:52,2008-03-11 11:52:34
136267,female,18.8,169,2,1,3,3,3,2,4,2,3,2,3,3,1,2,1,2,3,2,2,2,2,1,2008-03-12 10:09:51,2008-03-12 10:11:16
136259,female,18.3,170,1,2,3,3,2,2,2,3,2,1,2,1,3,2,2,2,3,2,2,2,2,2,2008-03-12 10:17:10,2008-03-12 10:18:44
136260,female,19.1,171,1,1,4,4,4,1,4,1,1,1,3,1,1,1,1,1,4,1,1,1,1,1,2008-03-12 10:17:41,2008-03-12 10:18:58
136266,male,19.0,172,3,2,1,2,4,2,2,3,2,2,2,3,2,2,2,2,4,2,3,1,2,2,2008-03-12 10:19:33,2008-03-12 10:22:48
136256,female,20.7,173,2,3,4,4,3,2,3,2,3,2,3,4,3,2,2,2,4,3,1,2,2,4,2008-03-12 10:20:54,2008-03-12 10:23:08
106145,female,20.1,174,2,2,4,4,3,2,3,3,2,1,3,2,1,2,1,1,3,2,2,2,3,4,2008-03-12 10:21:34,2008-03-12 10:24:09
136265,female,19.9,175,1,1,3,4,3,1,2,2,2,1,2,2,2,1,1,1,4,2,2,1,1,3,2008-03-12 10:22:49,2008-03-12 10:24:31
136258,female,18.7,176,2,2,2,3,2,2,1,3,3,2,1,1,2,2,2,1,3,2,2,3,3,4,2008-03-12 10:23:15,2008-03-12 10:24:50
136269,female,20.5,177,2,1,2,2,2,3,2,3,3,3,2,3,3,2,3,2,3,3,2,2,3,1,2008-03-12 10:24:36,2008-03-12 10:26:26
106380,female,32.0,178,1,2,4,,,,,,,,,,,,,,,,,,,,2008-03-12 10:26:01,2008-03-12 10:26:42
136257,female,18.3,179,2,2,3,2,3,2,3,2,2,2,2,2,1,1,1,1,3,1,2,1,2,1,2008-03-12 10:26:25,2008-03-12 10:27:39
