user_id,birthyear,sex
210,1984,female
212,1984,female
213,1986,female
214,1986,female
215,1986,female
216,1985,female
217,1986,female
218,1986,female
219,1983,male
220,1984,male
221,1975,male
222,1986,female
223,1981,female
224,1984,female
225,1985,female
226,1985,female
228,1984,female
229,1976,male
230,1983,male
231,1987,female
232,1986,female
233,1986,female
234,1983,female
235,1986,male
236,1986,female
237,1986,female
238,1986,female
239,1986,female
240,1986,male
241,1987,female
242,1985,male
243,1985,female
244,1986,male
245,1986,female
246,1979,male
247,1981,female
248,1986,male
249,1986,female
250,1986,male
251,1987,male
252,1985,male
253,1986,female
254,1986,male
255,1986,female
256,1985,female
257,1986,female
258,1985,male
259,1985,male
260,1985,male
261,1986,female
262,1985,female
263,1985,female
264,1986,female
266,1985,female
267,1986,female
268,1986,female
269,1985,female
270,1984,male
271,1981,female
272,1972,male
273,1986,male
274,1986,female
275,1980,female
276,1986,female
277,1986,female
278,1984,female
279,1986,female
280,1986,female
282,1986,female
283,1986,female
284,1986,female
285,1984,female
286,1986,female
287,1986,female
288,1984,female
289,1984,female
298,1988,female
297,1986,male
295,1985,male
299,1987,male
300,1974,male
301,1986,male
302,1987,male
303,1985,male
304,1980,female
305,1978,female
306,1986,female
307,1986,female
309,1986,female
310,1986,female
311,1986,female
312,1985,male
313,1981,male
314,1986,female
315,1986,female
316,1986,male
317,1984,male
318,1986,female
319,1986,male
320,1985,male
321,1986,female
322,1986,female
323,1986,female
324,1985,male
325,1985,female
326,1984,female
327,1985,female
328,1986,male
330,1986,female
331,1986,female
332,1985,male
333,1986,male
335,1986,male
336,1981,male
337,1986,female
338,1986,female
339,1985,female
340,1973,female
341,1951,male
342,1986,female
343,1985,male
344,1986,male
345,1986,female
346,1984,male
347,1986,female
348,1987,male
349,1986,female
350,1985,male
351,1986,male
352,1977,male
353,1985,female
354,1982,female
355,1985,male
356,1987,female
357,1986,female
358,1981,female
359,1986,female
360,1978,male
361,1985,male
362,1985,female
363,1984,female
364,1986,female
365,1981,female
366,1957,female
367,1978,male
368,1954,female
369,1964,male
370,1966,female
371,1964,male
372,1963,male
373,1969,female
374,1975,male
375,1972,female
376,1968,female
377,1984,female
378,1980,female
379,1973,female
380,1982,male
381,1969,female
382,1987,female
383,1985,female
384,1982,female
385,1980,female
386,1982,female
387,1985,male
388,1987,male
390,1984,female
391,1982,male
392,1952,male
393,1979,female
394,1979,female
395,1984,female
396,1984,male
397,1989,female
398,1979,female
399,1953,female
400,1981,female
402,1981,male
403,1966,female
404,1982,female
405,1982,male
406,1981,female
407,1980,female
408,1986,female
409,1979,male
410,1985,female
411,1984,female
412,1983,female
413,1984,female
414,1986,female
415,1986,female
416,1973,female
417,1984,male
418,1985,female
419,1987,female
420,1986,female
421,1986,female
422,1983,male
423,1986,male
424,1984,male
425,1986,male
426,1985,male
427,1981,female
428,1986,female
429,1985,female
430,1985,male
431,1986,female
432,1984,male
433,1985,male
434,1986,male
435,1986,male
436,1983,female
437,1986,female
438,1986,female
439,1983,female
440,1985,male
441,1985,male
442,1986,male
443,1987,female
444,1984,female
445,1986,male
446,1977,male
447,1985,female
448,1986,male
449,1986,female
450,1986,female
451,1983,male
452,1985,female
453,1983,female
454,1978,male
455,1953,female
456,1982,male
457,1981,female
458,1954,female
459,1971,female
460,1972,female
461,1985,female
462,1977,female
463,1988,female
464,1987,male
465,1977,female
466,1981,female
467,1957,female
468,1985,female
469,1983,female
470,1979,female
471,1938,female
472,1988,female
473,1972,female
474,1956,male
475,1979,male
476,1960,male
477,1982,male
478,1979,female
479,1986,female
480,1987,female
481,1975,female
482,1981,female
483,1985,female
484,1981,male
485,1983,female
486,1972,female
487,1983,female
488,1984,female
489,1983,female
490,1967,male
491,1984,female
492,1983,female
493,1983,female
494,1982,female
495,1983,female
496,1984,female
497,1986,female
498,1983,female
499,1983,female
500,1983,female
501,1980,male
502,1984,female
503,1984,female
504,1983,female
505,1984,male
506,1983,male
507,1978,female
508,1984,female
509,1983,male
510,1984,female
511,1983,female
512,1985,female
513,1974,female
514,1986,female
515,1985,female
516,1985,female
517,1986,female
518,1983,female
519,1985,female
520,1985,male
521,1986,female
522,1985,male
523,1986,female
524,1983,female
525,1980,female
526,1982,male
527,1984,female
528,1986,female
529,1985,female
530,1982,male
531,1985,male
532,1986,male
533,1986,female
534,1980,female
535,1986,female
536,1984,male
537,1985,female
538,1986,female
539,1984,female
540,1986,female
541,1985,female
542,1984,female
543,1981,female
544,1986,male
545,1985,female
546,1986,female
547,1986,female
548,1986,female
549,1985,female
550,1986,female
551,1967,male
552,1985,female
553,1986,female
554,1982,male
555,1984,female
556,1984,female
557,1985,female
558,1984,female
559,1987,female
560,1986,female
561,1986,female
562,1986,female
563,1984,male
564,1980,female
565,1985,female
566,1984,female
567,1986,male
568,1982,female
569,1984,female
570,1985,female
571,1986,female
572,1986,female
573,1986,female
574,1968,female
575,1987,female
576,1976,female
577,1986,female
578,1981,female
579,1985,male
580,1985,female
581,1981,female
582,1985,female
583,1987,female
584,1986,female
585,1982,female
586,1986,male
587,1970,male
588,1985,female
589,1984,male
590,1987,female
591,1979,female
592,1986,female
593,1986,female
594,1967,male
595,1987,female
596,1987,female
597,1985,male
598,1986,female
599,1985,female
600,1985,female
601,1985,female
602,1981,female
603,1954,female
604,1986,female
605,1985,male
606,1986,female
607,1985,female
608,1985,female
609,1987,male
610,1988,female
611,1986,female
612,1985,female
613,1984,female
614,1982,female
615,1986,female
616,1984,female
617,1982,male
618,1985,male
619,1972,female
620,1985,female
621,1985,male
622,1982,female
623,1984,female
624,1986,female
625,1984,female
626,1986,female
627,1984,female
628,1987,female
629,1985,female
630,1986,female
631,1971,female
632,1979,female
633,1982,female
634,1982,female
635,1986,female
636,1984,female
637,1980,male
638,1986,female
639,1984,female
640,1979,female
641,1982,female
642,1987,female
643,1986,female
644,1965,female
645,1996,female
646,1984,female
647,1984,female
648,1975,female
649,1978,female
650,1981,female
651,1985,female
652,1984,female
653,1981,female
654,1985,female
655,1979,female
656,1986,female
657,1956,male
658,1968,female
659,1984,male
660,1984,female
661,1975,female
662,1985,female
663,1979,female
664,1999,male
665,1982,female
666,1986,female
667,1984,male
668,1984,female
669,1983,female
670,1983,male
671,1981,female
672,1984,female
673,1982,female
674,1983,male
675,1975,male
676,1986,female
677,1983,female
678,1982,female
679,1982,female
680,1984,female
681,1968,female
682,1987,male
683,1970,female
684,1991,male
685,1980,female
686,1983,female
687,1983,female
688,1985,female
689,1985,female
690,1984,male
691,1982,female
692,1983,female
693,1973,female
694,1986,female
695,1982,female
696,1985,male
697,1975,female
698,1980,male
699,1985,female
700,1953,male
701,1985,male
702,1986,female
703,1982,female
704,1983,female
705,1983,female
706,1983,male
707,1981,male
708,1979,male
709,1988,female
710,1986,female
711,1969,female
712,1965,female
713,1984,male
714,1952,female
715,1976,female
716,1982,male
717,1984,male
718,1984,female
719,1983,male
720,1981,female
721,1981,female
722,1972,male
723,1983,female
724,1981,female
725,1975,female
726,1984,female
727,1978,male
728,1983,female
729,1974,female
730,1983,female
731,1982,female
732,1988,female
733,1987,female
734,1986,female
735,1970,female
736,1981,female
737,1979,female
738,1987,male
739,1982,male
740,1990,female
741,1963,male
742,1981,female
743,1982,female
744,1982,male
745,1983,female
746,1985,female
747,1962,female
748,1947,female
749,1989,male
750,1981,female
751,1987,female
752,1981,female
753,1981,female
754,1986,female
755,1988,female
756,1984,male
757,1981,male
758,1940,male
759,1987,female
760,1985,female
761,1986,female
762,1983,male
763,1982,male
764,1974,female
765,1984,female
766,1987,female
767,1952,male
768,1977,female
769,1964,female
770,1968,male
771,1982,female
772,1986,female
773,1982,male
774,1980,female
775,1967,male
776,1974,male
777,1967,female
778,1970,female
779,1961,male
780,1982,female
781,1995,male
782,1987,female
783,1983,female
784,1979,male
785,1986,female
786,1983,male
787,1981,female
788,1955,female
789,1981,female
790,1972,female
791,1977,male
792,1986,male
793,1984,female
794,1978,female
795,1971,female
796,1918,female
797,1968,female
798,1987,male
799,1984,female
800,1986,male
801,1982,male
802,1950,male
803,1989,female
804,1984,male
805,1979,male
806,1967,male
807,1981,male
808,1983,male
809,1974,male
810,1979,male
811,1986,female
812,1984,female
813,1970,male
814,1981,female
815,1986,female
816,1975,male
817,1972,female
818,1981,female
819,1961,female
820,1969,female
821,1974,female
822,1981,female
823,1991,male
824,1942,male
825,1947,male
826,1960,male
827,1973,female
828,1981,female
829,1975,female
830,1983,male
831,1986,female
832,1985,female
833,1987,female
834,1980,female
835,1980,female
836,1977,female
837,1984,female
838,1984,male
839,1979,male
840,1985,male
841,1982,female
842,1985,female
843,1980,female
844,1981,male
845,1987,female
846,1987,female
847,1975,male
848,1988,female
849,1987,female
850,1987,female
851,1974,female
852,1987,female
853,1983,male
854,1980,female
855,1985,male
856,1984,female
857,1975,male
858,1970,female
859,1983,male
860,1980,female
861,1977,male
862,1958,female
863,1980,female
864,1980,male
865,1968,male
866,1961,male
867,1949,male
868,1973,male
869,1953,female
870,1970,male
871,1980,female
872,1986,female
873,1986,female
874,1962,female
875,1983,female
876,1974,female
877,1988,male
878,1979,male
879,1988,female
880,1981,female
881,1974,male
882,1981,female
883,1960,male
884,1978,male
885,1975,female
886,1988,female
887,1986,female
888,1984,male
889,1995,female
890,1986,female
891,1984,female
892,1985,female
893,1974,female
894,1975,female
895,1978,male
896,1958,female
897,1972,female
898,1983,female
899,1975,female
900,1977,male
901,1979,male
902,1980,female
903,1979,female
904,1980,female
905,1983,female
906,1987,female
907,1981,female
908,1973,female
909,1960,male
910,1977,female
911,1969,female
912,1983,female
913,1983,male
914,1983,male
915,1984,female
916,1987,female
917,1982,female
918,1975,male
919,1975,male
920,1985,female
921,1972,male
922,1976,female
923,1980,female
924,1976,male
925,1985,male
926,1988,female
927,1985,female
928,1969,female
929,1972,female
930,1961,male
931,1949,female
932,1969,male
933,1987,female
934,1969,female
935,1981,female
936,1986,female
937,1983,female
938,1986,female
939,1979,female
940,1983,female
941,1975,female
942,1988,male
943,1988,male
944,1976,female
945,1973,female
946,1987,female
947,1986,female
948,1960,male
949,1979,male
950,1958,female
951,1980,male
952,1959,female
953,1986,female
954,1981,female
955,1979,female
956,1969,male
957,1985,female
958,1987,male
959,1974,female
960,1981,female
961,1981,female
962,1984,female
963,1984,male
964,1987,female
965,1984,female
966,1975,male
967,1986,male
968,2000,male
969,1974,female
970,1990,female
971,1974,male
972,1974,female
973,1984,male
974,1983,female
975,1986,female
976,1986,female
977,1981,male
978,1985,female
979,1985,female
980,1968,female
981,1976,female
982,1981,female
983,1981,female
984,1984,male
985,1980,female
986,1975,male
987,1985,female
988,1979,male
989,1979,female
990,1989,female
991,1966,female
992,1979,female
993,1979,male
994,1990,female
995,1985,male
996,1958,female
997,1982,female
998,1978,female
999,1977,female
1000,1986,male
1001,1973,male
1002,1980,female
1003,1975,male
1004,1984,male
1005,1982,female
1006,1976,female
1007,1975,female
1008,1983,male
1009,1980,female
1010,1975,female
1011,1979,male
1012,1980,male
1013,1975,male
1014,1974,male
1015,1981,female
1016,1975,female
1017,1976,female
1018,1975,female
1019,1970,female
1020,1973,female
1021,1973,female
1022,1963,female
1023,1967,male
1024,1956,male
1025,1963,male
1026,1979,female
1027,1966,female
1028,1979,male
1029,1976,male
1030,1970,male
1031,1958,male
1032,1978,female
1033,1962,male
1034,1962,female
1035,1984,female
1036,1981,female
1037,1978,female
1038,1984,female
1039,1970,female
1040,1982,male
1041,1976,female
1042,1979,male
1043,1982,male
1044,1981,male
1045,1982,female
1046,1963,female
1047,1972,female
1048,1950,female
1049,1981,male
1050,1975,male
1051,1977,male
1052,1963,male
1053,1970,male
1054,1972,male
1055,1958,female
1056,1985,male
1057,1981,female
1058,1981,female
1059,1969,female
1060,1980,female
1061,1981,male
1062,1959,male
1063,1981,female
1064,1987,male
1065,1989,female
1066,1960,male
1067,1986,female
1068,1972,male
1069,1964,male
1070,1975,female
1071,1986,male
1072,1979,male
1073,1981,male
1074,1980,female
1075,1962,female
1076,1993,male
1077,1990,female
1078,1979,female
1079,1985,female
1080,1955,female
1081,1976,female
1082,1953,female
1083,1968,male
1084,1974,female
1085,1987,female
1086,1979,male
1087,1980,female
1088,1985,male
1089,1972,male
1090,1968,female
1091,1996,female
1092,1971,male
1093,1972,female
1094,1951,female
1095,1978,male
1096,1978,male
1097,1966,male
1098,1979,male
1099,1982,female
1100,1980,male
1101,1980,female
1102,1990,female
1103,1969,female
1104,1985,female
1105,1973,female
1106,1973,female
1107,1976,female
1108,1953,male
1109,1963,female
1110,1972,female
1111,1957,female
1112,1980,female
1113,1983,female
1114,1985,male
1115,1981,female
1116,1979,male
1117,1979,female
1118,1968,male
1119,1979,female
1120,1965,female
1121,1978,female
1122,1979,male
1123,1979,female
1124,1983,male
1125,1971,male
1126,1983,male
1127,1969,female
1128,1969,male
1129,1977,male
1130,1983,female
1131,1977,female
1132,1982,female
1133,1975,male
1134,1981,male
1135,1975,female
1136,1965,male
1137,1982,female
1138,1985,female
1139,1979,male
1140,1970,female
1141,1955,female
1142,1982,female
1143,1970,female
1144,1981,female
1145,1976,male
1146,1979,female
1147,1978,male
1148,1983,male
1149,1981,female
1150,1974,female
1151,1983,female
1152,1983,male
1153,1972,male
1154,1982,female
1155,1977,male
1156,1971,female
1157,1969,male
1158,1980,male
1159,1982,male
1160,1980,male
1161,1974,male
1162,1985,female
1163,1967,male
1164,1962,male
1165,1972,male
1166,1954,male
1167,1983,female
1168,1963,female
1169,1985,female
1170,1979,male
1171,1976,female
1172,1982,male
1173,1983,female
1174,1977,male
1175,1976,male
1176,1987,male
1177,1978,male
1178,1977,female
1179,1967,male
1180,1970,male
1181,1984,female
1182,1982,male
1183,1983,male
1184,1982,female
1185,1969,male
1186,1983,female
1187,1972,female
1188,1981,female
1189,1972,female
1190,1983,female
1191,1979,female
1192,1986,female
1193,1986,female
1194,1981,female
1195,1983,female
1196,1939,male
1197,1984,female
1198,1989,female
1199,1982,female
1200,1974,male
1201,1985,female
1202,1977,female
1203,1978,male
1204,1981,male
1205,1982,female
1206,1961,male
1207,1985,female
1208,1984,male
1209,1981,female
1210,1974,female
1211,1975,female
1212,1956,female
1213,1982,male
1214,1985,female
1215,1980,male
1216,1983,female
1217,1963,female
1218,1985,female
1219,1983,female
1220,1986,male
1221,1985,female
1222,1985,female
1223,1985,female
1224,1986,female
1225,1986,male
1226,1986,female
1227,1993,male
1228,1986,female
1229,1986,female
1230,1987,male
1231,1986,female
1232,1986,male
1233,1974,female
1234,1984,female
1235,1961,male
1236,1963,female
1237,1986,female
1238,1986,female
1239,1985,female
1240,1985,male
1241,1982,female
1242,1984,male
1243,1984,female
1244,1985,female
1245,1986,male
1246,1986,male
1247,1987,female
1248,1986,male
1249,1986,female
1250,1986,female
1251,1981,male
1252,1984,male
1253,1984,female
1254,1986,female
1255,1986,female
1256,1986,female
1257,1986,female
1258,1973,male
1259,1986,male
1260,1986,female
1261,1986,female
1262,1986,male
1263,1985,female
1264,1986,male
1265,1987,male
1266,1983,female
1267,1986,female
1268,1984,male
1269,1986,male
1270,1986,female
1271,1984,male
1272,1985,female
1273,1987,male
1274,1986,male
1275,1986,male
1276,1986,male
1277,1978,male
1278,1985,female
1279,1985,male
1280,1984,female
1281,1984,male
1282,1983,female
1283,1986,female
1284,1985,male
1285,1986,female
1286,1984,male
1287,1986,male
1288,1986,male
1289,1982,female
1290,1986,female
1291,1986,female
1292,1987,male
1293,1986,male
1294,1986,female
1295,1981,male
1296,1979,female
1297,1986,female
1298,1986,male
1299,1986,female
1300,1986,male
1301,1984,male
1302,1980,male
1303,1986,male
1304,1983,male
1305,1986,male
1306,1986,female
1307,1984,male
1308,1986,male
1309,1983,female
1310,1986,male
1311,1986,female
1312,1986,female
1313,1985,female
1314,1985,female
1315,1987,male
1316,1987,female
1317,1988,male
1318,1986,male
1319,1988,female
1320,1988,male
1321,1987,female
1322,1972,female
1323,1988,male
1324,1987,female
1325,1987,female
1326,1987,male
1327,1996,male
1328,1982,female
1329,1975,female
1330,1985,female
1331,1987,female
1332,1986,female
1333,1987,female
1334,1984,male
1335,1981,female
1336,1982,female
1337,1987,male
1338,NA,female
1339,1973,female
1340,NA,female
1341,1983,male
1342,NA,female
1343,1984,female
1344,1986,male
1345,1987,female
1346,1977,male
1347,1978,female
1348,1980,female
1349,1984,female
1350,1969,female
1351,1983,female
1352,NA,female
1353,1982,male
1354,1986,male
1355,1986,female
1356,1982,female
1357,1980,female
1358,NA,NA
1359,NA,NA
1360,1975,male
1361,1983,female
1362,1953,female
1363,1984,female
1364,1983,female
1365,1979,female
1366,1978,female
1367,1977,male
1368,1984,female
1369,1986,female
1370,1973,male
1371,1984,male
1372,1983,male
1373,1983,female
1374,1980,female
1375,1978,female
1376,NA,NA
1377,1979,male
1378,1977,female
1379,1969,female
1380,1979,male
1381,1980,male
1382,1982,female
1383,1982,female
1384,1988,female
1385,NA,NA
1386,1977,male
1387,1981,female
1388,1981,male
1389,1969,female
1390,NA,NA
1391,1980,female
1392,1983,female
1393,1988,female
1394,1986,female
1395,NA,NA
1396,NA,male
1397,NA,NA
1398,1987,female
1399,1987,female
1400,1978,male
1401,NA,NA
1402,NA,NA
1403,1975,male
1404,1988,female
1405,1985,male
1406,1987,male
1407,1988,female
1408,1968,female
1409,1986,female
1410,1987,female
1411,1963,male
1412,1987,female
1413,1967,female
1414,1988,male
1415,1988,female
1416,1978,female
1417,1988,female
1418,1987,female
1419,1986,female
1420,1988,female
1421,1987,female
1422,1987,female
1423,1987,female
1424,1988,female
1425,1983,female
1426,1987,male
1427,1988,female
1428,1981,female
1429,1988,female
1430,NA,female
1431,1988,female
1432,1988,female
1433,1988,female
1434,1988,male
1435,1988,female
1436,1987,female
1437,1988,female
1438,1986,female
1439,1988,female
1440,1988,female
1441,1988,female
1442,1987,male
1443,1988,female
1444,1987,female
1445,1988,female
1446,1987,female
1450,1988,female
1449,1988,female
1451,1979,male
1452,1988,female
1453,1988,female
1454,1988,female
1455,1988,female
1456,1974,female
1457,1987,male
1458,1987,female
1459,1977,NA
1460,1977,NA
1461,1978,male
1462,1973,male
1463,1981,female
1464,1988,female
1465,NA,NA
1466,1988,female
1467,NA,NA
1468,1988,male
1469,NA,NA
1470,1981,NA
1471,NA,NA
1472,NA,NA
1473,NA,female
1474,NA,female
1475,1966,male
1476,1987,male
1477,1987,male
1478,NA,female
1479,1966,male
1480,1969,female
1481,1981,female
1482,1967,female
1483,1970,male
1484,1955,male
1485,1964,female
1486,1985,female
1487,1985,female
1488,1985,female
1489,1987,female
1490,1987,female
1491,1988,female
1492,1973,female
1493,1985,male
1494,1981,male
1495,1975,female
1496,1974,male
1497,1980,female
1498,1967,NA
1499,1967,female
1500,1989,male
1501,1954,female
1502,1969,female
1503,1968,female
1504,1988,female
1505,1988,female
1506,1988,female
1507,NA,female
1508,1988,female
1509,1978,NA
1510,1982,male
1511,NA,male
1512,NA,male
1513,1988,female
1514,1987,female
1515,1988,male
1516,NA,NA
1517,1974,female
1518,NA,NA
1519,NA,NA
1520,NA,female
1521,NA,male
1522,NA,female
1523,1978,male
1524,NA,female
1525,1975,male
1526,NA,female
1527,NA,NA
1528,NA,NA
1529,NA,NA
1530,NA,NA
1531,NA,male
1532,1988,NA
1533,1986,NA
1534,NA,male
1535,1983,female
1536,1988,female
1537,1987,female
1538,1988,female
1539,1987,female
1540,NA,NA
1541,1988,female
1542,1959,male
1543,1977,female
1544,1988,male
1545,1987,NA
1546,NA,NA
1547,1988,NA
1548,1987,female
1549,1988,female
1550,1988,female
1551,1982,female
1552,1988,female
1554,NA,NA
1555,NA,female
1556,1988,female
1557,1984,female
1558,1981,female
1559,NA,NA
1560,NA,NA
1561,NA,NA
1562,NA,NA
1563,1981,male
1564,1986,female
1565,1988,female
1566,1987,female
1567,1979,male
1568,1978,male
1569,1980,male
1570,1989,female
1571,1982,female
1572,1983,male
1573,1979,female
1574,1984,male
1575,1984,male
1576,1943,female
1577,1981,male
1578,1986,male
1579,1947,male
1580,1987,male
1581,2000,female
1582,1977,male
1583,NA,female
1584,1981,female
1585,1984,male
1586,1988,female
1587,NA,NA
1588,1986,male
1589,1979,female
1590,NA,NA
1591,1983,female
1592,NA,NA
1593,NA,female
1594,1985,male
1595,1961,male
1596,1986,male
1597,1970,male
1598,1971,male
1599,1982,male
1600,1962,female
1601,1980,female
1602,NA,NA
1603,NA,female
1604,1976,male
1605,1966,female
1606,NA,NA
1607,1982,male
1608,1955,NA
1609,NA,NA
1610,1983,female
1611,1972,female
1612,NA,male
1613,1983,female
1614,NA,NA
1615,1967,female
1616,1983,female
1617,1983,female
1618,1979,female
1619,1983,female
1620,1953,male
1621,1954,male
1622,1984,male
1623,1983,NA
1624,1990,female
1625,1985,female
1626,NA,NA
1627,1976,female
1628,1973,female
1629,1968,male
1630,NA,male
1631,1979,female
1632,1980,NA
1633,1981,female
1634,1988,female
1635,NA,male
1636,1975,female
1637,1975,female
1638,NA,female
1639,NA,female
1640,NA,female
1641,1969,male
1642,1950,female
1643,1982,male
1644,1982,male
1645,1971,female
1646,1966,male
1647,1988,female
1648,1976,male
1649,1986,female
1650,1976,female
1651,1979,female
1652,1979,female
1653,1971,male
1654,1974,male
1655,1974,NA
1656,1978,female
1657,1985,male
1658,1987,male
1659,1983,female
1660,1978,male
1661,1964,female
1662,NA,NA
1663,1975,female
1664,1955,male
1665,1975,male
1666,1952,female
1667,1961,female
1668,1982,female
1669,1965,female
1670,1981,male
1671,1969,male
1672,1985,male
1673,1981,male
1674,NA,male
1675,1973,female
1676,1983,male
1677,1969,male
1678,1983,male
1679,1984,male
1680,1972,male
1681,1985,male
1682,1984,male
1683,1982,male
1684,1961,male
1685,NA,male
1686,1978,female
1687,NA,male
1688,NA,NA
1689,NA,male
1690,1970,female
1691,1982,female
1692,1968,female
1693,NA,female
1694,NA,male
1695,NA,male
1696,NA,female
1697,1983,male
1698,1950,female
1699,NA,female
1700,1982,male
1701,1960,male
1702,1966,male
1703,1960,male
1704,1974,male
1705,1985,male
1706,1986,male
1707,1988,female
1708,1973,male
1709,1960,male
1710,1959,male
1711,1967,male
1712,1982,male
1713,1981,male
1714,NA,male
1715,1984,male
1716,1917,male
1717,NA,male
1718,1976,female
1719,1979,female
1720,NA,male
1721,1979,female
1722,1982,male
1723,NA,female
1724,1976,female
1725,NA,male
1726,1962,female
1727,1982,male
1728,1970,male
1729,1962,male
1730,1975,female
1731,1951,male
1732,1978,male
1733,1983,male
1734,NA,male
1735,1968,female
1736,1981,male
1737,1968,male
1738,1990,male
1739,1948,male
1740,1958,female
1741,1973,male
1742,NA,female
1743,1967,male
1744,1985,female
1745,1963,male
1746,1971,male
1747,1984,female
1748,1944,male
1749,NA,NA
1750,1963,male
1751,1981,female
1752,1982,female
1753,1981,female
1754,NA,male
1755,1934,male
1756,1971,male
1757,1966,female
1758,1979,male
1759,1982,female
1760,1981,female
1761,1982,female
1762,1985,male
1763,1985,male
1764,1979,female
1765,1987,male
1766,1979,male
1767,1981,male
1768,NA,female
1769,1965,female
1770,1977,female
1771,1983,female
1772,1948,female
1773,1982,female
1774,1984,female
1775,1977,female
1776,1987,NA
1777,1956,male
1778,1966,female
1779,1973,female
1780,1981,male
1781,1980,male
1782,1984,male
1783,NA,NA
1784,NA,male
1785,NA,female
1786,1975,male
1787,NA,female
1788,NA,female
1789,1986,female
1790,1982,female
1791,1977,female
1792,NA,NA
1793,1983,male
1794,1970,male
1795,NA,female
1796,NA,female
1797,1985,female
1798,1982,female
1799,1977,male
1800,1977,male
1801,1985,female
1802,1978,female
1803,1975,male
1804,1992,male
1805,1977,female
1806,1974,male
1807,NA,female
1808,1972,male
1809,1990,female
1810,1979,NA
1811,1930,male
1812,1982,female
1813,NA,male
1814,1941,male
1815,1981,female
1816,1981,female
1817,1961,female
1818,1986,female
1819,1956,male
1820,1976,male
1821,NA,NA
1822,1981,female
1823,NA,NA
1824,1980,male
1825,1978,male
1826,1980,male
1827,1980,male
1828,1980,male
1829,NA,male
1830,1977,male
1831,1977,male
1832,1982,female
1833,1977,female
1834,1977,female
1835,NA,NA
1836,NA,male
1837,NA,male
1838,1979,male
1839,1979,female
1840,1987,male
1841,1948,male
1842,1977,female
1843,NA,female
1844,1987,male
1845,1981,female
1846,NA,female
1847,1981,female
1848,NA,female
1849,1977,male
1850,1983,female
1851,1978,male
1852,1965,male
1853,1975,male
1854,1977,female
1855,1963,male
1856,1978,female
1857,1977,male
1858,1977,male
1859,1981,female
1860,1975,female
1861,1975,female
1862,1986,female
1863,NA,male
1864,1977,male
1865,1970,NA
1866,1984,male
1867,1979,male
1868,NA,female
1869,1955,male
1870,1960,male
1871,1985,female
1872,1993,male
1873,NA,male
1874,1979,male
1875,1981,female
1876,1975,male
1877,1974,female
1878,1985,female
1879,1968,male
1880,NA,male
1881,NA,male
1882,1954,male
1883,1976,female
1884,1983,male
1885,1969,male
