user_id,sex,age,momage,dadage,oldbro,oldsis,youngbro,youngsis,twinbro,twinsis
1556,female,17.6,38,37,1,3,0,1,0,0
1557,female,20.9,,,0,0,1,2,0,0
1567,male,25.5,,,1,1,0,1,0,0
1572,male,22.0,,,1,0,0,0,0,0
1584,female,23.9,,,0,0,0,0,0,0
1600,female,42.6,,,3,1,2,1,0,0
1603,female,40.2,,,3,2,2,1,0,0
1634,female,17.2,,,0,0,1,0,0,0
1642,female,55.1,,,0,4,3,1,0,0
1646,male,39.1,,,0,0,2,0,0,0
1651,female,26.3,,,1,0,0,0,0,0
1652,female,25.6,,,0,0,0,0,0,0
1661,female,40.5,,,0,0,1,1,0,0
1663,female,29.4,,,0,0,0,0,0,0
1668,female,22.5,,,0,0,0,1,0,0
1679,male,20.9,,,0,0,2,0,0,0
1683,male,22.3,,,0,0,1,0,0,0
1690,female,34.6,,,0,0,1,0,0,0
1696,female,25.2,,,0,0,0,2,0,0
1698,female,54.5,,,1,0,0,0,0,0
1702,male,38.7,,,0,0,0,1,0,0
1704,male,31.0,,,0,0,0,0,0,0
1711,male,37.3,,,0,1,0,0,0,0
1719,female,26.1,,,0,0,0,0,0,0
1722,male,22.6,,,0,0,0,0,0,0
1731,male,53.3,,,0,0,1,1,0,0
1740,female,46.8,,,0,0,0,0,0,0
1743,male,37.9,,,0,0,3,0,0,0
1745,male,41.3,,,0,0,1,0,0,0
1758,male,25.5,,,1,0,0,0,1,0
1759,female,22.8,,,1,1,1,0,0,0
1769,female,40.1,,,1,3,1,2,0,0
1770,female,27.3,,,0,1,0,0,0,0
1778,female,38.2,,,0,0,0,2,0,0
1791,female,28.2,,,0,0,0,1,0,0
1802,female,26.8,,,0,0,0,1,0,0
1806,male,30.5,,,0,0,3,1,0,0
1822,female,23.4,,,1,0,1,0,0,0
1839,female,25.9,,,0,2,0,0,0,0
1844,male,17.7,,,1,1,0,0,0,0
1850,female,21.4,,,0,2,1,0,0,0
1871,female,19.6,,,0,0,0,0,0,0
1876,male,29.6,,,3,0,0,2,0,0
1878,female,20.1,,,1,0,1,1,0,0
1879,male,36.9,,,0,2,1,0,0,0
1889,female,18.8,,,0,0,1,1,0,0
1895,female,30.3,,,0,0,0,0,0,0
1897,male,29.0,,,0,2,0,0,0,0
1900,female,17.2,,,0,0,1,2,0,0
1903,female,25.7,,,0,1,0,0,0,0
1936,female,30.0,,,0,0,0,1,0,0
1953,male,17.9,,,0,0,1,1,0,0
1956,female,20.3,,,0,1,1,0,1,0
1960,male,22.8,,,1,0,2,0,0,0
1962,female,22.9,,,1,0,0,0,0,0
1966,female,21.4,,,0,0,0,1,0,0
1971,female,29.3,,,0,0,0,0,0,0
1990,male,32.7,,,0,1,0,0,0,0
1995,,41.3,,,0,0,0,1,0,0
2000,,30.9,,,1,1,0,0,0,0
2003,female,33.9,,,2,0,1,0,0,0
2009,female,17.5,,,0,0,1,1,0,0
2010,female,27.4,,,1,0,0,0,0,0
2015,male,37.1,,,1,0,0,0,0,0
2024,male,20.8,,,1,1,0,0,0,0
2029,female,21.6,,,1,0,0,0,0,0
2043,male,28.2,,,0,0,1,0,0,0
2046,female,30.9,,,0,0,1,0,0,0
2047,female,26.7,,,0,0,1,2,0,0
2057,female,19.2,,,0,0,1,1,0,0
2062,female,21.1,,,1,1,1,1,0,0
2081,male,32.4,,,2,1,0,1,0,0
2083,female,21.0,,,0,0,0,0,0,0
2094,male,18.5,,,0,0,0,0,0,0
2099,female,22.4,,,1,1,1,0,0,0
2100,male,24.0,,,0,0,0,1,0,0
2107,female,28.1,,,0,0,0,0,0,0
2110,male,28.1,,,0,0,0,2,0,0
2125,female,28.8,,,0,1,0,1,0,0
2129,female,18.7,,,0,0,1,0,0,0
2132,female,30.5,,,0,0,1,0,0,0
2134,female,22.1,,,0,0,3,0,0,0
2142,female,18.5,,,0,1,0,0,0,0
2148,female,19.1,,,0,0,1,1,0,0
2153,female,21.7,,,0,1,0,1,0,0
2154,female,20.3,,,1,0,0,0,0,0
2158,female,18.6,,,0,0,1,0,0,0
2160,female,25.6,,,0,1,0,0,0,0
2163,female,14.5,,,0,0,1,1,0,0
2166,female,19.0,,,1,0,0,0,0,0
2170,male,17.2,,,2,1,0,0,0,0
2175,male,22.5,,,1,1,0,0,0,0
2179,male,23.8,,,0,0,3,1,0,0
2180,female,29.7,,,0,0,0,0,0,0
2186,female,19.3,,,1,0,0,0,0,0
2190,female,20.1,,,0,2,0,0,0,0
2195,female,17.8,,,0,0,0,1,0,0
2202,female,13.9,,,0,0,0,0,0,0
2210,female,20.8,,,0,0,0,0,0,0
2211,male,24.5,,,1,1,0,0,0,0
2218,male,33.4,,,0,0,0,1,0,0
2220,male,33.9,,,0,0,0,0,0,0
2226,female,21.6,,,0,1,0,0,0,0
2229,female,24.6,,,0,0,1,0,0,0
2230,female,25.0,,,0,0,0,1,0,0
2237,female,22.3,,,0,1,0,0,0,0
2310,female,33.3,,,0,0,0,1,0,0
2338,female,31.8,,,1,1,0,0,0,0
2357,female,22.5,,,2,0,0,0,0,0
2362,male,30.7,,,0,0,0,1,0,0
2381,male,25.0,,,0,0,2,0,0,0
2394,male,23.5,,,0,0,1,1,0,0
2395,male,30.6,,,1,0,0,0,0,0
2399,male,29.5,,,0,0,1,0,0,0
2405,male,33.9,,,1,1,0,2,0,0
2410,male,29.1,,,0,0,1,0,0,0
2412,female,18.3,,,0,0,0,1,0,0
2415,male,20.9,,,0,0,1,0,0,0
2416,male,26.5,,,0,1,1,0,0,0
2419,male,34.2,,,0,3,1,0,0,0
2422,male,19.2,,,0,0,1,0,0,0
2425,male,58.2,,,1,1,1,1,0,0
2428,male,28.0,,,0,0,0,1,0,0
2431,female,37.3,,,2,0,0,2,0,0
2436,male,19.9,,,1,0,0,0,0,0
2452,female,16.9,,,1,0,0,1,0,0
2469,male,47.7,,,0,0,0,2,0,0
2476,male,28.4,,,0,0,0,0,0,0
2481,male,16.8,,,0,0,1,0,0,0
2499,male,40.1,,,0,0,0,0,0,0
2501,female,25.9,,,0,0,3,2,0,0
2513,female,31.2,,,0,0,0,2,0,0
2527,female,34.4,,,0,0,1,0,0,0
2532,female,16.6,,,0,0,0,0,0,0
2543,female,20.8,,,0,0,0,1,0,0
2568,female,17.2,,,1,0,0,1,0,0
2582,male,26.0,,,1,0,0,0,0,0
2583,female,17.5,,,0,0,0,1,0,0
2600,male,22.2,,,0,0,0,1,0,0
2610,female,45.4,,,0,0,1,1,0,0
2630,female,23.0,,,3,0,0,0,1,0
2632,male,20.2,,,0,0,1,0,0,0
2639,female,36.4,,,0,1,0,1,0,0
2641,female,17.0,,,0,1,0,0,0,0
2643,male,35.9,,,0,0,1,2,0,0
2645,male,29.7,,,0,0,1,0,0,0
2646,female,23.6,,,0,0,0,0,0,0
2647,male,29.4,,,0,0,2,1,0,0
2655,male,20.8,,,0,0,2,0,0,0
2675,female,18.8,,,2,0,0,1,0,0
2676,male,31.5,,,0,0,0,2,0,0
2680,female,17.9,,,1,0,0,0,0,0
2681,female,35.4,,,0,0,0,0,0,0
2682,female,17.0,,,1,1,0,1,0,0
2687,male,20.8,,,1,0,0,1,0,0
2701,female,15.1,,,0,0,1,1,0,0
2712,female,26.9,,,0,3,0,0,0,0
2718,female,23.2,,,0,0,2,0,0,0
2752,female,15.5,,,0,0,0,1,0,0
2760,male,40.6,,,0,0,0,0,0,0
2761,female,25.9,,,1,1,1,0,0,0
2763,male,45.8,,,1,0,2,0,0,0
2772,female,24.3,,,1,2,1,0,0,0
2776,male,34.7,,,0,0,3,2,0,0
2777,female,18.0,,,0,0,1,0,0,0
2790,male,24.5,,,0,0,0,1,0,0
2830,female,16.5,,,0,0,1,0,0,0
2833,female,14.8,,,1,1,0,0,0,0
2844,male,24.0,,,0,0,1,0,0,0
2866,female,22.9,,,0,0,1,1,0,0
2869,male,24.7,,,1,0,0,1,0,0
2870,female,19.2,,,0,0,1,0,0,0
2875,female,17.1,,,0,1,0,2,0,0
2878,male,20.0,,,0,1,0,0,0,0
2883,female,23.9,,,1,1,0,0,0,0
2890,female,20.3,,,0,0,1,3,0,0
2897,female,26.1,,,0,3,0,0,0,0
2905,male,35.3,,,0,3,0,3,0,0
2918,female,25.3,,,0,0,0,1,0,0
2924,female,19.2,,,0,1,0,0,0,1
2926,female,18.7,,,0,0,0,0,0,0
2930,male,26.9,,,0,0,0,0,0,0
2934,female,25.8,,,0,0,0,1,0,0
2941,male,24.4,,,0,0,0,0,0,0
2955,male,16.3,,,0,0,0,1,0,0
2977,male,29.4,,,1,0,0,0,0,0
2982,female,28.2,,,0,0,0,0,0,0
2991,male,24.9,,,2,0,0,0,0,0
3010,male,16.4,,,3,0,0,1,0,0
3012,male,23.4,,,0,0,0,0,0,0
3027,female,17.6,,,1,0,0,0,0,0
3043,male,26.1,,,0,1,0,0,0,0
3068,female,22.5,,,2,0,0,0,0,0
3083,female,25.1,,,0,0,0,1,0,0
3090,female,17.5,,,1,0,1,0,0,0
3102,female,29.4,,,1,1,0,0,0,0
3116,female,18.7,,,0,0,2,0,0,0
3126,male,16.8,,,0,0,0,1,0,0
3138,male,15.5,,,0,1,1,0,0,0
3145,female,38.5,,,0,1,0,0,0,0
3160,female,18.1,,,0,1,0,0,0,0
3161,male,20.2,,,0,0,0,0,0,0
3162,male,37.6,,,3,3,0,0,0,0
3166,male,31.8,,,0,0,1,0,0,0
3181,female,22.1,,,0,1,0,0,0,0
3182,female,22.1,,,1,1,1,1,0,0
3184,male,31.8,,,0,0,0,0,0,0
3186,female,19.2,,,0,0,1,0,0,0
3187,male,25.4,,,0,0,0,0,0,0
3191,female,17.4,,,0,0,1,1,0,0
3193,female,18.0,,,0,0,1,1,0,0
3197,female,17.1,,,0,1,1,2,0,0
3198,female,25.2,,,1,0,0,1,0,0
3202,male,24.9,,,0,0,2,0,0,0
3206,male,41.7,,,0,0,1,1,0,0
3208,female,37.0,,,1,0,0,0,0,0
3209,male,28.8,,,0,0,0,2,0,0
3212,female,51.2,,,0,1,0,0,0,0
3213,male,17.5,,,0,0,1,1,0,0
3220,male,54.6,,,0,0,0,0,0,0
3227,female,22.9,,,0,1,0,0,0,0
3230,female,36.8,,,0,0,0,0,0,0
3232,female,20.7,,,0,2,0,0,0,0
3233,female,23.8,,,0,0,0,0,0,0
3234,female,26.6,,,1,1,3,1,0,0
3236,female,26.6,,,0,0,1,0,0,0
3238,female,23.0,,,0,0,0,2,0,0
3241,male,29.4,,,0,1,0,0,0,0
3245,female,25.2,,,0,1,0,1,0,0
3247,female,16.0,,,3,0,0,0,1,0
3254,male,16.2,,,2,0,0,1,0,0
3258,female,18.5,,,0,0,1,0,0,0
3261,female,14.5,,,0,0,0,0,0,0
3262,female,17.8,,,1,1,0,0,0,0
3266,female,14.7,,,2,0,0,0,0,0
3267,female,23.5,,,0,0,1,0,0,0
3269,male,26.5,,,0,0,1,0,0,0
3271,male,33.4,,,0,0,2,0,0,0
3272,female,20.6,,,0,0,1,0,0,0
3273,female,27.5,,,0,0,0,0,0,0
3278,female,23.7,,,0,0,1,1,0,0
3292,male,23.2,,,0,0,2,0,0,0
3297,male,21.9,,,0,1,1,0,0,0
3299,male,21.3,,,0,0,0,0,0,0
3300,female,21.3,,,1,0,0,0,0,0
3301,female,17.8,,,1,1,0,0,0,0
3302,female,25.8,,,1,0,0,0,0,0
3303,male,28.6,,,1,0,1,0,0,0
3304,female,24.4,,,1,0,0,0,0,0
3309,female,18.0,,,3,0,0,0,0,0
3311,female,18.1,,,0,0,0,0,0,0
3312,male,21.7,,,0,0,1,2,0,0
3320,female,16.3,,,0,0,3,1,0,0
3321,female,30.5,30,30,0,1,0,0,0,0
3322,female,13.6,,,0,1,0,0,0,0
3323,female,23.2,,,0,0,0,1,0,0
3325,male,20.6,,,0,0,0,1,0,0
3326,male,18.0,,,0,0,0,0,0,0
3328,female,19.5,,,2,0,0,0,0,0
3329,female,28.8,,,0,0,0,0,0,0
3332,female,13.5,,,0,0,2,1,0,0
3333,male,21.0,,,0,0,0,0,0,0
3335,male,17.7,,,0,0,1,0,0,0
3337,female,17.3,,,0,0,1,0,0,0
3338,female,21.6,,,1,0,0,0,0,0
3344,female,19.4,,,0,1,0,0,0,0
3345,female,19.7,,,0,0,2,0,0,0
3358,female,14.5,,,0,0,0,1,0,0
3359,female,17.7,,,0,0,1,0,0,0
3360,female,28.6,,,0,2,0,0,0,0
3361,female,15.4,,,0,0,2,1,0,0
3364,female,29.8,,,0,0,0,0,0,0
3365,female,17.6,,,1,1,0,0,0,0
3366,female,26.0,,,0,0,0,3,0,0
3368,female,17.6,,,0,1,0,0,0,0
3381,female,28.9,,,1,0,0,0,0,0
3389,female,18.4,,,1,0,0,0,0,0
3390,female,19.2,,,0,0,0,0,0,0
3399,female,22.6,,,0,1,0,1,0,0
3402,female,19.5,,,1,1,0,0,0,0
3403,female,17.3,,,0,0,0,1,0,0
3405,female,32.0,,,0,0,2,2,0,0
3406,female,19.5,,,0,1,0,1,0,0
3409,female,28.7,,,0,1,0,3,0,0
3420,female,24.7,,,1,0,0,0,0,0
3423,female,25.6,,,0,0,1,0,0,0
3430,female,27.3,,,0,0,2,1,0,0
3433,female,21.4,,,1,1,0,0,0,0
3438,male,20.4,,,1,1,0,0,0,0
3443,female,19.6,,,1,0,0,0,0,0
3449,female,18.6,,,0,0,0,1,0,0
3450,female,15.4,,,0,1,0,0,0,0
3461,female,33.1,,,0,0,0,2,0,0
3463,male,32.9,,,0,0,0,0,0,0
3465,male,23.3,,,0,0,1,1,0,0
3471,female,19.9,,,1,0,0,1,0,0
3472,female,19.2,,,0,0,1,1,0,0
3473,female,25.6,,,0,1,0,0,0,0
3476,female,33.4,,,0,0,2,1,0,0
3477,female,15.6,,,0,0,0,0,0,0
3486,female,21.4,,,0,0,0,0,1,0
3492,female,17.0,,,0,0,1,0,0,0
3497,female,24.4,,,0,0,1,5,1,0
3500,female,15.9,,,0,0,0,0,0,0
3502,female,14.4,,,0,1,0,0,0,0
3503,female,14.7,,,0,0,3,0,0,0
3506,female,29.6,,,0,0,1,0,0,0
3514,female,33.5,,,0,0,1,0,0,0
3518,female,19.1,,,0,1,0,0,0,0
3520,female,22.7,,,1,0,0,0,0,0
3522,female,15.7,,,0,0,0,1,0,0
3523,male,19.6,30,34,0,0,0,0,0,0
3526,female,26.5,,,1,0,0,0,0,0
3529,female,47.7,,,3,1,0,1,1,3
3536,female,15.1,,,0,0,0,0,0,0
3538,female,22.4,,,1,0,1,0,0,0
3544,female,42.5,,,0,0,0,1,0,0
3548,female,23.8,,,0,0,2,0,0,0
3549,female,17.9,,,0,0,1,1,0,1
3556,female,40.6,,,1,1,0,0,0,0
3557,male,23.2,,,0,0,0,0,0,0
3559,male,24.7,,,2,0,0,0,0,1
3566,female,17.9,,,1,0,0,0,0,0
3567,female,16.0,,,1,0,0,0,0,0
3571,female,21.3,,,1,0,0,0,0,0
3572,female,20.1,,,1,1,0,0,0,0
3576,female,26.0,,,0,0,3,1,0,0
3579,male,24.8,,,0,0,1,0,0,0
3587,male,24.8,,,0,0,1,1,0,0
3591,female,24.6,,,0,1,0,0,0,0
3597,female,20.8,,,0,1,0,0,0,0
3601,female,21.4,,,1,0,0,0,0,0
3611,female,25.0,,,0,0,1,0,0,0
3613,female,23.5,,,1,1,0,0,0,0
3627,male,22.2,,,0,0,2,2,0,0
3630,male,38.4,24,31,0,0,1,3,0,0
3632,female,19.9,,,0,0,0,0,0,0
3645,female,28.6,,,0,1,0,0,0,0
3653,female,15.4,,,0,2,0,0,0,0
3660,female,19.7,,,0,1,4,0,0,0
3672,female,22.1,,,0,0,2,0,0,0
3686,female,52.8,,,0,0,1,1,0,0
3690,female,25.8,,,0,0,0,1,0,0
3698,female,25.6,,,0,0,1,3,0,0
3709,male,21.2,,,0,0,0,1,18,0
3713,female,28.0,,,2,2,0,0,0,1
3714,female,18.7,,,0,1,0,0,0,0
3717,male,19.7,,,0,0,1,0,0,0
3718,female,16.5,,,0,3,0,3,0,0
3729,female,14.9,,,0,0,0,1,0,0
3732,female,24.6,,,0,0,2,0,0,0
3735,female,22.2,,,0,1,0,0,0,0
3736,female,36.5,,,2,0,0,0,0,0
3742,male,27.6,,,1,1,0,0,0,0
3768,female,19.6,,,0,1,0,0,1,0
3770,male,26.9,,,0,0,0,0,0,0
3781,female,20.9,,,0,1,0,0,0,0
3787,female,19.1,,,1,1,0,0,0,0
3789,female,34.5,,,0,1,1,1,0,0
3811,female,26.8,,,0,0,1,0,0,0
3812,female,39.5,,,1,1,0,1,0,0
3817,male,22.1,,,1,1,0,0,0,0
3822,female,16.6,,,2,1,0,0,0,0
3825,female,16.9,,,0,1,0,0,0,0
3836,male,15.6,,,1,3,0,0,0,0
3843,female,18.4,,,0,0,1,0,0,0
3845,female,30.6,,,0,0,0,1,0,0
3850,female,35.6,,,0,1,0,0,0,0
3856,male,21.0,,,0,0,1,0,0,0
3857,female,22.9,,,0,1,0,0,0,0
3858,male,26.1,,,0,0,0,0,0,0
3860,female,15.8,,,0,1,1,0,0,0
3866,male,22.3,,,1,1,0,0,0,0
3885,male,32.1,,,0,0,1,1,0,0
3886,female,32.5,,,4,2,1,3,0,0
3890,,15.6,,,0,0,1,0,0,0
3892,female,18.4,,,0,0,0,0,0,0
3896,female,19.6,,,0,0,1,0,0,0
3901,female,19.4,,,1,1,0,0,0,0
3902,female,21.5,,,2,0,0,1,0,0
3916,female,20.4,,,0,0,3,0,0,0
3917,male,32.4,,,0,1,0,0,0,0
3920,female,15.0,,,0,2,0,0,0,0
3923,female,28.0,,,2,1,1,0,0,0
3932,male,22.5,,,0,0,1,0,0,1
3935,female,26.1,,,1,2,0,0,0,0
3946,female,21.3,,,0,0,1,0,0,0
3959,female,52.5,,,1,0,0,2,0,0
3965,female,23.0,,,0,1,0,1,0,0
3969,female,26.2,,,0,0,1,1,0,0
3976,female,24.1,,,0,0,2,0,0,0
3980,female,46.9,,,0,0,0,0,0,0
3981,female,16.0,,,0,0,0,0,0,0
3984,female,28.6,,,0,0,0,1,0,0
3989,male,26.7,,,0,1,0,0,1,0
3996,male,26.7,,,0,1,0,1,0,0
3998,female,28.7,,,0,0,0,0,0,0
3999,female,28.3,,,0,1,1,1,0,0
4001,female,23.0,,,0,0,0,0,0,0
4009,female,25.2,,,0,0,0,0,0,0
4017,female,15.2,,,0,0,1,0,0,0
4023,male,24.7,,,0,0,0,1,0,0
4026,female,22.1,,,0,0,0,2,0,0
4040,male,25.7,,,1,1,0,0,0,0
4041,male,30.0,,,1,0,1,1,0,0
4042,male,27.2,,,0,0,0,0,0,0
4053,male,35.0,,,0,0,0,0,0,0
4056,female,27.0,,,0,0,0,0,0,0
4063,female,55.7,,,0,0,0,0,0,0
4064,male,16.8,,,1,0,1,1,0,0
4065,male,33.5,,,0,2,5,3,0,0
4067,male,32.9,,,0,2,0,0,0,0
4070,male,20.5,,,0,0,1,0,0,0
4087,male,21.5,,,0,1,0,1,0,0
4092,male,38.7,,,3,5,1,1,0,0
4094,female,31.5,,,0,1,0,1,0,0
4095,female,30.6,,,0,0,0,2,0,0
4106,male,38.4,,,0,1,0,1,0,0
4107,female,18.8,,,0,0,0,1,0,0
4112,female,46.1,,,0,0,2,0,0,0
4126,female,24.9,,,0,0,1,0,0,0
4128,female,41.5,,,0,0,0,1,0,0
4134,male,39.1,,,3,2,0,1,0,0
4135,male,21.8,,,1,0,0,0,0,0
4136,female,18.9,,,2,2,0,0,0,0
4139,female,17.5,,,0,0,0,0,0,0
4146,male,27.2,,,0,0,1,0,0,0
4149,male,30.2,,,0,0,0,0,0,0
4150,female,16.4,,,1,0,3,2,0,0
4156,female,21.8,,,1,0,0,0,0,0
4157,male,25.6,,,1,0,0,0,0,0
4164,male,20.7,,,0,1,0,0,0,0
4165,female,19.1,,,0,0,0,2,0,0
4166,female,25.4,,,1,0,0,0,0,0
4168,female,30.8,,,0,0,2,0,0,0
4170,male,23.0,,,0,0,0,0,0,0
4174,male,46.7,,,0,0,1,1,0,0
4175,female,29.8,,,0,0,0,1,0,0
4178,female,22.3,,,1,0,0,0,0,0
4179,female,49.8,,,0,0,0,0,0,0
4180,female,24.9,,,2,0,0,0,0,0
4181,male,18.7,,,1,1,0,0,0,0
4183,male,32.4,,,0,0,0,0,0,0
4184,male,50.9,,,0,0,2,2,0,0
4186,female,35.5,,,0,0,0,0,0,0
4190,male,18.9,,,0,0,1,0,0,0
4194,female,41.2,,,0,0,0,1,0,0
4195,female,20.2,,,0,0,1,1,0,0
4203,female,23.9,,,1,0,0,0,0,0
4205,female,34.0,,,2,5,1,1,0,0
4206,male,21.9,35,40,0,1,0,0,0,0
4209,female,23.4,,,0,2,0,0,0,0
4213,female,20.8,,,0,0,0,0,0,0
4220,female,14.9,,,1,0,0,0,0,0
4222,male,22.9,,,0,0,0,0,0,0
4223,female,34.8,,,0,0,0,1,0,0
4224,male,23.0,,,0,0,1,1,0,0
4225,female,16.6,,,0,0,1,0,0,0
4227,male,24.9,,,1,0,0,1,0,0
4228,male,41.8,,,0,0,0,1,0,0
4229,female,21.9,,,0,0,0,0,0,0
4231,female,22.8,,,1,0,0,0,0,0
4233,female,17.2,,,0,0,0,0,0,0
4239,male,18.6,,,0,0,0,0,0,0
4243,female,22.5,,,0,2,0,0,0,0
4245,female,14.8,,,2,5,0,0,0,0
4250,female,35.2,,,0,0,0,0,0,0
4251,female,21.6,,,0,0,0,0,0,0
4265,female,43.7,,,0,0,0,1,0,0
4270,female,31.4,,,0,0,0,0,0,0
4272,male,19.0,,,0,0,0,2,0,0
4280,female,32.6,,,0,0,0,2,0,0
4283,female,25.4,,,2,0,0,0,0,0
4284,female,16.5,,,0,0,1,0,0,0
4294,female,23.8,22,27,0,0,0,0,0,0
4295,female,23.0,,,0,0,0,0,0,0
4300,female,15.2,,,0,0,0,0,0,0
4301,female,42.2,20,18,0,0,0,2,0,0
4308,female,19.6,,,0,1,0,0,0,0
4316,male,45.7,,,2,0,0,1,0,0
4326,female,19.6,,,0,1,0,0,0,0
4336,female,21.3,,,0,1,0,0,0,0
4341,female,22.7,,,2,0,0,0,0,0
4345,female,33.6,,,0,0,1,0,0,0
4354,female,15.7,,,0,0,1,0,0,0
4355,female,23.9,,,1,3,1,1,0,0
4369,female,19.0,,,0,0,0,1,0,0
4370,male,32.4,,,0,0,2,0,0,0
4373,male,19.9,,,0,0,0,2,0,0
4376,female,25.7,,,1,0,0,0,0,0
4377,male,22.0,,,0,1,1,0,0,0
