user_id,sex,age,id,starttime,endtime,Q01,Q02,Q03R,Q04R,Q05,Q06,Q07R,Q08,Q09R,Q10R,Q11R,Q12R,Q13,Q14,Q15R,Q16,Q17R,Q18,Q19R,Q20R,Q21,Q22,Q23R,Q24,Q25R
128866,female,20.4,18,2008-02-06T12:16:39Z,2008-02-06T12:20:00Z,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree
128873,female,18.3,19,2008-02-06T13:05:33Z,2008-02-06T13:08:35Z,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree
106409,female,19.9,20,2008-02-06T13:10:51Z,2008-02-06T13:12:50Z,strongly agree,strongly disagree,strongly agree,strongly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,NA,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,strongly disagree
128876,female,19.2,21,2008-02-06T13:41:24Z,2008-02-06T13:44:41Z,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree
128890,female,18.1,22,2008-02-06T14:12:16Z,2008-02-06T14:14:17Z,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,NA,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree
129139,female,18.7,23,2008-02-07T10:36:18Z,2008-02-07T10:38:21Z,slightly agree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly disagree,NA,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree
107248,female,19.8,24,2008-02-07T12:23:58Z,2008-02-07T12:25:55Z,strongly disagree,NA,strongly agree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly agree,strongly agree,slightly agree,slightly agree,slightly agree,strongly disagree,strongly agree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,slightly agree
129165,female,21.8,25,2008-02-07T13:38:55Z,2008-02-07T13:40:52Z,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,slightly agree,strongly agree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,slightly agree,strongly agree
130023,female,18.6,26,2008-02-11T11:21:20Z,2008-02-11T11:24:35Z,strongly disagree,strongly disagree,strongly agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,slightly agree,strongly agree,slightly agree,strongly agree
130042,female,20.4,27,2008-02-11T13:02:19Z,2008-02-11T13:04:59Z,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly agree,strongly agree,strongly disagree,slightly agree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree
130040,female,18.2,28,2008-02-11T13:10:39Z,2008-02-11T13:13:13Z,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,slightly agree
130041,female,19.4,29,2008-02-11T13:24:15Z,2008-02-11T13:26:40Z,slightly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree
130319,female,18.9,30,2008-02-12T10:27:47Z,2008-02-12T10:29:26Z,slightly agree,strongly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree
106385,female,18.1,31,2008-02-12T11:10:03Z,2008-02-12T11:13:11Z,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly disagree,slightly agree
130342,female,19.2,32,2008-02-12T12:50:31Z,2008-02-12T12:53:51Z,slightly agree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,strongly agree,strongly agree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,slightly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,slightly agree
130345,female,31.9,33,2008-02-12T13:31:12Z,2008-02-12T13:37:07Z,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree
130582,male,22.3,34,2008-02-13T12:44:10Z,2008-02-13T12:47:25Z,slightly agree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly disagree
130579,female,18.9,35,2008-02-13T12:50:03Z,2008-02-13T12:52:10Z,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly agree,slightly agree
130589,female,NA,36,2008-02-13T13:24:07Z,2008-02-13T13:26:10Z,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree
130773,female,19.9,37,2008-02-14T11:14:00Z,2008-02-14T11:15:59Z,strongly agree,slightly disagree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly disagree,strongly agree,slightly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree
130779,female,18.7,38,2008-02-14T12:33:12Z,2008-02-14T12:35:46Z,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,slightly agree,slightly agree,strongly agree,slightly agree,strongly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree
131614,female,18.3,39,2008-02-18T12:11:54Z,2008-02-18T12:13:50Z,strongly agree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly agree,slightly disagree,strongly disagree,strongly agree,strongly disagree,slightly agree
131624,female,18.7,40,2008-02-18T13:06:13Z,2008-02-18T13:08:19Z,slightly agree,strongly disagree,slightly disagree,strongly agree,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly agree,strongly agree,slightly disagree,strongly agree,slightly disagree,strongly disagree,strongly agree,strongly disagree,slightly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree
131626,female,19.3,41,2008-02-18T13:08:46Z,2008-02-18T13:09:27Z,slightly disagree,slightly disagree,slightly agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131623,female,18.3,42,2008-02-18T13:30:59Z,2008-02-18T13:32:58Z,slightly agree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly agree,slightly agree,slightly agree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree
131661,male,18.1,43,2008-02-18T15:14:28Z,2008-02-18T15:16:40Z,strongly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree
131647,male,18.9,44,2008-02-18T15:15:30Z,2008-02-18T15:16:43Z,strongly agree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly agree,slightly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree
131653,female,18.9,45,2008-02-18T15:15:12Z,2008-02-18T15:16:53Z,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree
131663,female,18.9,46,2008-02-18T15:15:31Z,2008-02-18T15:17:40Z,strongly agree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,slightly disagree,strongly agree,slightly disagree,strongly agree,strongly disagree
131664,female,19,47,2008-02-18T15:20:45Z,2008-02-18T15:23:02Z,slightly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly agree,strongly agree,strongly agree,slightly agree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly agree
128443,female,18.1,48,2008-02-18T15:22:03Z,2008-02-18T15:24:07Z,slightly disagree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly agree
131656,female,25.3,49,2008-02-18T15:19:25Z,2008-02-18T15:24:07Z,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly disagree,strongly disagree,strongly agree,slightly disagree,strongly agree,slightly agree,strongly disagree,slightly disagree,slightly agree,strongly disagree,strongly agree,slightly agree,strongly agree
131654,male,23.8,50,2008-02-18T15:21:50Z,2008-02-18T15:24:12Z,slightly agree,strongly disagree,slightly disagree,strongly disagree,strongly agree,strongly disagree,slightly disagree,strongly agree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly agree,slightly agree,strongly disagree,slightly agree,slightly disagree
106378,female,18.8,51,2008-02-18T15:23:47Z,2008-02-18T15:26:11Z,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly agree,strongly agree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,slightly agree
131658,male,19,52,2008-02-18T15:23:55Z,2008-02-18T15:26:15Z,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree
131670,female,19,53,2008-02-18T15:24:04Z,2008-02-18T15:27:28Z,slightly agree,strongly disagree,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,strongly agree,strongly agree,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree
131662,male,18.4,54,2008-02-18T15:26:10Z,2008-02-18T15:28:58Z,strongly agree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree
108994,female,NA,55,2008-02-18T15:28:59Z,2008-02-18T15:30:47Z,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,slightly disagree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly agree,NA,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly agree
131671,female,18.4,56,2008-02-18T15:27:31Z,2008-02-18T15:30:49Z,slightly agree,slightly disagree,strongly agree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,strongly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly disagree,slightly agree
131667,male,18.3,57,2008-02-18T15:28:58Z,2008-02-18T15:31:32Z,strongly agree,strongly disagree,strongly agree,slightly disagree,strongly disagree,strongly disagree,slightly agree,strongly agree,slightly disagree,slightly agree,strongly disagree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,slightly agree,strongly disagree,slightly disagree
131650,female,19.4,58,2008-02-18T15:30:13Z,2008-02-18T15:32:39Z,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly agree,slightly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree
131645,female,18.2,59,2008-02-18T15:31:45Z,2008-02-18T15:33:41Z,strongly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly agree,strongly disagree,strongly disagree,slightly agree,strongly agree,slightly agree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,slightly disagree,strongly agree,slightly disagree,strongly disagree,slightly disagree,strongly agree,slightly agree,slightly disagree
131665,male,18.6,60,2008-02-18T15:32:22Z,2008-02-18T15:35:45Z,slightly agree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly agree
131673,female,20.4,61,2008-02-18T15:33:43Z,2008-02-18T15:36:11Z,strongly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly disagree,slightly disagree,strongly agree,strongly disagree,strongly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree
131655,female,18,62,2008-02-18T15:34:13Z,2008-02-18T15:36:51Z,slightly agree,strongly disagree,strongly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,strongly agree,slightly disagree,slightly agree,slightly agree,slightly agree
131648,male,18.9,63,2008-02-18T15:40:10Z,2008-02-18T15:41:58Z,slightly disagree,strongly disagree,slightly agree,strongly disagree,slightly agree,strongly disagree,strongly agree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly agree,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly disagree
131666,male,21.3,64,2008-02-18T15:39:44Z,2008-02-18T15:42:14Z,strongly agree,strongly disagree,slightly agree,strongly disagree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly agree,slightly agree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly agree,strongly disagree,slightly disagree,slightly agree,strongly disagree,slightly agree
131651,male,19.9,65,2008-02-18T15:40:52Z,2008-02-18T15:42:53Z,strongly agree,strongly agree,slightly disagree,slightly agree,strongly agree,strongly agree,strongly disagree,strongly agree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,slightly agree,slightly disagree,strongly agree,slightly agree,slightly agree,strongly disagree,strongly disagree,strongly agree,slightly agree,slightly disagree,strongly agree,strongly disagree
131657,female,19.8,66,2008-02-18T15:41:49Z,2008-02-18T15:43:54Z,strongly agree,strongly disagree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,strongly agree,strongly agree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly agree,slightly disagree,strongly agree,strongly disagree,slightly agree,strongly disagree,slightly disagree,strongly agree
131644,female,18.4,67,2008-02-18T15:41:59Z,2008-02-18T15:44:49Z,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,slightly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly disagree,slightly disagree
131649,male,19.4,68,2008-02-18T15:42:25Z,2008-02-18T15:44:50Z,slightly agree,slightly agree,strongly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,slightly agree,slightly disagree,strongly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree
131652,male,19,69,2008-02-18T15:44:25Z,2008-02-18T15:46:43Z,slightly disagree,slightly agree,slightly disagree,strongly disagree,slightly agree,slightly agree,strongly disagree,strongly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly agree,slightly disagree,slightly agree,strongly disagree,slightly agree,strongly agree,strongly disagree,slightly agree,strongly agree,slightly disagree,slightly disagree
108708,male,18.3,70,2008-02-18T15:46:20Z,2008-02-18T15:48:43Z,slightly agree,strongly disagree,strongly agree,strongly disagree,slightly agree,strongly disagree,slightly agree,slightly agree,slightly agree,slightly disagree,slightly agree,slightly agree,strongly disagree,strongly agree,slightly disagree,strongly disagree,strongly agree,strongly disagree,slightly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,slightly agree,slightly disagree
131669,male,21.4,71,2008-02-18T15:50:04Z,2008-02-18T15:53:27Z,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,strongly agree,strongly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly disagree,slightly disagree,strongly agree
131668,female,49.6,72,2008-02-18T15:51:15Z,2008-02-18T15:53:45Z,slightly disagree,strongly disagree,slightly disagree,slightly disagree,slightly agree,slightly disagree,strongly disagree,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,slightly agree,slightly disagree,slightly disagree,slightly disagree,strongly disagree,strongly agree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly disagree
131659,male,19.3,73,2008-02-18T15:53:40Z,2008-02-18T15:57:01Z,strongly agree,slightly disagree,slightly agree,strongly disagree,slightly disagree,strongly agree,slightly disagree,strongly agree,strongly disagree,slightly disagree,slightly disagree,strongly disagree,slightly agree,strongly agree,slightly disagree,slightly disagree,strongly disagree,slightly disagree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly agree,slightly disagree
131672,male,NA,74,2008-02-18T15:57:12Z,2008-02-18T15:59:49Z,strongly agree,strongly disagree,strongly agree,strongly disagree,slightly disagree,slightly agree,slightly agree,strongly agree,strongly agree,strongly agree,strongly agree,strongly agree,slightly disagree,strongly agree,strongly agree,slightly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly disagree
