region,stim_id,aggressive,attractive,caring,confident,dominant,emostable,intelligent,mean,responsible,sociable,trustworthy,unhappy,weird
Africa,LM-211,3.6222222222222222,4.065789473684211,5.640151515151516,4.758064516129032,4.671052631578948,5.578947368421052,5.513513513513513,3.8627450980392157,4.916666666666667,5.338235294117647,5.26530612244898,4.3023255813953485,4.1891891891891895
Africa,LM-214,4.344444444444444,4.9868421052631575,5.1893939393939394,5.838709677419355,5.368421052631579,6,6.135135135135135,4.3431372549019605,6.027777777777778,5.735294117647059,5.918367346938775,4.1395348837209305,3.864864864864865
Africa,LM-217,5.733333333333333,4.092105263157895,3.856060606060606,4.596774193548387,5.657894736842105,4.9868421052631575,5.202702702702703,5.598039215686274,5.277777777777778,4.661764705882353,4.551020408163265,5.244186046511628,5.45945945945946
Africa,LM-219,4.0777777777777775,5.302631578947368,5.833333333333333,6.629032258064516,5.697368421052632,6.605263157894737,5.851351351351352,3.5392156862745097,6.069444444444445,5.5588235294117645,6.387755102040816,3.3372093023255816,3.1486486486486487
Africa,LM-224,4.622222222222222,5,5.503787878787879,6.483870967741935,6.2894736842105265,5.315789473684211,5.486486486486487,4.323529411764706,6.166666666666667,5.338235294117647,5.520408163265306,4.290697674418604,4.77027027027027
Africa,LM-227,4.7,5.144736842105263,4.893939393939394,5.725806451612903,5.565789473684211,5.302631578947368,6.22972972972973,4.519607843137255,6.569444444444445,5.647058823529412,6.255102040816326,4.391472868217054,3.324324324324324
Africa,LM-231,4.6,4.7894736842105265,4.553030303030303,5.17741935483871,5.2631578947368425,4.7105263157894735,5.648648648648648,4.5,5.277777777777778,5.5,5.224489795918367,5.104651162790698,4.364864864864865
Africa,LM-241,4.333333333333333,4.026315789473684,5.261363636363637,4.870967741935484,4.855263157894737,5.5,5.77027027027027,3.911764705882353,5.583333333333333,5.3088235294117645,5.704081632653061,5.069767441860465,4.662162162162162
Africa,LM-243,4.633333333333334,4.802631578947368,4.363636363636363,4.967741935483871,5.5131578947368425,5.105263157894737,5.594594594594595,4.598039215686274,5.888888888888889,5.382352941176471,5.438775510204081,5.4186046511627906,3.310810810810811
Africa,LM-247,5.1,4.144736842105263,3.890151515151515,5.483870967741935,5.7894736842105265,5.157894736842105,6.094594594594595,4.852941176470588,5.5,5.073529411764706,5.387755102040816,5.162790697674419,3.9594594594594597
Africa,LM-250,5.144444444444445,4.565789473684211,5.003787878787879,5.967741935483871,5.447368421052632,5.2105263157894735,5.337837837837838,4.6568627450980395,5.180555555555555,5.617647058823529,5.23469387755102,4.825581395348837,3.945945945945946
Africa,LM-251,4.777777777777778,4.328947368421052,4.674242424242424,5.080645161290323,5.25,4.973684210526316,5.608108108108108,4.722222222222222,5.222222222222222,5.029411764705882,4.959183673469388,5.267441860465116,4.054054054054054
Africa,LM-252,5.155555555555556,4.184210526315789,4.446969696969697,4.693548387096774,5.644736842105263,5.4605263157894735,5.256756756756757,5.333333333333333,5.527777777777778,4.470588235294118,4.795918367346939,5.709302325581396,4.162162162162162
Africa,WF-007,4.377777777777778,4.605263157894737,5.223484848484849,5.564516129032258,4.684210526315789,5.657894736842105,5.824324324324325,4.578431372549019,6.194444444444445,5.882352941176471,5.622448979591836,4.1395348837209305,3.972972972972973
Africa,WF-012,4.833333333333333,6.078947368421052,5.507575757575758,5.983870967741935,5.592105263157895,5.605263157894737,5.283783783783784,4.450980392156863,6.263888888888889,5.6911764705882355,5.5,4.60077519379845,3.3513513513513513
Africa,WF-015,4.622222222222222,5.5394736842105265,5.4772727272727275,6.370967741935484,5.723684210526316,5.776315789473684,5.756756756756757,4.549019607843137,6.263888888888889,6.264705882352941,5.857142857142857,4.569767441860465,3.3378378378378377
Africa,WF-020,4.4,4.315789473684211,4.518939393939394,5.096774193548387,4.776315789473684,4.828947368421052,5.054054054054054,4.627450980392157,5.333333333333333,5.044117647058823,5.081632653061225,4.841085271317829,4.27027027027027
Africa,WF-030,4.088888888888889,4.0131578947368425,5.268939393939394,5.016129032258065,4.592105263157895,5.2894736842105265,5.216216216216216,4.284313725490196,5.722222222222222,4.632352941176471,5.459183673469388,5.162790697674419,4.22972972972973
Africa,WF-031,4.655555555555556,4.828947368421052,5.223484848484849,5.467741935483871,5.2368421052631575,5.25,5.621621621621622,4.372549019607843,5.513888888888889,5.382352941176471,5.540816326530612,4.875968992248062,3.7972972972972974
Africa,WF-205,4.844444444444444,5.381578947368421,4.875,6.483870967741935,5.776315789473684,5.328947368421052,5.635135135135135,5.53921568627451,6.402777777777778,5.411764705882353,5.36734693877551,4.6395348837209305,3.8513513513513513
Africa,WF-208,4.133333333333334,5.026315789473684,4.973484848484849,5.564516129032258,4.881578947368421,5.092105263157895,5.621621621621622,4.313725490196078,5.791666666666667,5.794117647058823,5.63265306122449,4.976744186046512,3.2567567567567566
Africa,WF-210,5.488888888888889,3.736842105263158,3.3181818181818183,4.532258064516129,5.5,4.592105263157895,4.513513513513513,6.421568627450981,5.069444444444445,4.132352941176471,4.244897959183674,5.39922480620155,5.027027027027027
Africa,WF-211,4.677777777777778,5.697368421052632,5.356060606060606,6.338709677419355,5.7894736842105265,5.447368421052632,5.945945945945946,4.411764705882353,5.847222222222222,5.75,5.8061224489795915,4.523255813953488,3.3513513513513513
Africa,WF-215,4.877777777777778,4.276315789473684,4.261363636363637,5.629032258064516,5.434210526315789,5.0131578947368425,4.797297297297297,5.549019607843137,4.902777777777778,4.573529411764706,4.826530612244898,4.558139534883721,4.743243243243243
Africa,WF-220,4.133333333333334,5.776315789473684,5.628787878787879,6.790322580645161,5.644736842105263,6.092105263157895,5.972972972972973,4.019607843137255,6.277777777777778,6.176470588235294,6.224489795918367,3.9302325581395348,2.581081081081081
Africa,WF-226,4.7444444444444445,3.973684210526316,4.7727272727272725,5.564516129032258,5.078947368421052,4.842105263157895,5.054054054054054,4.287581699346405,5.458333333333333,5.235294117647059,5.153061224489796,4.686046511627907,5.3108108108108105
Africa,WF-242,4,5.407894736842105,5.90530303030303,6.548387096774194,5.907894736842105,6.2894736842105265,6.297297297297297,3.9313725490196076,6.208333333333333,6.117647058823529,6.346938775510204,3.5930232558139537,2.9864864864864864
Africa,WF-252,5.322222222222222,4.947368421052632,4.412878787878788,6.516129032258065,5.342105263157895,5.631578947368421,5.45945945945946,5.607843137254902,5.944444444444445,5.279411764705882,4.948979591836735,4.945736434108527,4.081081081081081
Africa,WM-003,4.811111111111111,4.828947368421052,4.193181818181818,5.193548387096774,6.0131578947368425,5.171052631578948,5.1891891891891895,5.07516339869281,5.430555555555555,4.897058823529412,4.846938775510204,5.953488372093023,4.27027027027027
Africa,WM-009,5.066666666666666,4.907894736842105,4.859848484848484,6.112903225806452,5.7105263157894735,5.605263157894737,5.905405405405405,4.970588235294118,6.013888888888889,5.455882352941177,5.214285714285714,5.422480620155039,3.418918918918919
Africa,WM-016,5.522222222222222,4.407894736842105,4.109848484848484,5.580645161290323,6.0394736842105265,5.197368421052632,5.5675675675675675,5.862745098039215,5.833333333333333,4.735294117647059,4.887755102040816,5.488372093023256,4.243243243243243
Africa,WM-039,4.2555555555555555,3.460526315789474,4.125,4.661290322580645,4.2105263157894735,4.631578947368421,5.351351351351352,4.607843137254902,4.916666666666667,4.5588235294117645,4.285714285714286,5.255813953488372,5.013513513513513
Africa,WM-211,5.166666666666667,4.75,4.75,5.612903225806452,5.7105263157894735,5.065789473684211,5.513513513513513,5.379084967320262,5.819444444444445,4.8088235294117645,4.908163265306122,5.069767441860465,4.175675675675675
Africa,WM-213,4.5,4.407894736842105,5.242424242424242,5.661290322580645,5.644736842105263,5.828947368421052,5.95945945945946,4.303921568627451,5.763888888888889,6.102941176470588,5.244897959183674,4.0852713178294575,4.256756756756757
Africa,WM-216,5.311111111111111,4.328947368421052,4.446969696969697,4.629032258064516,5.171052631578948,4.631578947368421,5.202702702702703,5.196078431372549,5.347222222222222,4.764705882352941,4.683673469387755,5.906976744186046,4.972972972972973
Africa,WM-217,5.566666666666666,4.5,4.2272727272727275,5.306451612903226,4.921052631578948,5.2105263157894735,5.4324324324324325,5.480392156862745,4.694444444444445,4.397058823529412,4.530612244897959,5.313953488372093,4.608108108108108
Africa,WM-229,5.266666666666667,4.394736842105263,4.284090909090909,5.161290322580645,5.197368421052632,4.7894736842105265,5.554054054054054,5.46078431372549,5.416666666666667,4.485294117647059,5.010204081632653,5.4728682170542635,4.716216216216216
Africa,WM-236,4.344444444444444,3.1184210526315788,4.128787878787879,4.67741935483871,4.605263157894737,4.815789473684211,5.148648648648648,4.379084967320262,4.347222222222222,4.323529411764706,4.408163265306122,4.988372093023256,5.716216216216216
Africa,WM-237,4.811111111111111,4.157894736842105,4.318181818181818,5.064516129032258,5.447368421052632,4.5394736842105265,5.351351351351352,5.127450980392157,5.388888888888889,4.573529411764706,4.775510204081633,5.116279069767442,4.918918918918919
Africa,WM-242,5.2444444444444445,4.697368421052632,3.5643939393939394,6.064516129032258,5.947368421052632,5.0131578947368425,5.418918918918919,5.323529411764706,5.472222222222222,5.426470588235294,5.13265306122449,5.4186046511627906,3.891891891891892
Africa,WM-243,5.977777777777778,3.9078947368421053,3.632575757575758,5.612903225806452,5.868421052631579,4.25,4.364864864864865,6.3431372549019605,4.638888888888889,4.029411764705882,3.86734693877551,5.872093023255814,6.148648648648648
Africa,WM-244,5.311111111111111,4.434210526315789,4.715909090909091,5.838709677419355,5.881578947368421,5.434210526315789,5.4324324324324325,5.049019607843137,5.430555555555555,5.411764705882353,4.704081632653061,5.604651162790698,5.337837837837838
Africa,WM-256,5.5,4.328947368421052,4.53030303030303,5.306451612903226,5.671052631578948,5.342105263157895,5.27027027027027,5.245098039215686,5.583333333333333,4.779411764705882,4.581632653061225,5.290697674418604,4.5675675675675675
Asia,AF-203,3.5254237288135593,4.278846153846154,5.02054794520548,5.173611111111111,4.5636363636363635,5.818181818181818,4.9765625,3.607843137254902,5.587301587301587,5.069230769230769,5.631147540983607,4.1502732240437155,3.8469387755102042
Asia,AF-204,3.76271186440678,3.605769230769231,4.458904109589041,3.9722222222222223,4.1909090909090905,5.0181818181818185,4.359375,4.127450980392157,4.865079365079365,4.276923076923077,5.163934426229508,4.937158469945355,4.183673469387755
Asia,AF-205,4.279661016949152,4.6923076923076925,4.383561643835616,4.833333333333333,5.372727272727273,5.4363636363636365,5.21875,4.892156862745098,5.555555555555555,4.630769230769231,5.065573770491803,4.508196721311475,3.7448979591836733
