sub_id,word,ink,response,rt
S01,red,purple,purple,645.4030183403434
S01,red,purple,purple,645.4030183403434
S01,red,purple,purple,680.0518079468784
S01,red,purple,purple,680.0518079468784
S01,red,purple,purple,691.1879917813337
S01,red,purple,purple,691.1879917813337
S01,red,purple,purple,524.5437319161408
S01,red,purple,NA,NA
S01,red,green,green,664.2125823472143
S01,red,green,green,664.2125823472143
S01,red,green,red,771.8598036881931
S01,red,green,green,771.8598036881931
S01,red,green,green,645.9928719182135
S01,red,green,green,645.9928719182135
S01,red,green,NA,NA
S01,red,green,green,737.9181121035681
S01,red,green,green,566.9919905698192
S01,red,green,green,566.9919905698192
S01,red,red,red,659.3708332177996
S01,red,red,red,659.3708332177996
S01,red,red,NA,NA
S01,red,red,red,797.5210870189914
S01,red,red,red,654.4671239296354
S01,red,red,red,654.4671239296354
S01,red,red,red,675.862654407631
S01,red,red,red,675.862654407631
S01,red,red,red,590.3903681327497
S01,red,red,red,590.3903681327497
S01,red,brown,brown,721.5016723059572
S01,red,brown,brown,721.5016723059572
S01,red,brown,brown,627.5078681005523
S01,red,brown,brown,627.5078681005523
S01,red,brown,brown,783.0531071380273
S01,red,brown,brown,783.0531071380273
S01,red,brown,red,731.7523113820642
S01,red,brown,brown,731.7523113820642
S01,red,brown,brown,639.3010329147634
S01,red,brown,brown,639.3010329147634
S01,brown,blue,blue,886.3588867749783
S01,brown,blue,blue,886.3588867749783
S01,brown,blue,NA,NA
S01,brown,blue,blue,625.3880778648667
S01,brown,blue,blue,693.452841528413
S01,brown,blue,blue,693.452841528413
S01,brown,blue,blue,627.9736977097672
S01,brown,blue,blue,627.9736977097672
S01,brown,blue,blue,696.8631331033889
S01,brown,blue,blue,696.8631331033889
S01,brown,purple,purple,807.7107589212677
S01,brown,purple,purple,807.7107589212677
S01,brown,purple,purple,612.530727125774
S01,brown,purple,purple,612.530727125774
S01,brown,purple,purple,593.1718004187197
S01,brown,purple,purple,593.1718004187197
S01,brown,purple,purple,729.7048601472168
S01,brown,purple,purple,729.7048601472168
S01,brown,purple,NA,NA
S01,brown,purple,purple,632.9935522049425
S01,brown,green,green,626.7139713678595
S01,brown,green,green,626.7139713678595
S01,brown,green,green,720.7015329687575
S01,brown,green,green,720.7015329687575
S01,brown,green,NA,NA
S01,brown,green,green,569.9344889995507
S01,brown,green,green,683.0770407563031
S01,brown,green,green,683.0770407563031
S01,brown,green,green,643.7968692559375
S01,brown,green,green,643.7968692559375
S01,brown,red,red,705.7776859653088
S01,brown,red,red,705.7776859653088
S01,brown,red,red,647.6996781788308
S01,brown,red,red,647.6996781788308
S01,brown,red,red,683.506467564272
S01,brown,red,red,683.506467564272
S01,brown,red,red,696.262288112818
S01,brown,red,red,696.262288112818
S01,brown,red,red,755.8908069610413
S01,brown,red,NA,NA
S01,brown,brown,brown,644.0571908331531
S01,brown,brown,brown,644.0571908331531
S01,brown,brown,NA,NA
S01,brown,brown,brown,739.8580097517308
S01,brown,brown,brown,582.9340157046447
S01,brown,brown,brown,582.9340157046447
S01,brown,brown,brown,505.98346146990053
S01,brown,brown,brown,505.98346146990053
S01,brown,brown,brown,617.033008491769
S01,brown,brown,brown,617.033008491769
S02,blue,blue,blue,369.9226113550604
S02,blue,blue,blue,369.9226113550604
S02,blue,blue,blue,414.3225267212276
S02,blue,blue,blue,414.3225267212276
S02,blue,blue,blue,427.1581713206617
S02,blue,blue,blue,427.1581713206617
S02,blue,blue,blue,341.08428989335505
S02,blue,blue,NA,NA
S02,blue,blue,blue,352.5016680955996
S02,blue,blue,blue,352.5016680955996
S02,blue,purple,purple,458.6067829547627
S02,blue,purple,NA,NA
S02,blue,purple,purple,473.67905403231305
S02,blue,purple,purple,473.67905403231305
S02,blue,purple,purple,489.27593528128403
S02,blue,purple,purple,489.27593528128403
S02,blue,purple,purple,572.235021866737
S02,blue,purple,purple,572.235021866737
S02,blue,purple,NA,NA
S02,blue,purple,purple,496.20534503980576
S02,blue,green,green,338.34317905850475
S02,blue,green,green,338.34317905850475
S02,blue,green,green,590.6382828535475
S02,blue,green,green,590.6382828535475
S02,blue,green,green,661.6379850795408
S02,blue,green,green,661.6379850795408
S02,blue,green,green,523.7339704224381
S02,blue,green,green,523.7339704224381
S02,blue,green,green,435.52754702145774
S02,blue,green,green,435.52754702145774
S02,blue,red,red,423.7796896495861
S02,blue,red,red,423.7796896495861
S02,blue,red,red,519.0617891238638
S02,blue,red,red,519.0617891238638
S02,blue,red,red,483.1597906119979
S02,blue,red,red,483.1597906119979
S02,blue,red,red,507.0404085420678
S02,blue,red,red,507.0404085420678
S02,blue,red,red,518.3519021236706
S02,blue,red,red,518.3519021236706
S02,blue,brown,brown,492.29214925023484
S02,blue,brown,brown,492.29214925023484
S02,blue,brown,brown,486.3557740576276
S02,blue,brown,brown,486.3557740576276
S02,blue,brown,brown,645.4185764275281
S02,blue,brown,blue,645.4185764275281
S02,blue,brown,brown,341.9413952343733
S02,blue,brown,brown,341.9413952343733
S02,blue,brown,brown,385.94077890146286
S02,blue,brown,brown,385.94077890146286
S02,purple,blue,blue,408.09053284228344
S02,purple,blue,blue,408.09053284228344
S02,purple,blue,blue,460.65075978854634
S02,purple,blue,blue,460.65075978854634
S02,purple,blue,blue,538.3271649379834
S02,purple,blue,blue,538.3271649379834
S02,purple,blue,blue,594.0113175540565
S02,purple,blue,blue,594.0113175540565
S02,purple,blue,blue,464.7926849604356
S02,purple,blue,blue,464.7926849604356
S02,purple,purple,NA,NA
S02,purple,purple,NA,NA
S02,purple,purple,NA,NA
S02,purple,purple,purple,484.81214762352624
S02,purple,purple,purple,476.43610735669256
S02,purple,purple,purple,476.43610735669256
S02,purple,purple,purple,494.41617229198823
S02,purple,purple,purple,494.41617229198823
S02,purple,purple,purple,360.6494941149071
S02,purple,purple,purple,360.6494941149071
S02,purple,green,green,450.84157743457286
S02,purple,green,green,450.84157743457286
S02,purple,green,green,425.00668218271346
S02,purple,green,green,425.00668218271346
S02,purple,green,green,512.1216706988016
S02,purple,green,green,512.1216706988016
S02,purple,green,green,397.0672188424435
S02,purple,green,green,397.0672188424435
S02,purple,green,green,532.0533232486312
S02,purple,green,green,532.0533232486312
S02,purple,red,red,499.83411967981954
S02,purple,red,red,499.83411967981954
S02,purple,red,red,530.3441545597959
S02,purple,red,red,530.3441545597959
S02,purple,red,red,436.76798865271417
S02,purple,red,red,436.76798865271417
S02,purple,red,purple,426.2068899153654
S02,purple,red,red,426.2068899153654
S02,purple,red,red,458.1758738579896
S02,purple,red,red,458.1758738579896
S02,purple,brown,brown,513.5456937895325
S02,purple,brown,purple,513.5456937895325
S02,purple,brown,brown,466.47643705343
S02,purple,brown,brown,466.47643705343
S02,purple,brown,brown,449.3478992285546
S02,purple,brown,brown,449.3478992285546
S02,purple,brown,brown,655.0177607105501
S02,purple,brown,brown,655.0177607105501
S02,purple,brown,brown,486.86548257323193
S02,purple,brown,brown,486.86548257323193
S02,green,blue,blue,582.9711159587011
S02,green,blue,blue,582.9711159587011
S02,green,blue,blue,451.2097315934942
S02,green,blue,blue,451.2097315934942
S02,green,blue,blue,580.3440497371337
S02,green,blue,blue,580.3440497371337
S02,green,blue,blue,580.433748699938
S02,green,blue,blue,580.433748699938
S02,green,blue,blue,508.1828160535473
S02,green,blue,blue,508.1828160535473
S02,green,purple,purple,512.2399805498748
S02,green,purple,purple,512.2399805498748
S02,green,purple,purple,577.7342301710689
S02,green,purple,purple,577.7342301710689
S02,green,purple,purple,561.6889626291531
S02,green,purple,purple,561.6889626291531
S02,green,purple,purple,377.2952714848184
S02,green,purple,purple,377.2952714848184
S02,green,purple,purple,416.12756506543576
S02,green,purple,purple,416.12756506543576
S02,green,green,green,474.7692365409763
S02,green,green,green,474.7692365409763
S02,green,green,green,453.03834347697875
S02,green,green,green,453.03834347697875
S02,green,green,green,426.8962429360992
S02,green,green,green,426.8962429360992
S02,green,green,green,402.07989087583394
S02,green,green,green,402.07989087583394
S02,green,green,green,475.98494342097
S02,green,green,green,475.98494342097
S02,green,red,red,481.01828815709564
S02,green,red,red,481.01828815709564
S02,green,red,NA,NA
S02,green,red,red,449.37706943490775
S02,green,red,green,555.7142316103564
S02,green,red,red,555.7142316103564
S02,green,red,red,491.71477933166966
S02,green,red,red,491.71477933166966
S02,green,red,red,470.21206845065115
S02,green,red,red,470.21206845065115
S02,green,brown,brown,615.1246925853004
S02,green,brown,brown,615.1246925853004
S02,green,brown,brown,450.1798161791745
S02,green,brown,brown,450.1798161791745
S02,green,brown,brown,408.6344507863084
S02,green,brown,brown,408.6344507863084
S02,green,brown,brown,482.7150099551832
S02,green,brown,brown,482.7150099551832
S02,green,brown,brown,426.90651682652356
S02,green,brown,brown,426.90651682652356
S02,red,blue,blue,517.7125381138699
S02,red,blue,blue,517.7125381138699
S02,red,blue,blue,442.01950347407757
S02,red,blue,blue,442.01950347407757
S02,red,blue,blue,482.09101049725587
S02,red,blue,blue,482.09101049725587
S02,red,blue,blue,388.96286762617535
S02,red,blue,blue,388.96286762617535
S02,red,blue,blue,398.73140457829146
S02,red,blue,blue,398.73140457829146
S02,red,purple,purple,460.94504070022106
S02,red,purple,purple,460.94504070022106
S02,red,purple,purple,501.3681488202151
S02,red,purple,purple,501.3681488202151
S02,red,purple,purple,457.26878586647774
S02,red,purple,purple,457.26878586647774
S02,red,purple,NA,NA
S02,red,purple,purple,554.2882640268691
S02,red,purple,purple,484.4812924854532
S02,red,purple,purple,484.4812924854532
S02,red,green,green,437.6955511671258
S02,red,green,green,437.6955511671258
S02,red,green,red,443.2208918182023
S02,red,green,green,443.2208918182023
S02,red,green,green,372.8622043227193
S02,red,green,green,372.8622043227193
S02,red,green,green,520.4670523596111
S02,red,green,green,520.4670523596111
S02,red,green,green,512.2693305459607
S02,red,green,green,512.2693305459607
S02,red,red,red,321.87782291568925
S02,red,red,red,321.87782291568925
S02,red,red,red,270.7882612323684
S02,red,red,red,270.7882612323684
S02,red,red,red,334.66678739363095
S02,red,red,red,334.66678739363095
S02,red,red,red,494.0981727683886
S02,red,red,red,494.0981727683886
S02,red,red,red,387.84528104608285
S02,red,red,red,387.84528104608285
S02,red,brown,brown,570.9047679921737
S02,red,brown,brown,570.9047679921737
S02,red,brown,brown,584.7641448876377
S02,red,brown,red,584.7641448876377
S02,red,brown,NA,NA
S02,red,brown,brown,456.57443959105035
S02,red,brown,brown,459.5868133428404
S02,red,brown,brown,459.5868133428404
S02,red,brown,brown,484.77340126042327
S02,red,brown,brown,484.77340126042327
S02,brown,blue,blue,480.2152131939557
S02,brown,blue,blue,480.2152131939557
S02,brown,blue,blue,558.5960150393504
S02,brown,blue,blue,558.5960150393504
S02,brown,blue,blue,455.97954034618465
S02,brown,blue,NA,NA
S02,brown,blue,blue,463.8752779844973
S02,brown,blue,NA,NA
S02,brown,blue,blue,485.5361389870179
S02,brown,blue,blue,485.5361389870179
S02,brown,purple,purple,407.1539859057517
S02,brown,purple,NA,NA
S02,brown,purple,purple,485.9758727801651
S02,brown,purple,purple,485.9758727801651
S02,brown,purple,purple,448.2636555362074
S02,brown,purple,purple,448.2636555362074
S02,brown,purple,purple,493.3495025133903
S02,brown,purple,purple,493.3495025133903
S02,brown,purple,purple,588.6442593867458
S02,brown,purple,purple,588.6442593867458
S02,brown,green,green,424.6659344905454
S02,brown,green,green,424.6659344905454
S02,brown,green,green,533.9725722769201
S02,brown,green,green,533.9725722769201
S02,brown,green,green,445.4879056718284
S02,brown,green,green,445.4879056718284
S02,brown,green,green,494.6737242065502
S02,brown,green,green,494.6737242065502
S02,brown,green,green,536.8888020605705
S02,brown,green,green,536.8888020605705
S02,brown,red,red,460.9225929166977
S02,brown,red,red,460.9225929166977
S02,brown,red,red,480.92606846107776
S02,brown,red,red,480.92606846107776
S02,brown,red,red,722.2377293215753
S02,brown,red,red,722.2377293215753
S02,brown,red,red,376.4296182061541
S02,brown,red,red,376.4296182061541
S02,brown,red,NA,NA
S02,brown,red,red,367.87518061030755
S02,brown,brown,brown,490.63458301772187
S02,brown,brown,brown,490.63458301772187
S02,brown,brown,brown,381.52130179453013
S02,brown,brown,brown,381.52130179453013
S02,brown,brown,brown,429.8748201935073
S02,brown,brown,brown,429.8748201935073
S02,brown,brown,brown,408.91302304311114
S02,brown,brown,brown,408.91302304311114
S02,brown,brown,brown,450.01318481569274
S02,brown,brown,brown,450.01318481569274
S03,blue,blue,blue,483.7327622029512
S03,blue,blue,blue,483.7327622029512
S03,blue,blue,blue,481.73715414793014
S03,blue,blue,blue,481.73715414793014
S03,blue,blue,blue,670.4118966917407
S03,blue,blue,blue,670.4118966917407
S03,blue,blue,blue,677.6517310094033
S03,blue,blue,blue,677.6517310094033
S03,blue,blue,blue,528.1599059581486
S03,blue,blue,blue,528.1599059581486
S03,blue,purple,purple,606.225777892596
S03,blue,purple,purple,606.225777892596
S03,blue,purple,purple,529.0732344347934
S03,blue,purple,purple,529.0732344347934
S03,blue,purple,purple,535.7266551678983
S03,blue,purple,purple,535.7266551678983
S03,blue,purple,NA,NA
S03,blue,purple,purple,686.8151550442642
S03,blue,purple,purple,620.5781583385512
S03,blue,purple,purple,620.5781583385512
S03,blue,green,green,561.351417739788
S03,blue,green,green,561.351417739788
S03,blue,green,green,584.8806289050665
S03,blue,green,green,584.8806289050665
S03,blue,green,green,679.2768816650729
S03,blue,green,green,679.2768816650729
S03,blue,green,green,599.1761976573409
S03,blue,green,green,599.1761976573409
S03,blue,green,green,690.262459156015
S03,blue,green,green,690.262459156015
S03,blue,red,red,764.5097828758668
S03,blue,red,red,764.5097828758668
S03,blue,red,red,506.80567378095395
S03,blue,red,red,506.80567378095395
S03,blue,red,red,588.5594396661648
S03,blue,red,red,588.5594396661648
S03,blue,red,red,655.0488582432835
S03,blue,red,red,655.0488582432835
S03,blue,red,red,657.4567212692405
S03,blue,red,red,657.4567212692405
S03,blue,brown,brown,698.0404110442618
S03,blue,brown,brown,698.0404110442618
S03,blue,brown,NA,NA
S03,blue,brown,brown,679.7125547727767
S03,blue,brown,brown,748.8646425681612
S03,blue,brown,brown,748.8646425681612
S03,blue,brown,brown,745.6921912319658
S03,blue,brown,brown,745.6921912319658
S03,blue,brown,brown,584.3809838794058
S03,blue,brown,brown,584.3809838794058
S03,purple,blue,blue,631.0152076095029
S03,purple,blue,blue,631.0152076095029
S03,purple,blue,blue,716.0038577585834
S03,purple,blue,blue,716.0038577585834
S03,purple,blue,blue,661.3785654216689
S03,purple,blue,blue,661.3785654216689
S03,purple,blue,blue,787.481511250213
S03,purple,blue,blue,787.481511250213
S03,purple,blue,blue,626.8376809564145
S03,purple,blue,blue,626.8376809564145
S03,purple,purple,purple,487.8835895842858
S03,purple,purple,purple,487.8835895842858
S03,purple,purple,purple,552.9194753400739
S03,purple,purple,purple,552.9194753400739
S03,purple,purple,purple,681.0735596322468
S03,purple,purple,NA,NA
S03,purple,purple,purple,587.2018988512685
S03,purple,purple,purple,587.2018988512685
S03,purple,purple,purple,576.2962919072256
S03,purple,purple,purple,576.2962919072256
S03,purple,green,green,623.9631456058372
S03,purple,green,green,623.9631456058372
S03,purple,green,green,596.948535641994
S03,purple,green,green,596.948535641994
S03,purple,green,green,713.4023320333503
S03,purple,green,green,713.4023320333503
S03,purple,green,green,711.5832131380275
S03,purple,green,green,711.5832131380275
S03,purple,green,green,635.2431577486341
S03,purple,green,green,635.2431577486341
S03,purple,red,red,603.7079064325454
S03,purple,red,red,603.7079064325454
S03,purple,red,red,608.1245042954837
S03,purple,red,red,608.1245042954837
S03,purple,red,red,609.2050681371645
S03,purple,red,NA,NA
S03,purple,red,NA,NA
S03,purple,red,red,751.6359328909308
S03,purple,red,red,595.1537092631384
S03,purple,red,red,595.1537092631384
S03,purple,brown,brown,650.9002348332778
S03,purple,brown,brown,650.9002348332778
S03,purple,brown,brown,626.4969749814034
S03,purple,brown,brown,626.4969749814034
S03,purple,brown,brown,638.7641822101722
S03,purple,brown,brown,638.7641822101722
S03,purple,brown,brown,641.4042640314982
S03,purple,brown,brown,641.4042640314982
S03,purple,brown,brown,647.1456286459418
S03,purple,brown,brown,647.1456286459418
S03,green,blue,blue,710.5593326524106
S03,green,blue,blue,710.5593326524106
S03,green,blue,blue,695.5534045156369
S03,green,blue,blue,695.5534045156369
S03,green,blue,blue,765.4394928562353
S03,green,blue,blue,765.4394928562353
S03,green,blue,blue,676.6189108872339
S03,green,blue,blue,676.6189108872339
S03,green,blue,blue,656.2989531285796
S03,green,blue,blue,656.2989531285796
S03,green,purple,purple,660.3632626483277
S03,green,purple,purple,660.3632626483277
S03,green,purple,purple,664.6831442911497
S03,green,purple,purple,664.6831442911497
S03,green,purple,purple,750.0512389656648
S03,green,purple,purple,750.0512389656648
S03,green,purple,purple,660.7211565955333
S03,green,purple,purple,660.7211565955333
S03,green,purple,purple,628.7954571273345
S03,green,purple,purple,628.7954571273345
S03,green,green,green,611.5308277388583
S03,green,green,green,611.5308277388583
S03,green,green,NA,NA
S03,green,green,green,849.7228098325621
S03,green,green,green,637.4638243690499
S03,green,green,green,637.4638243690499
S03,green,green,green,646.6794416433588
S03,green,green,green,646.6794416433588
S03,green,green,green,661.6650583291869
S03,green,green,green,661.6650583291869
S03,green,red,red,539.5070371978439
S03,green,red,red,539.5070371978439
S03,green,red,red,572.3991759686199
S03,green,red,red,572.3991759686199
S03,green,red,red,550.329242734777
S03,green,red,red,550.329242734777
S03,green,red,red,624.0841474917534
S03,green,red,red,624.0841474917534
S03,green,red,red,691.8936807592385
S03,green,red,red,691.8936807592385
S03,green,brown,brown,549.5292817733829
S03,green,brown,brown,549.5292817733829
S03,green,brown,brown,571.2592770702752
S03,green,brown,brown,571.2592770702752
S03,green,brown,brown,564.2163566314305
S03,green,brown,green,564.2163566314305
S03,green,brown,brown,681.8851972098792
S03,green,brown,brown,681.8851972098792
S03,green,brown,brown,592.8271660812991
S03,green,brown,brown,592.8271660812991
S03,red,blue,blue,625.9184177055834
S03,red,blue,blue,625.9184177055834
S03,red,blue,blue,602.6522047683868
S03,red,blue,blue,602.6522047683868
S03,red,blue,blue,608.8931941447726
S03,red,blue,blue,608.8931941447726
S03,red,blue,blue,696.324900644925
S03,red,blue,blue,696.324900644925
S03,red,blue,blue,591.3316611571795
S03,red,blue,blue,591.3316611571795
S03,red,purple,purple,702.195389062466
S03,red,purple,purple,702.195389062466
S03,red,purple,purple,579.6726440594442
S03,red,purple,purple,579.6726440594442
S03,red,purple,NA,NA
S03,red,purple,purple,632.8203729711556
S03,red,purple,purple,766.7268921792986
S03,red,purple,purple,766.7268921792986
S03,red,purple,purple,768.0364446232669
S03,red,purple,purple,768.0364446232669
S03,red,green,green,579.3050214361714
S03,red,green,green,579.3050214361714
S03,red,green,green,545.7645464015769
S03,red,green,green,545.7645464015769
S03,red,green,green,668.9636264089547
S03,red,green,NA,NA
S03,red,green,green,672.1706738954391
S03,red,green,green,672.1706738954391
S03,red,green,green,680.8338755946581
S03,red,green,green,680.8338755946581
S03,red,red,red,665.622597431942
S03,red,red,red,665.622597431942
S03,red,red,red,665.2352234507358
S03,red,red,red,665.2352234507358
S03,red,red,red,599.9966875618734
S03,red,red,red,599.9966875618734
S03,red,red,red,674.895282746053
S03,red,red,red,674.895282746053
S03,red,red,red,703.1881473673926
S03,red,red,red,703.1881473673926
S03,red,brown,brown,712.5756212980334
S03,red,brown,brown,712.5756212980334
S03,red,brown,brown,578.6323324926171
S03,red,brown,red,578.6323324926171
S03,red,brown,brown,703.8230131048268
S03,red,brown,brown,703.8230131048268
S03,red,brown,brown,596.0568486000601
S03,red,brown,brown,596.0568486000601
S03,red,brown,brown,722.5904398683482
S03,red,brown,brown,722.5904398683482
S03,brown,blue,blue,601.8328902992625
S03,brown,blue,blue,601.8328902992625
S03,brown,blue,blue,775.0512999347932
S03,brown,blue,blue,775.0512999347932
S03,brown,blue,NA,NA
S03,brown,blue,NA,NA
S03,brown,blue,blue,620.9672264418583
S03,brown,blue,blue,620.9672264418583
S03,brown,blue,blue,754.3746269232793
S03,brown,blue,blue,754.3746269232793
S03,brown,purple,NA,NA
S03,brown,purple,purple,576.0783626494759
S03,brown,purple,purple,664.9669943112528
S03,brown,purple,purple,664.9669943112528
S03,brown,purple,purple,674.2380072141736
S03,brown,purple,purple,674.2380072141736
S03,brown,purple,purple,626.5505837437197
S03,brown,purple,purple,626.5505837437197
S03,brown,purple,purple,624.0250455928424
S03,brown,purple,purple,624.0250455928424
S03,brown,green,green,580.0562575063296
S03,brown,green,green,580.0562575063296
S03,brown,green,green,617.7672678133063
S03,brown,green,green,617.7672678133063
S03,brown,green,green,455.26081595466815
S03,brown,green,green,455.26081595466815
S03,brown,green,green,673.776749882128
S03,brown,green,green,673.776749882128
S03,brown,green,green,533.5804581011262
S03,brown,green,green,533.5804581011262
S03,brown,red,red,614.5616124373622
S03,brown,red,red,614.5616124373622
S03,brown,red,NA,NA
S03,brown,red,red,660.2708784472212
S03,brown,red,red,685.7675159724432
S03,brown,red,red,685.7675159724432
S03,brown,red,red,592.9847663226724
S03,brown,red,red,592.9847663226724
S03,brown,red,red,550.5714501740998
S03,brown,red,red,550.5714501740998
S03,brown,brown,brown,632.5329292310356
S03,brown,brown,brown,632.5329292310356
S03,brown,brown,brown,532.1830252752094
S03,brown,brown,brown,532.1830252752094
S03,brown,brown,NA,NA
S03,brown,brown,brown,607.728988467713
S03,brown,brown,brown,530.7566226834365
S03,brown,brown,brown,530.7566226834365
S03,brown,brown,brown,686.5265236448327
S03,brown,brown,brown,686.5265236448327
S04,blue,blue,NA,NA
S04,blue,blue,NA,NA
S04,blue,blue,blue,544.739448030775
S04,blue,blue,blue,544.739448030775
S04,blue,blue,blue,688.9030719608952
S04,blue,blue,blue,688.9030719608952
S04,blue,blue,blue,635.0044670700083
S04,blue,blue,blue,635.0044670700083
