user_id,sex,birthday
1007,female,1975-05-03
1008,male,1983-04-19
1011,male,1979-04-01
1013,male,1975-05-26
1014,male,1974-09-14
1016,female,1975-09-22
1017,female,1976-05-24
1018,female,1975-06-22
1019,female,1970-11-27
1022,female,1963-08-26
1023,male,1967-07-16
1025,male,1963-01-12
1026,female,1979-10-28
1031,male,1958-11-11
1032,female,1978-05-20
1036,female,1981-07-07
1037,female,1978-07-23
1040,male,1982-01-20
1041,female,1976-11-11
1042,male,1979-01-19
1045,female,1982-05-05
1049,male,1981-10-10
1052,male,1963-01-19
1060,female,1980-08-06
1063,female,1981-12-15
1065,female,1989-05-01
1069,male,1964-10-11
1073,male,1981-03-18
1080,female,1955-03-11
1083,male,1968-08-16
1086,male,1979-09-30
1089,male,1972-06-12
1090,female,1968-12-05
1091,female,1996-08-12
1098,male,1979-08-29
1099,female,1982-01-07
1101,female,1980-07-04
1104,female,1985-09-18
1111,female,1957-03-28
1126,male,1983-03-24
1128,male,1969-06-02
1148,male,1983-07-09
1152,male,1983-11-25
1156,female,1971-05-27
1158,male,1980-03-09
1160,male,1980-06-04
1162,female,1985-04-24
1169,female,1985-01-03
1170,male,1979-09-07
1171,female,1976-06-28
1178,female,1977-05-08
1179,male,1967-12-29
1182,male,1982-08-06
1184,female,1982-10-09
1186,female,1983-06-08
1187,female,1972-07-11
1192,female,1986-07-15
1193,female,1986-01-30
1197,female,1984-11-17
1199,female,1982-07-23
1207,female,1985-08-26
1213,male,1982-12-18
1214,female,1985-04-04
1215,male,1980-02-05
1221,female,1985-09-23
1225,male,1986-04-08
1228,female,1986-04-14
1233,female,1974-07-30
1258,male,1973-06-06
1259,male,1986-04-11
1283,female,1986-12-09
1285,female,1986-08-17
1287,male,1986-08-06
1292,male,1987-01-03
1297,female,1986-04-22
1303,male,1986-03-01
1322,female,1972-09-07
1330,female,1985-10-10
1331,female,1987-06-10
1332,female,1986-11-10
1336,female,1982-01-08
1353,male,1982-11-23
1362,female,1953-02-16
1365,female,1979-01-10
1367,male,1977-10-24
1378,female,1977-09-06
1386,male,1977-02-20
1411,male,1963-06-15
1436,female,1987-07-03
1479,male,1966-07-24
1482,female,1967-09-07
1490,female,1987-04-24
1494,male,1981-01-29
1531,male,NA
1556,female,1988-05-25
1557,female,1984-05-01
1567,male,1979-09-24
1584,female,1981-04-11
1598,male,1971-03-13
1611,female,1972-06-22
1634,female,1988-01-14
1637,female,1975-01-27
1646,male,1966-01-27
1651,female,1979-05-11
1661,female,1964-09-19
1663,female,1975-10-17
1679,male,1984-05-10
1683,male,1982-12-06
1690,female,1970-07-30
1696,female,NA
1697,male,1983-09-13
1698,female,1950-10-10
1702,male,1966-06-28
1704,male,1974-03-18
1708,male,1973-07-24
1711,male,1967-12-15
1719,female,1979-01-28
1727,male,1982-07-10
1731,male,1951-12-12
1743,male,1967-05-06
1745,male,1963-12-22
1752,female,1982-07-31
1758,male,1979-09-27
1759,female,1982-06-23
1769,female,1965-02-19
1770,female,1977-12-05
1778,female,1966-12-31
1802,female,1978-06-13
1809,female,1990-04-21
1815,female,1981-05-28
1822,female,1981-10-14
1830,male,1977-08-05
1844,male,1987-07-29
1858,male,1977-07-01
1859,female,1981-03-08
1871,female,1985-09-05
1873,male,NA
1890,male,1959-09-09
1895,female,1974-12-29
1897,male,NA
1936,female,1975-03-31
1953,male,1987-05-15
1956,female,1984-12-25
1960,male,1982-07-05
1962,female,1982-05-20
1971,female,1975-12-31
1973,female,1970-04-16
1982,female,NA
1995,NA,1963-12-29
2000,NA,NA
2003,female,1971-05-12
2006,NA,NA
2009,female,1987-09-28
2010,female,1977-11-11
2015,male,1968-03-14
2028,female,1986-12-04
2029,female,1983-09-02
2035,female,1976-08-27
2043,male,1977-02-04
2046,female,1974-05-10
2047,female,1978-08-19
2060,female,1993-10-27
2062,female,1984-03-24
2081,male,1972-11-22
2083,female,1984-04-02
2094,male,1986-10-16
2098,male,1975-07-23
2100,male,1981-05-07
2107,female,1977-02-25
2110,male,1977-03-31
2118,female,1985-12-14
2132,female,1974-10-15
2134,female,1983-03-19
2138,male,1978-02-10
2142,female,1986-10-27
2153,female,1983-08-09
2154,female,1985-01-18
2158,female,1986-10-02
2160,female,1979-09-12
2163,female,1990-10-16
2170,male,1988-02-20
2176,female,1984-12-20
2179,male,1981-07-05
2190,female,1985-03-24
2195,female,1987-07-22
2200,female,1980-10-11
2202,female,1991-06-12
2210,female,1984-07-03
2211,male,1980-11-07
2213,female,1982-10-06
2218,male,1971-11-18
2220,male,1971-05-26
2226,female,1983-09-27
2229,female,1980-09-29
2230,female,1980-04-18
2237,female,1982-12-29
2243,female,1982-05-06
2264,female,1975-01-03
2270,male,1984-12-30
2274,male,1985-05-03
2277,female,1982-11-26
2279,female,1984-09-06
2281,female,1983-02-28
2291,female,1985-12-31
2297,female,1984-11-04
2298,female,1986-07-21
2310,female,1972-01-06
2311,male,1982-10-11
2317,male,1970-01-01
2318,female,1987-03-07
2323,male,1983-02-23
2335,male,1983-04-19
2338,female,1973-08-06
2345,male,1955-11-07
2353,female,NA
2357,female,1982-11-19
2360,male,1961-06-28
2373,female,1982-11-06
2381,male,1980-05-27
2389,female,1981-03-26
2390,male,1982-01-29
2394,male,1981-12-06
2395,male,1974-09-30
2399,male,1975-11-11
2401,male,1966-08-29
2405,male,1971-06-12
2406,male,1985-01-29
2408,male,1973-11-27
2410,male,1976-04-28
2412,female,1987-02-15
2415,male,1984-07-15
2416,male,1978-11-14
2419,male,1971-03-23
2422,male,1986-03-03
2428,male,1977-05-25
2431,female,1968-02-10
2433,female,1980-02-02
2435,male,1946-02-02
2436,male,1985-07-14
2437,female,1984-06-07
2452,female,1988-07-08
2467,female,1986-08-04
2469,male,1957-09-07
2470,female,1984-08-22
2476,male,1976-12-28
2501,female,1979-06-20
2505,female,NA
2513,female,1974-02-25
2517,female,1984-01-18
2518,female,1985-04-12
2519,male,1961-02-25
2530,female,1976-12-09
2532,female,1988-10-18
2535,male,1955-09-28
2543,female,1984-08-19
2544,male,1987-12-30
2558,female,1987-09-21
2569,male,1986-11-04
2580,female,1984-04-08
2583,female,1987-11-24
2600,male,1983-03-19
2610,female,NA
2621,male,1986-03-31
2630,female,1982-06-04
2635,female,1960-02-13
2637,male,1972-04-14
2639,female,NA
2641,female,1988-06-24
2643,male,1969-07-07
2645,male,1975-09-30
2646,female,1981-11-08
2655,male,1984-08-07
2662,female,1984-11-15
2666,female,1968-10-08
2675,female,1986-08-24
2676,male,1973-12-19
2678,female,NA
2681,female,NA
2687,male,1984-08-24
2689,male,1993-04-01
2708,NA,NA
2718,female,1982-04-06
2721,female,1983-10-25
2726,female,1985-10-11
2729,female,NA
2740,male,1982-04-13
2742,male,NA
2744,male,1986-05-08
2751,male,1980-07-11
2755,male,1979-08-20
2760,male,1964-11-14
2761,female,1979-08-03
2762,female,1964-06-17
2763,male,1959-09-17
2764,female,1982-05-03
2768,male,1950-02-14
2772,female,1981-02-23
2775,female,1969-04-19
2777,female,1987-06-05
2840,male,1979-05-09
2875,female,1988-05-14
2878,male,1985-07-07
2880,female,1986-05-05
2883,female,1981-08-08
2895,male,1983-08-30
2897,female,1979-06-06
2915,female,1980-06-04
2918,female,1980-03-04
2921,female,1989-11-15
2926,female,1986-10-26
2930,male,1978-08-23
2938,female,1986-10-23
2941,male,1981-01-20
2955,male,1989-03-07
2968,male,1971-05-21
2982,female,1977-04-07
2990,female,1980-02-21
2991,male,1980-08-11
3002,female,1971-02-06
3009,male,1985-12-17
3010,male,1989-03-01
3012,male,1982-02-02
3013,female,1985-02-06
3043,male,1979-06-07
3053,female,1971-03-10
3065,female,NA
3068,female,NA
3083,female,1980-05-25
3087,female,1983-01-04
3090,female,1988-01-09
3102,female,1976-02-23
3110,female,1985-03-05
3116,female,1986-10-24
3126,male,1988-09-12
3138,male,NA
3140,female,NA
3145,female,1967-01-03
3157,female,NA
3159,female,1946-04-04
3161,male,1985-05-02
3162,male,1967-12-24
3166,male,1973-10-08
3169,NA,NA
3181,female,1983-06-25
3184,male,1973-09-18
3187,male,1980-02-28
3191,female,1988-02-24
3193,female,1987-07-18
3197,female,1988-06-11
3202,male,1980-08-22
3206,male,1963-11-24
3208,female,1968-08-06
3209,male,1976-10-22
3213,male,1988-02-02
3220,male,1950-12-22
3225,male,1985-10-16
3227,female,1982-09-09
3229,female,1979-08-09
3230,female,1968-09-26
3232,female,1984-10-29
3233,female,1981-09-19
3234,female,1978-12-09
3236,female,1978-12-10
3239,female,1985-08-31
3241,male,1976-02-15
3245,female,1980-05-19
3246,female,1984-03-15
3247,female,1989-08-02
3254,male,1989-05-08
3258,female,NA
3261,female,1991-01-04
3262,female,1987-09-20
3266,female,1990-11-09
3267,female,1982-01-11
3269,male,1979-02-01
3271,male,1972-02-14
3272,female,1984-11-29
3273,female,1978-01-31
3278,female,1981-11-02
3292,male,1982-05-02
3297,male,1983-08-25
3298,female,1986-08-21
3299,male,1984-04-15
3301,female,1987-10-20
3302,female,1979-10-03
3303,male,1976-12-06
3309,female,1987-07-22
3312,male,1983-11-16
3314,male,1983-07-27
3316,male,1981-05-30
3320,female,1989-03-16
3321,female,1975-05-24
3323,female,1982-04-23
3326,male,1987-07-28
3329,female,1976-10-02
3332,female,1992-01-14
3333,male,1984-07-07
3335,male,1987-11-15
3337,female,1988-04-03
3338,female,1983-12-18
3344,female,1986-02-12
3346,male,1979-06-12
3355,female,1983-06-14
3358,female,1991-01-25
3359,female,1987-10-31
3364,female,1975-10-02
3365,female,1987-12-06
3368,female,1987-12-07
3380,female,1980-03-21
3381,female,1976-09-15
3389,female,1987-02-21
3390,female,1986-05-06
3399,female,1983-01-04
3402,female,1986-01-06
3403,female,1988-03-29
3405,female,1973-08-09
3406,female,1986-01-07
3417,female,1977-04-27
3420,female,NA
3429,female,1982-08-11
3433,female,1984-02-27
3439,female,1985-07-18
3449,female,1986-12-07
3455,female,1987-03-15
3459,female,1978-12-14
3461,female,1972-06-01
3463,male,1972-09-06
3465,male,1982-04-07
3470,female,1983-05-16
3471,female,1985-09-07
3473,female,1979-12-13
3477,female,NA
3486,female,1984-02-21
3491,female,1988-08-23
3492,female,1988-07-18
3500,female,1989-09-03
3502,female,1991-02-21
3503,female,1990-11-14
3513,male,1974-12-30
3514,female,1972-01-20
3518,female,1986-06-22
3520,female,1982-11-18
3523,male,1986-03-02
3526,female,1979-02-02
3536,female,1990-06-12
3538,female,1983-03-22
3544,female,1963-02-10
3548,female,1981-10-20
3556,female,1964-12-17
3557,male,1982-05-29
3559,male,1980-11-02
3564,male,1988-06-21
3566,female,1987-09-08
3567,female,1989-07-23
3571,female,1984-04-17
3573,male,1962-08-29
3576,female,1979-08-08
3579,male,1980-10-16
3587,male,1980-10-26
3591,female,1980-12-30
3593,female,1984-10-30
3594,male,1978-05-16
3597,female,1984-10-06
3598,female,1984-04-26
3601,female,1984-03-22
3606,female,1983-03-18
3611,female,1980-07-18
3613,female,1982-02-10
3627,male,1983-05-26
3629,female,1987-11-10
3630,male,1968-04-15
3632,female,1985-09-20
3653,female,1990-03-14
3663,female,1985-11-11
3670,male,1980-04-12
3674,male,NA
3676,female,1989-01-15
3690,female,1979-10-24
3698,female,NA
3706,male,1983-01-28
3709,male,1984-05-30
3713,female,1977-08-22
3714,female,1986-11-20
3717,male,1985-11-29
3718,female,1989-02-05
3729,female,1990-10-02
3732,female,1981-01-13
3733,female,1975-11-30
3736,female,1969-02-04
3742,male,NA
3768,female,1986-01-10
3770,male,1978-09-27
3771,male,1980-01-28
3781,female,1984-09-25
3787,female,1986-06-24
3789,female,1971-02-02
3791,female,1978-04-24
3802,female,1980-03-05
3817,male,1983-06-26
3821,female,1969-04-04
3825,female,1988-10-04
3828,female,1980-05-30
3829,female,NA
3835,female,1987-06-11
3843,female,1987-03-29
3844,female,1971-07-11
3845,female,NA
3856,male,1984-08-09
3857,female,1982-10-07
3858,male,1979-07-15
3860,female,1989-11-12
3866,male,1983-05-05
3876,female,1985-08-16
3886,female,1973-02-20
3890,NA,NA
3892,female,1987-03-26
3896,female,NA
3901,female,1986-03-14
3913,male,1987-06-19
3916,female,1985-03-09
3917,male,1973-03-28
3920,female,1990-08-14
3923,female,1977-08-07
3932,male,1983-02-26
3935,female,1979-07-21
3946,female,1984-05-16
3948,female,1980-07-01
3959,female,1953-02-16
3965,female,1982-09-06
3969,female,1979-06-16
3979,male,1982-09-11
3980,female,1958-09-13
3996,male,1978-12-19
3998,female,1976-11-29
3999,female,1977-05-07
4009,female,1980-06-17
4023,male,1980-11-28
4026,female,1983-07-13
4041,male,1975-08-15
4042,male,1978-06-08
4045,female,1990-12-24
4053,male,1970-09-09
4056,female,1978-08-11
4063,female,1949-12-17
4064,male,1988-11-03
4065,male,1972-03-13
4067,male,1972-10-05
4070,male,1985-03-14
4076,male,1982-11-25
4083,male,1983-08-08
4084,female,1984-03-09
4087,male,1984-03-13
4092,male,1967-01-01
4102,female,1983-10-21
4106,male,1967-04-12
4107,female,1986-11-02
4109,male,1959-01-21
4115,female,1984-05-24
4116,female,1960-09-09
4134,male,1966-07-09
4136,female,1986-09-20
4139,female,1988-02-14
4146,male,1978-06-12
4149,male,1975-07-06
4156,female,1983-11-12
4157,male,1980-02-01
4159,female,1983-03-23
4164,male,1984-12-03
4165,female,1986-07-15
4166,female,1980-04-09
4169,female,1972-07-02
4170,male,1982-09-03
4171,NA,NA
4178,female,1983-05-13
4179,female,1955-12-01
4180,female,1980-09-26
4181,male,1986-12-19
4183,male,1973-04-19
4184,male,1954-10-26
4186,female,1970-03-16
4190,male,1986-09-29
4195,female,1985-06-07
4205,female,1971-09-01
4206,male,1983-11-16
4209,female,1982-04-01
4211,female,1989-01-14
4213,female,1984-10-31
4216,male,1975-10-09
4219,female,1986-01-11
4220,female,1990-09-26
4221,female,1983-05-12
4222,male,1982-10-06
4223,female,1970-10-29
4224,male,1982-08-24
4227,male,1980-10-17
4229,female,1983-10-01
4231,female,1982-12-02
4237,male,1983-07-03
4238,female,1979-02-28
4239,male,1987-01-16
4243,female,1983-03-09
4250,female,1970-06-22
4251,female,1984-01-11
4252,female,1983-01-16
4254,female,1984-06-08
4265,female,NA
4269,male,1966-05-06
4272,male,1986-09-14
4274,female,1988-08-30
4279,male,1984-11-08
4280,female,1973-02-12
4283,female,1980-04-13
4284,female,1989-03-11
4299,female,NA
4300,female,1990-06-12
4301,female,1963-07-10
4306,female,1989-08-02
4308,female,1986-01-28
4316,male,NA
4326,female,1986-02-01
4336,female,1984-06-07
4341,female,1983-01-07
4355,female,1981-10-14
4369,female,1986-09-11
4370,male,1973-04-28
4373,male,1985-10-14
4376,female,NA
4380,female,NA
4381,female,1942-12-21
4384,female,1984-09-05
4385,male,1962-04-26
4390,male,1968-02-19
4393,male,1970-04-21
4402,male,1976-03-12
4404,male,1984-11-22
4406,male,1963-10-25
4407,female,NA
4408,male,1987-06-03
4412,male,1971-11-26
4413,female,1974-12-19
4417,male,1967-03-30
4418,male,1984-07-21
4424,female,1946-03-07
4427,female,1952-05-01
4430,male,1989-06-17
4431,female,1979-02-15
4432,female,1990-01-23
4435,male,1987-01-27
4450,female,1989-04-23
4458,female,1933-02-02
4459,female,1986-09-18
4465,female,1970-01-03
4467,male,1984-05-31
4471,male,1975-09-04
4476,female,1964-10-25
4488,female,1985-03-31
4490,female,1944-12-06
4495,male,1985-11-13
4512,female,1987-05-28
4518,female,1980-01-27
4519,male,1956-01-31
4524,male,1981-09-08
4527,male,1984-04-18
4528,male,1988-05-01
4536,male,1988-02-20
4539,female,1975-11-05
4542,NA,1961-05-20
4543,male,1989-03-15
4551,female,1987-09-19
4552,male,1976-05-18
4553,male,1956-02-28
4555,male,1981-07-01
4560,female,1986-03-12
4563,female,1976-12-11
4564,female,NA
4567,female,1990-02-05
4569,female,1979-01-09
4574,NA,NA
4589,female,1987-07-16
4598,female,NA
4609,female,1975-04-18
4613,female,1988-08-26
4616,male,1983-11-06
4617,male,1989-05-29
4623,male,1983-05-27
4624,female,1954-09-18
4629,female,1991-05-24
4641,female,1987-10-10
4649,female,1970-01-01
4651,female,1979-11-09
4655,male,1969-01-22
4657,female,1976-12-13
4669,female,1983-02-27
4676,female,1974-10-12
4677,male,1981-06-13
4681,female,1955-05-30
4694,female,1982-09-17
4696,female,1987-03-25
4701,male,1980-10-01
4702,female,1976-02-29
4704,female,1983-08-05
4705,female,1954-02-15
4709,female,NA
4712,male,1964-04-06
4713,female,1975-11-10
4723,female,1985-11-29
4726,female,1981-02-12
4728,male,1983-07-27
4732,female,1983-05-26
4740,female,NA
4743,female,1987-02-11
4744,male,1974-06-12
4745,female,1984-11-12
4748,female,1987-09-12
4760,female,1977-12-20
4764,male,1983-03-09
4769,female,1986-09-09
4770,female,1984-05-07
4773,female,1987-08-05
4784,female,1988-03-03
4785,female,1973-01-22
4791,female,1983-03-07
4795,female,1990-09-30
4798,male,1977-11-02
4801,male,1975-12-10
4802,female,1974-09-19
4803,male,1984-08-17
4812,female,1957-08-03
4816,female,1985-01-07
4821,female,1978-07-17
4822,male,1987-03-29
4823,male,1984-12-30
4824,male,1976-07-02
4830,female,1979-05-15
4841,female,1976-04-06
4846,female,1983-09-02
4847,male,1983-01-09
4854,male,1974-09-28
4856,male,1984-01-08
4858,female,1983-08-15
4861,female,1990-12-12
4867,female,1956-05-11
4868,female,1983-01-06
4881,female,1969-08-06
4883,female,1996-05-15
4888,female,1975-06-11
4889,male,1970-12-19
4891,female,1980-10-17
4893,male,1984-03-28
4895,female,NA
4901,female,1983-11-10
4920,male,1986-09-06
4921,male,1988-01-22
4933,male,1981-09-30
4935,male,1970-05-07
4939,male,1979-11-06
4940,NA,1983-08-30
4961,female,1986-09-29
4964,female,1985-09-22
4968,female,NA
4976,male,1981-01-01
4980,male,1979-09-05
4988,NA,NA
4997,female,NA
4998,male,1985-12-02
5001,male,1988-06-06
5017,female,1988-02-16
5024,male,1979-10-25
5025,male,1988-11-10
5028,female,1986-04-06
5031,female,NA
5038,NA,NA
5039,male,1978-12-07
5044,female,1983-12-08
5054,female,1987-08-21
5065,female,1987-02-23
5067,male,NA
5068,female,1988-04-29
5079,male,1987-01-10
5095,male,1999-04-27
5101,male,1982-06-24
5103,male,1978-01-29
5110,female,1980-12-29
5120,female,1986-03-04
5132,male,1980-10-02
5140,male,1977-12-23
5144,male,1987-06-21
5146,male,1989-07-27
5148,male,1955-07-04
5149,female,1979-10-30
5185,male,1971-01-01
5187,female,1983-12-02
5188,female,1985-10-10
5190,male,NA
5192,female,NA
5201,female,1983-09-30
5206,female,1981-01-28
5210,male,1983-10-22
5213,female,1981-08-12
5219,female,1981-04-19
5221,male,1979-01-01
5222,female,1980-06-02
5223,male,1979-07-02
5229,male,1988-07-17
5236,male,1982-03-25
5237,female,1984-01-03
5244,female,1981-08-06
5248,female,1970-02-27
5254,male,1988-01-01
5276,female,1972-12-26
5278,male,1969-07-27
5289,male,1987-06-05
5302,male,1983-04-20
5306,male,1990-09-01
5311,female,1972-06-03
5313,female,1978-05-30
5341,female,1982-08-17
5354,female,1980-03-06
5358,female,1984-10-31
5368,female,1985-07-21
5375,female,1988-03-25
5377,female,1987-09-15
5378,female,1987-12-21
5379,female,1961-08-18
5383,female,1986-05-22
5385,female,1985-09-22
5387,female,1981-12-24
5388,male,1981-02-01
5391,female,1984-10-24
5393,female,1967-08-17
5394,female,1987-10-06
5396,female,1983-08-10
5397,male,1967-11-11
5399,female,1986-11-20
5400,female,1987-06-14
5402,female,1971-03-26
5403,female,1979-06-22
5408,female,1986-04-20
5413,female,1987-09-10
5415,female,1986-01-07
5421,female,1987-03-07
5422,female,1983-07-03
5429,male,1971-09-17
5451,female,1979-05-14
5463,male,1985-05-18
5465,female,1987-04-25
5469,female,1988-11-10
5477,female,1989-01-16
5482,male,1986-07-25
5488,female,1976-11-15
5493,male,1960-12-14
5498,male,1985-04-16
5512,male,1970-07-07
5516,female,1979-03-29
5520,male,1954-02-16
5524,male,1988-02-22
5530,female,1973-10-02
5538,female,1976-04-01
5541,female,1980-11-27
5546,male,NA
5550,female,1988-02-24
5552,male,1984-10-16
5554,female,1987-03-21
5556,female,1970-03-27
5560,female,NA
5569,male,1963-06-06
5570,female,1960-04-14
5581,female,1966-01-28
5586,male,1981-05-02
5589,male,1979-04-13
5590,female,1988-05-12
5613,female,1982-03-30
5618,male,1978-12-23
5625,female,1989-09-29
5630,female,1979-10-18
5631,male,1972-05-24
5632,female,1973-02-03
5636,male,1976-12-02
5653,female,1987-12-16
5670,female,1966-01-05
5674,male,1990-03-12
5678,NA,NA
5687,male,1948-05-08
5690,female,1978-10-05
5707,female,1959-10-25
5708,male,1977-12-21
5711,female,1986-11-01
5715,female,1988-02-08
5719,male,1987-04-15
5720,female,1984-06-11
5722,female,1951-02-13
5739,female,1980-10-05
5745,female,1987-07-07
5748,female,1981-01-01
5754,male,1984-03-25
5755,female,1982-05-28
5758,female,1989-11-03
5771,female,1992-12-30
5783,female,1985-03-22
5786,female,1984-10-21
5793,female,1985-06-20
5800,female,1974-10-28
5805,female,1986-11-27
5807,female,1985-10-23
5808,female,1988-02-10
5810,female,1987-09-01
5813,female,1983-10-27
5816,female,1988-02-19
5817,female,1987-12-03
5818,female,1987-08-11
5820,female,1984-01-20
5827,female,1986-06-08
5829,female,1987-08-19
5830,female,1986-08-15
5846,male,1978-02-07
5855,male,1981-11-17
5857,female,1986-09-16
5863,male,1976-01-06
5871,female,2000-01-01
5874,female,1966-08-25
5878,female,1979-12-21
5882,male,1985-11-19
5890,male,1986-05-27
5895,female,1965-07-02
5897,female,1985-08-22
5905,female,1986-07-28
5908,male,1983-12-08
5911,male,1986-11-18
5912,female,1968-06-04
5914,male,NA
5917,female,1982-01-18
5918,male,1985-04-14
5922,NA,NA
5925,female,1985-11-08
5926,female,1987-02-11
5929,female,1985-08-14
5931,male,1985-07-28
5939,female,1987-09-15
5940,female,1971-04-09
5946,female,1980-05-19
5950,female,1972-10-13
5957,female,1958-02-05
5959,female,NA
5966,female,1986-08-07
5968,female,1987-02-13
5969,female,1963-12-02
5971,male,1985-09-17
5972,female,1987-06-26
5974,female,1987-03-19
5976,male,1961-09-26
5988,female,1986-06-01
6014,male,1988-07-11
6020,female,1989-09-03
6021,male,1985-11-10
6031,male,1973-08-10
6043,female,1971-09-12
6052,female,1985-11-27
6059,female,1982-11-30
6060,male,1981-10-14
6066,female,1977-04-22
6067,female,1983-01-08
6068,male,1986-04-27
6069,female,1986-05-25
6087,male,1985-08-05
6093,male,1965-01-12
6122,female,1981-03-26
6124,female,1978-01-07
6128,female,1988-03-04
6130,female,1984-06-06
6146,male,1985-01-30
6149,female,1981-05-07
6165,female,1988-10-27
6166,female,1987-01-06
6167,female,1987-07-22
6170,female,1987-03-19
6171,female,1986-06-13
6172,female,1987-01-06
6173,female,1987-11-23
6177,female,1987-06-05
6179,female,1986-12-08
6181,female,1988-01-12
6183,female,1983-06-11
6184,female,1987-03-21
6185,female,1988-01-23
6186,female,1983-06-26
6187,female,1987-05-07
6196,female,1978-01-28
