user_id,sex,birthyear
1411,male,1963
1436,female,1987
1479,male,1966
1482,female,1967
1490,female,1987
1494,male,1981
1531,male,NA
1556,female,1988
1557,female,1984
1567,male,1979
1584,female,1981
1598,male,1971
1611,female,1972
1634,female,1988
1637,female,1975
1646,male,1966
1651,female,1979
1661,female,1964
1663,female,1975
1679,male,1984
1683,male,1982
1690,female,1970
1696,female,NA
1697,male,1983
1698,female,1950
1702,male,1966
1704,male,1974
1708,male,1973
1711,male,1967
1719,female,1979
1727,male,1982
1731,male,1951
1743,male,1967
1745,male,1963
1752,female,1982
1758,male,1979
1759,female,1982
1769,female,1965
1770,female,1977
1778,female,1966
1802,female,1978
1809,female,1990
1815,female,1981
1822,female,1981
1830,male,1977
1844,male,1987
1858,male,1977
1859,female,1981
1871,female,1985
1873,male,NA
1890,male,1959
1895,female,1974
1897,male,NA
1936,female,1975
1953,male,1987
1956,female,1984
1960,male,1982
1962,female,1982
1971,female,1975
1973,female,1970
1982,female,NA
1995,NA,1963
2000,NA,NA
2003,female,1971
2006,NA,NA
2009,female,1987
2010,female,1977
2015,male,1968
2028,female,1986
2029,female,1983
2035,female,1976
2043,male,1977
2046,female,1974
2047,female,1978
2060,female,1993
2062,female,1984
2081,male,1972
2083,female,1984
2094,male,1986
2098,male,1975
2100,male,1981
2107,female,1977
2110,male,1977
2118,female,1985
2132,female,1974
2134,female,1983
2138,male,1978
2142,female,1986
2153,female,1983
2154,female,1985
2158,female,1986
2160,female,1979
2163,female,1990
2170,male,1988
2176,female,1984
2179,male,1981
2190,female,1985
2195,female,1987
2200,female,1980
2202,female,1991
2210,female,1984
2211,male,1980
2213,female,1982
2218,male,1971
2220,male,1971
2226,female,1983
2229,female,1980
2230,female,1980
2237,female,1982
2243,female,1982
2264,female,1975
2270,male,1984
2274,male,1985
2277,female,1982
2279,female,1984
2281,female,1983
2291,female,1985
2297,female,1984
2298,female,1986
2310,female,1972
2311,male,1982
2317,male,1970
2318,female,1987
2323,male,1983
2335,male,1983
2338,female,1973
2345,male,1955
2353,female,NA
2357,female,1982
2360,male,1961
2373,female,1982
2381,male,1980
2389,female,1981
2390,male,1982
2394,male,1981
2395,male,1974
2399,male,1975
2401,male,1966
2405,male,1971
2406,male,1985
2408,male,1973
2410,male,1976
2412,female,1987
2415,male,1984
2416,male,1978
2419,male,1971
2422,male,1986
2428,male,1977
2431,female,1968
2433,female,1980
2435,male,1946
2436,male,1985
2437,female,1984
2452,female,1988
2467,female,1986
2469,male,1957
2470,female,1984
2476,male,1976
2501,female,1979
2505,female,NA
2513,female,1974
2517,female,1984
2518,female,1985
2519,male,1961
2530,female,1976
2532,female,1988
2535,male,1955
2543,female,1984
2544,male,1987
2558,female,1987
2569,male,1986
2580,female,1984
2583,female,1987
2600,male,1983
2610,female,NA
2621,male,1986
2630,female,1982
2635,female,1960
2637,male,1972
2639,female,NA
2641,female,1988
2643,male,1969
2645,male,1975
2646,female,1981
2655,male,1984
2662,female,1984
2666,female,1968
2675,female,1986
2676,male,1973
2678,female,NA
2681,female,NA
2687,male,1984
2689,male,1993
2708,NA,NA
2718,female,1982
2721,female,1983
2726,female,1985
2729,female,NA
2740,male,1982
2742,male,NA
2744,male,1986
2751,male,1980
2755,male,1979
2760,male,1964
2761,female,1979
2762,female,1964
2763,male,1959
2764,female,1982
2768,male,1950
2772,female,1981
2775,female,1969
2777,female,1987
2840,male,1979
2875,female,1988
2878,male,1985
2880,female,1986
2883,female,1981
2895,male,1983
2897,female,1979
2915,female,1980
2918,female,1980
2921,female,1989
2926,female,1986
2930,male,1978
2938,female,1986
2941,male,1981
2955,male,1989
2968,male,1971
2982,female,1977
2990,female,1980
2991,male,1980
3002,female,1971
3009,male,1985
3010,male,1989
3012,male,1982
3013,female,1985
3043,male,1979
3053,female,1971
3065,female,NA
3068,female,NA
3083,female,1980
3087,female,1983
3090,female,1988
3102,female,1976
3110,female,1985
3116,female,1986
3126,male,1988
3138,male,NA
3140,female,NA
3145,female,1967
3157,female,NA
3159,female,1946
3161,male,1985
3162,male,1967
3166,male,1973
3169,NA,NA
3181,female,1983
3184,male,1973
3187,male,1980
3191,female,1988
3193,female,1987
3197,female,1988
3202,male,1980
3206,male,1963
3208,female,1968
3209,male,1976
3213,male,1988
3220,male,1950
3225,male,1985
3227,female,1982
3229,female,1979
3230,female,1968
3232,female,1984
3233,female,1981
3234,female,1978
3236,female,1978
3239,female,1985
3241,male,1976
3245,female,1980
3246,female,1984
3247,female,1989
3254,male,1989
3258,female,NA
3261,female,1991
3262,female,1987
3266,female,1990
3267,female,1982
3269,male,1979
3271,male,1972
3272,female,1984
3273,female,1978
3278,female,1981
3292,male,1982
3297,male,1983
3298,female,1986
3299,male,1984
3301,female,1987
3302,female,1979
3303,male,1976
3309,female,1987
3312,male,1983
3314,male,1983
3316,male,1981
3320,female,1989
3321,female,1975
3323,female,1982
3326,male,1987
3329,female,1976
3332,female,1992
3333,male,1984
3335,male,1987
3337,female,1988
3338,female,1983
3344,female,1986
3346,male,1979
3355,female,1983
3358,female,1991
3359,female,1987
3364,female,1975
3365,female,1987
3368,female,1987
3380,female,1980
3381,female,1976
3389,female,1987
3390,female,1986
3399,female,1983
3402,female,1986
3403,female,1988
3405,female,1973
3406,female,1986
3417,female,1977
3420,female,NA
3429,female,1982
3433,female,1984
3439,female,1985
3449,female,1986
3455,female,1987
3459,female,1978
3461,female,1972
3463,male,1972
3465,male,1982
3470,female,1983
3471,female,1985
3473,female,1979
3477,female,NA
3486,female,1984
3491,female,1988
3492,female,1988
3500,female,1989
3502,female,1991
3503,female,1990
3513,male,1974
3514,female,1972
3518,female,1986
3520,female,1982
3523,male,1986
3526,female,1979
3536,female,1990
3538,female,1983
3544,female,1963
3548,female,1981
3556,female,1964
3557,male,1982
3559,male,1980
3564,male,1988
3566,female,1987
3567,female,1989
3571,female,1984
3573,male,1962
3576,female,1979
3579,male,1980
3587,male,1980
3591,female,1980
3593,female,1984
3594,male,1978
3597,female,1984
3598,female,1984
3601,female,1984
3606,female,1983
3611,female,1980
3613,female,1982
3627,male,1983
3629,female,1987
3630,male,1968
3632,female,1985
3653,female,1990
3663,female,1985
3670,male,1980
3674,male,NA
3676,female,1989
3690,female,1979
3698,female,NA
3706,male,1983
3709,male,1984
3713,female,1977
3714,female,1986
3717,male,1985
3718,female,1989
3729,female,1990
3732,female,1981
3733,female,1975
3736,female,1969
3742,male,NA
3768,female,1986
3770,male,1978
3771,male,1980
3781,female,1984
3787,female,1986
3789,female,1971
3791,female,1978
3802,female,1980
3817,male,1983
3821,female,1969
3825,female,1988
3828,female,1980
3829,female,NA
3835,female,1987
3843,female,1987
3844,female,1971
3845,female,NA
3856,male,1984
3857,female,1982
3858,male,1979
3860,female,1989
3866,male,1983
3876,female,1985
3886,female,1973
3890,NA,NA
3892,female,1987
3896,female,NA
3901,female,1986
3913,male,1987
3916,female,1985
3917,male,1973
3920,female,1990
3923,female,1977
3932,male,1983
3935,female,1979
3946,female,1984
3948,female,1980
3959,female,1953
3965,female,1982
3969,female,1979
3979,male,1982
3980,female,1958
3996,male,1978
3998,female,1976
3999,female,1977
4009,female,1980
4023,male,1980
4026,female,1983
4041,male,1975
4042,male,1978
4045,female,1990
4053,male,1970
4056,female,1978
4063,female,1949
4064,male,1988
4065,male,1972
4067,male,1972
4070,male,1985
4076,male,1982
4083,male,1983
4084,female,1984
4087,male,1984
4092,male,1967
4102,female,1983
4106,male,1967
4107,female,1986
4109,male,1959
4115,female,1984
4116,female,1960
4134,male,1966
4136,female,1986
4139,female,1988
4146,male,1978
4149,male,1975
4156,female,1983
4157,male,1980
4159,female,1983
4164,male,1984
4165,female,1986
4166,female,1980
4169,female,1972
4170,male,1982
4171,NA,NA
4178,female,1983
4179,female,1955
4180,female,1980
4181,male,1986
4183,male,1973
4184,male,1954
4186,female,1970
4190,male,1986
4195,female,1985
4205,female,1971
4206,male,1983
4209,female,1982
4211,female,1989
4213,female,1984
4216,male,1975
4219,female,1986
4220,female,1990
4221,female,1983
4222,male,1982
4223,female,1970
4224,male,1982
4227,male,1980
4229,female,1983
4231,female,1982
4237,male,1983
4238,female,1979
4239,male,1987
4243,female,1983
4250,female,1970
4251,female,1984
4252,female,1983
4254,female,1984
4265,female,NA
4269,male,1966
4272,male,1986
4274,female,1988
4279,male,1984
4280,female,1973
4283,female,1980
4284,female,1989
4299,female,NA
4300,female,1990
4301,female,1963
4306,female,1989
4308,female,1986
4316,male,NA
4326,female,1986
4336,female,1984
4341,female,1983
4355,female,1981
4369,female,1986
4370,male,1973
4373,male,1985
4376,female,NA
4380,female,NA
4381,female,1942
4384,female,1984
4385,male,1962
4390,male,1968
4393,male,1970
4402,male,1976
4404,male,1984
4406,male,1963
4407,female,NA
4408,male,1987
4412,male,1971
4413,female,1974
4417,male,1967
4418,male,1984
4424,female,1946
4427,female,1952
4430,male,1989
4431,female,1979
4432,female,1990
4435,male,1987
4450,female,1989
4458,female,1933
4459,female,1986
4465,female,1970
4467,male,1984
4471,male,1975
4476,female,1964
4488,female,1985
4490,female,1944
4495,male,1985
4512,female,1987
4518,female,1980
4519,male,1956
4524,male,1981
4527,male,1984
4528,male,1988
4536,male,1988
4539,female,1975
4542,NA,1961
4543,male,1989
4551,female,1987
4552,male,1976
4553,male,1956
4555,male,1981
4560,female,1986
4563,female,1976
4564,female,NA
4567,female,1990
4569,female,1979
4574,NA,NA
4589,female,1987
4598,female,NA
4609,female,1975
4613,female,1988
4616,male,1983
4617,male,1989
4623,male,1983
4624,female,1954
4629,female,1991
4641,female,1987
4649,female,1970
4651,female,1979
4655,male,1969
4657,female,1976
4669,female,1983
4676,female,1974
4677,male,1981
4681,female,1955
4694,female,1982
4696,female,1987
4701,male,1980
4702,female,1976
4704,female,1983
4705,female,1954
4709,female,NA
4712,male,1964
4713,female,1975
4723,female,1985
4726,female,1981
4728,male,1983
4732,female,1983
4740,female,NA
4743,female,1987
4744,male,1974
4745,female,1984
4748,female,1987
4760,female,1977
4764,male,1983
4769,female,1986
4770,female,1984
4773,female,1987
4784,female,1988
4785,female,1973
4791,female,1983
4795,female,1990
4798,male,1977
4801,male,1975
4802,female,1974
4803,male,1984
4812,female,1957
4816,female,1985
4821,female,1978
4822,male,1987
4823,male,1984
4824,male,1976
4830,female,1979
4841,female,1976
4846,female,1983
4847,male,1983
4854,male,1974
4856,male,1984
4858,female,1983
4861,female,1990
4867,female,1956
4868,female,1983
4881,female,1969
4883,female,1996
4888,female,1975
4889,male,1970
4891,female,1980
4893,male,1984
4895,female,NA
4901,female,1983
4920,male,1986
4921,male,1988
4933,male,1981
4935,male,1970
4939,male,1979
4940,NA,1983
4961,female,1986
4964,female,1985
4968,female,NA
4976,male,1981
4980,male,1979
4988,NA,NA
4997,female,NA
4998,male,1985
5001,male,1988
5017,female,1988
5024,male,1979
5025,male,1988
5028,female,1986
5031,female,NA
5038,NA,NA
5039,male,1978
5044,female,1983
5054,female,1987
5065,female,1987
5067,male,NA
5068,female,1988
5079,male,1987
5095,male,1999
5101,male,1982
5103,male,1978
5110,female,1980
5120,female,1986
5132,male,1980
5140,male,1977
5144,male,1987
5146,male,1989
5148,male,1955
5149,female,1979
5185,male,1971
5187,female,1983
5188,female,1985
5190,male,NA
5192,female,NA
5201,female,1983
5206,female,1981
5210,male,1983
5213,female,1981
5219,female,1981
5221,male,1979
5222,female,1980
5223,male,1979
5229,male,1988
5236,male,1982
5237,female,1984
5244,female,1981
5248,female,1970
5254,male,1988
5276,female,1972
5278,male,1969
5289,male,1987
5302,male,1983
5306,male,1990
5311,female,1972
5313,female,1978
5341,female,1982
5354,female,1980
5358,female,1984
5368,female,1985
5375,female,1988
5377,female,1987
5378,female,1987
5379,female,1961
5383,female,1986
5385,female,1985
5387,female,1981
5388,male,1981
5391,female,1984
5393,female,1967
5394,female,1987
5396,female,1983
5397,male,1967
5399,female,1986
5400,female,1987
5402,female,1971
5403,female,1979
5408,female,1986
5413,female,1987
5415,female,1986
5421,female,1987
5422,female,1983
5429,male,1971
5451,female,1979
5463,male,1985
5465,female,1987
5469,female,1988
5477,female,1989
5482,male,1986
5488,female,1976
5493,male,1960
5498,male,1985
5512,male,1970
5516,female,1979
5520,male,1954
5524,male,1988
5530,female,1973
5538,female,1976
5541,female,1980
5546,male,NA
5550,female,1988
5552,male,1984
5554,female,1987
5556,female,1970
5560,female,NA
5569,male,1963
5570,female,1960
5581,female,1966
5586,male,1981
5589,male,1979
5590,female,1988
5613,female,1982
5618,male,1978
5625,female,1989
5630,female,1979
5631,male,1972
5632,female,1973
5636,male,1976
5653,female,1987
5670,female,1966
5674,male,1990
5678,NA,NA
5687,male,1948
5690,female,1978
5707,female,1959
5708,male,1977
5711,female,1986
5715,female,1988
5719,male,1987
5720,female,1984
5722,female,1951
5739,female,1980
5745,female,1987
5748,female,1981
5754,male,1984
5755,female,1982
5758,female,1989
5771,female,1992
5783,female,1985
5786,female,1984
5793,female,1985
5800,female,1974
5805,female,1986
5807,female,1985
5808,female,1988
5810,female,1987
5813,female,1983
5816,female,1988
5817,female,1987
5818,female,1987
5820,female,1984
5827,female,1986
5829,female,1987
5830,female,1986
5846,male,1978
5855,male,1981
5857,female,1986
5863,male,1976
5871,female,2000
5874,female,1966
5878,female,1979
5882,male,1985
5890,male,1986
5895,female,1965
5897,female,1985
5905,female,1986
5908,male,1983
5911,male,1986
5912,female,1968
5914,male,NA
5917,female,1982
5918,male,1985
5922,NA,NA
5925,female,1985
5926,female,1987
5929,female,1985
5931,male,1985
5939,female,1987
5940,female,1971
5946,female,1980
5950,female,1972
5957,female,1958
5959,female,NA
5966,female,1986
5968,female,1987
5969,female,1963
5971,male,1985
5972,female,1987
5974,female,1987
5976,male,1961
5988,female,1986
6014,male,1988
6020,female,1989
6021,male,1985
6031,male,1973
6043,female,1971
6052,female,1985
6059,female,1982
6060,male,1981
6066,female,1977
6067,female,1983
6068,male,1986
6069,female,1986
6087,male,1985
6093,male,1965
6122,female,1981
6124,female,1978
6128,female,1988
6130,female,1984
6146,male,1985
6149,female,1981
6165,female,1988
6166,female,1987
6167,female,1987
6170,female,1987
6171,female,1986
6172,female,1987
6173,female,1987
6177,female,1987
6179,female,1986
6181,female,1988
6183,female,1983
6184,female,1987
6185,female,1988
6186,female,1983
6187,female,1987
6196,female,1978
6197,female,1989
6198,male,1975
6203,female,1986
6214,female,1985
6218,female,1986
6225,male,1987
6227,male,1986
6229,female,NA
6233,male,1987
6236,male,NA
6237,female,1989
6240,female,1982
6245,male,1984
6249,female,1986
6251,male,1980
6257,female,1990
6261,male,1982
6263,female,1989
6264,male,1980
6269,female,1986
6271,male,1960
6287,male,1987
6316,male,1976
6317,female,1983
6318,female,1986
6363,female,1980
6403,female,1974
6409,female,NA
6411,male,1981
6427,male,1987
6429,female,1982
6434,male,1980
6438,female,1990
6441,female,1967
6450,male,1983
6468,female,1985
6496,female,1976
6498,female,1966
6504,male,1974
6519,male,1988
6531,male,1977
6540,male,1970
6541,male,1961
6547,female,1984
6556,female,1980
6557,female,1980
6560,female,1983
6563,female,1989
6564,female,1985
6569,female,1977
6596,female,1976
6607,female,1978
6614,female,1981
6625,male,1981
6634,male,1979
6650,female,1987
6665,female,1986
6667,male,1945
6674,female,1988
6675,male,1987
6692,male,1935
6694,female,1984
6706,female,1964
6708,female,1982
6709,male,1959
6715,male,1983
6718,male,1980
6721,female,1979
6726,male,1958
6738,male,1980
6742,male,1986
6743,female,1987
6745,female,1987
6746,female,1987
6747,female,1985
6748,female,1987
6749,female,1987
6751,male,1989
6753,female,1987
6754,female,1986
6757,male,1987
6758,female,1988
6759,female,1985
6764,female,1987
6765,female,1986
6768,female,1986
6769,female,1987
6770,female,1987
6773,female,1980
6774,male,1978
6775,female,1987
6779,female,1966
6802,male,1987
6805,female,1986
6807,female,1986
6813,male,1987
6817,female,1986
6824,female,1987
6827,female,1987
6830,female,1988
6846,female,1987
6859,female,1972
6865,female,1982
6867,female,1971
6878,male,1988
6880,female,1982
6890,male,1986
6894,male,1975
6904,male,1985
6905,female,1986
6906,female,1988
6907,female,1988
6911,female,1987
6912,female,1987
6913,female,1988
6914,male,1987
6915,male,1987
6916,female,1988
6917,male,1985
6918,female,1987
6920,female,1987
6921,female,1984
6922,male,1986
6923,male,1987
6925,female,1987
6926,female,1987
6927,male,1987
6929,female,1986
6930,female,1986
6931,female,1987
6932,female,1986
6933,female,1984
6935,female,1987
6936,female,1987
6939,female,1985
6940,male,1988
6941,male,1986
6942,female,1976
6948,female,1987
6957,female,1987
6961,male,1987
6963,male,1987
6974,female,1987
6978,female,1987
6984,male,1985
6985,male,1987
6986,female,1985
6991,female,1970
6993,female,1987
7003,female,1988
7011,male,1975
7019,male,1986
7020,male,1986
7026,female,1987
7029,male,1986
7038,male,1985
7045,male,1986
7065,male,1976
7081,female,1987
7087,female,1990
7092,female,1971
7095,female,1987
7097,male,1981
7104,female,1985
7105,female,1980
7106,female,1989
7109,female,1986
7112,male,1988
7113,female,1982
7121,female,1986
7122,male,1986
7125,male,1984
7126,female,1987
7127,female,1987
7129,female,1988
7130,female,1987
7131,female,1987
7133,female,1986
7134,male,1985
7135,female,1986
7136,female,1988
7137,female,1987
7140,female,1987
7141,female,1987
7143,female,1986
7144,female,1988
7145,female,1985
7146,female,1987
7147,female,1987
7148,female,1987
7149,male,1975
7150,male,1982
7151,male,1976
7159,male,1988
7161,female,1987
7166,male,NA
7167,female,1987
7168,female,1987
7183,female,1983
7185,female,1987
7191,male,1986
7192,female,1987
7194,female,1988
7199,male,1985
7201,female,1986
7202,male,1987
7203,female,1988
7208,male,1984
7213,female,1985
7214,male,1983
7215,NA,1987
7224,female,1987
7225,female,1987
7240,female,1987
7252,female,1981
7256,female,1977
7257,female,1977
7262,female,1983
7271,female,1987
7277,female,1977
7291,female,1985
7300,female,1975
7303,male,1978
7306,female,1974
7314,female,1987
7315,female,1987
7316,female,1987
7317,male,1986
7318,female,1985
7319,female,1985
7327,male,1986
7330,female,1987
7331,female,1987
7335,female,1979
7339,female,1958
7342,female,1983
7354,male,1986
7357,male,1987
7361,male,1986
7362,female,1985
7363,male,1986
7370,female,1986
7380,male,1979
7381,female,1987
7386,female,1982
7388,female,1976
7390,female,1987
7397,male,1986
7400,female,1986
7401,male,1986
7404,male,1987
7405,female,1987
7416,female,1989
7419,female,1988
7426,male,1985
7427,female,1983
7433,male,1987
7436,female,1988
7437,female,1986
7438,female,1986
7439,NA,1978
7440,female,1978
7443,female,1991
7446,female,1973
7451,female,1977
7454,male,1979
7467,female,1979
7475,female,1987
7476,female,1985
7477,female,1973
7480,female,NA
7489,female,1980
7490,female,1980
7496,male,1984
7498,female,1987
7499,male,1987
7500,female,1986
7503,female,1987
7504,male,1987
7505,male,1986
7506,female,1987
7508,female,1985
7509,female,1988
7512,female,1969
7514,male,1987
7518,female,1986
7519,female,1986
7521,male,1980
7525,female,1986
7527,male,1986
7528,male,1987
7529,female,1961
7530,female,1986
7531,male,1986
7534,female,1985
7535,female,1980
7536,male,1988
7537,female,1988
7538,female,1987
7539,female,1987
7540,male,1982
7541,female,1985
7542,female,1988
7543,female,1986
7545,male,1986
7548,female,1985
7551,female,1987
7552,male,1986
7556,male,1983
7560,female,1984
7561,male,1985
7562,female,1960
7566,male,1987
7569,male,1976
7573,female,1981
7576,male,1986
7577,male,1987
7579,female,1987
7580,female,1987
7581,female,1992
7582,male,1986
7583,male,1988
7584,male,1985
7585,male,1987
7586,female,1987
7587,male,1987
7588,female,1987
7589,female,1987
7595,female,1985
7597,female,1986
7598,male,1987
7599,male,1977
7602,female,1987
7609,female,1984
7628,female,1971
7632,male,1984
7639,male,1970
7642,male,1987
7643,male,1980
7646,male,1981
7657,female,1967
7663,male,1972
7665,male,1986
7666,male,1960
7684,female,1986
7691,female,1971
7702,male,1959
7711,female,1986
7712,female,1968
7718,male,1982
7720,female,1964
7722,male,1984
7727,male,1977
7733,male,1959
7739,female,1953
7742,female,1991
7746,male,1986
7753,female,1975
7756,male,NA
7766,male,1986
7769,male,1991
7778,female,1978
7779,female,1982
7780,female,1985
7786,male,1987
7794,male,1985
7798,female,1986
7799,female,1976
7800,female,1982
7802,female,1977
7804,male,1979
7805,female,1983
7813,male,1980
7821,male,1986
7827,male,1976
7829,female,1983
7830,female,1986
7844,male,1976
7847,female,1950
7848,male,1982
7854,male,1971
7855,female,1981
7856,female,1973
7861,male,1984
7862,male,1983
7868,female,1984
7875,female,1986
7876,male,1987
7877,female,1986
7878,male,1987
7879,female,1986
7880,female,1987
7881,female,1981
7884,female,1966
7890,female,NA
7900,female,1976
7914,male,1979
7917,female,1970
7930,female,1974
7932,female,1987
7944,female,NA
7945,male,1983
7948,male,NA
7951,female,1988
7954,male,1966
7957,male,1954
7968,male,1975
7971,female,1961
7973,female,1977
7974,female,1986
7975,female,1986
7976,female,1984
7977,female,1986
7978,male,1988
7979,male,1987
7980,male,1984
7994,male,1985
7999,female,1983
8003,female,1979
8006,female,1989
8008,female,NA
8033,female,1981
8046,male,1984
8049,female,1984
8050,female,1987
8056,male,1979
8062,male,1988
8068,female,1989
8084,male,1988
8086,female,1989
8089,male,1970
8090,male,1982
8104,female,1991
8138,female,1985
8141,male,1988
8143,female,1982
8153,female,1990
8154,NA,1974
8156,female,1982
8160,male,1984
8161,male,1985
8163,male,1966
8164,male,1987
8165,female,1987
8166,male,1987
8167,male,1987
8168,female,1987
8169,male,1986
8170,female,1987
8171,female,1987
8180,male,1984
8200,female,1987
8201,female,1990
8206,female,1985
8214,male,1950
8218,female,NA
8224,male,NA
8226,female,1985
8231,male,1983
8234,male,1975
8240,male,1983
8253,female,1992
8254,female,1987
8256,female,1982
8259,NA,1972
8281,female,1985
8292,male,1986
8297,male,1976
8307,female,NA
8311,female,1987
8312,male,NA
8331,female,1985
8335,female,1984
8343,male,1981
8346,female,1984
8347,female,1993
8354,female,1958
8356,male,NA
8360,female,1956
8362,female,1985
8364,female,1986
8365,female,NA
8370,female,1988
8378,male,1965
8381,female,1988
8384,female,1980
8389,male,1982
8391,female,1988
8392,female,1986
8393,male,1986
8397,female,1982
8410,female,1984
8412,female,1962
8413,female,1989
8415,female,1972
8419,female,1990
8426,male,1971
8427,male,1977
8435,female,1983
8438,male,1982
8441,female,1971
8443,female,1986
8450,male,1981
8460,female,1988
8465,female,1952
8466,female,1987
8469,female,1984
8470,female,1987
8474,female,1986
8489,female,1989
8491,female,1988
8493,female,1986
8495,female,1980
8498,male,1984
8499,female,1982
8500,female,1966
8503,female,1987
8505,female,1968
8513,male,1980
8519,male,1983
8520,female,1980
8527,female,1979
8529,female,1980
8533,female,1978
8534,male,1958
8537,female,1983
8539,male,1974
8550,female,1971
8556,male,1979
8558,female,1986
8562,male,1973
8565,female,1983
8571,male,1972
8572,female,1987
8580,male,1959
8581,male,1977
8584,female,1987
8585,female,1986
8586,female,1985
8592,male,1984
8595,male,1970
8596,female,1987
8599,male,1961
8601,male,1986
8602,male,1973
8606,male,1951
8609,female,1977
8613,female,1987
8616,male,1976
8618,male,1974
8619,male,1964
8620,female,1987
8625,female,1988
8637,male,1942
8640,male,1960
8646,male,1975
8647,female,1977
8648,female,NA
8650,female,1969
8651,female,1987
8655,female,1967
8657,female,1987
8660,female,1968
8661,female,1988
8662,female,1981
8666,female,1988
8668,male,1975
8670,female,1976
8671,female,1987
8672,female,1987
