user_id,date,Ag,Co,Ex,Ne,Op
5810,2005-11-25,3.7142857142857144,3.9,3.111111111111111,3.375,3.2857142857142856
5813,2005-10-26,4.285714285714286,3.3,5.111111111111111,3.125,5.714285714285714
5817,2005-11-21,3.5714285714285716,3.5,4.555555555555555,2.5,1.7142857142857142
5818,2005-10-26,4.428571428571429,4,4.111111111111111,2.75,3.857142857142857
5827,2005-11-22,4.142857142857143,3.1,3.5555555555555554,3.75,4.142857142857143
5829,2005-11-22,4.857142857142857,3.9,3.2222222222222223,3.375,2.857142857142857
5830,2005-11-08,4.142857142857143,4.2,4.333333333333333,2.875,3.7142857142857144
5871,2005-11-22,4,4.7,4.777777777777778,2.625,5.285714285714286
5882,2005-11-04,3.2857142857142856,3.1,1.4444444444444444,3.875,3
5897,2005-12-20,5.714285714285714,2.4,1.4444444444444444,4.25,5
5939,2005-11-15,3.7142857142857144,3.8,4.222222222222222,1.125,3.4285714285714284
5940,2005-11-01,3.5714285714285716,3.7,2.5555555555555554,3,3.4285714285714284
5950,2005-11-21,5.142857142857143,4.5,4.75,3.375,4.857142857142857
5957,2005-11-14,4.285714285714286,3.8,3.5555555555555554,0.875,3.6
5966,2005-11-08,5.571428571428571,3.8,4.444444444444445,0.75,5.142857142857143
5968,2005-11-09,5,3.4,4.444444444444445,3,3.142857142857143
5969,2005-11-21,4.857142857142857,4,3.111111111111111,1.625,2.7142857142857144
5972,2005-11-07,4.142857142857143,2.1,3.6666666666666665,1.875,3.142857142857143
5974,2005-11-08,3.5714285714285716,3.8,4.777777777777778,2.875,4.285714285714286
6067,2005-10-28,5.428571428571429,3,3.4444444444444446,1.625,4.571428571428571
6093,2005-11-09,4.285714285714286,2.6,1,4.625,5.571428571428571
6166,2005-11-03,4.285714285714286,3.7,2.6666666666666665,2.375,3
6167,2005-11-23,3.2857142857142856,2.4,2.4444444444444446,4.125,4
6171,2005-10-28,4.571428571428571,2.9,4,2.375,4.285714285714286
6172,2005-11-15,4.285714285714286,3.5,4.666666666666667,1.125,3.4285714285714284
6173,2005-11-08,5.142857142857143,2.8,5.555555555555555,3.875,3.857142857142857
6177,2005-11-09,4.285714285714286,3.6,4.555555555555555,2.25,4.571428571428571
6179,2005-11-21,4.714285714285714,4.3,3,3.375,3.2857142857142856
6185,2006-04-27,4.142857142857143,3.6,3.3333333333333335,4,4
6186,2005-11-21,3.2857142857142856,3,3.2222222222222223,2.75,3.857142857142857
6187,2005-11-25,3.857142857142857,1.8,4.555555555555555,3.5714285714285716,3.4285714285714284
6196,2005-10-26,4.142857142857143,3.1,4.888888888888889,2.75,5.285714285714286
6263,2005-11-09,4,3.1,1.7777777777777777,3.25,3.857142857142857
6317,2005-11-21,5.142857142857143,4.3,3.2222222222222223,4.625,6
6411,2005-11-04,4.857142857142857,4.5,3.4444444444444446,1.25,4.142857142857143
6468,2005-10-27,4.285714285714286,3.2,4.444444444444445,3,3
6504,2005-10-30,5,2.5,2,2.25,4
6563,2005-12-16,2.7142857142857144,3.1,2.2222222222222223,3.5,4.285714285714286
6675,2005-10-26,3.5714285714285716,3.4,4.222222222222222,2.25,3.2857142857142856
6742,2005-11-21,5.5,4.4,4.666666666666667,2.125,4.285714285714286
6743,2005-11-21,5.142857142857143,2.8,4,2.125,4.428571428571429
6745,2005-11-21,4.571428571428571,2.9,3.5555555555555554,2.625,2
6746,2005-11-21,4.285714285714286,3.888888888888889,4.555555555555555,2.375,2.5714285714285716
6747,2005-11-21,4.571428571428571,3,4.888888888888889,3.375,3.142857142857143
6748,2005-11-21,5.428571428571429,3.9,4.555555555555555,2,4
6751,2005-11-21,4.285714285714286,3.3,4.333333333333333,0.375,4.714285714285714
6753,2005-11-21,3.5714285714285716,1.9,4.444444444444445,1.875,4.571428571428571
6754,2005-11-21,4.428571428571429,2.9,3.888888888888889,2.25,2
6757,2005-11-21,3.857142857142857,2.6666666666666665,5.222222222222222,1.625,3.7142857142857144
6764,2005-11-21,2.857142857142857,3,2.875,4.875,2.857142857142857
6765,2005-11-21,4.428571428571429,5.9,4.555555555555555,2.142857142857143,4
6768,2005-11-21,5,1.5,3.7777777777777777,0.875,3.4285714285714284
6769,2005-11-21,5.285714285714286,4.2,4.666666666666667,1.5,4.857142857142857
6770,2005-11-21,4.285714285714286,2.2,3.888888888888889,1.875,3.2857142857142856
6773,2005-11-21,5,3.9,4.444444444444445,2.75,4.285714285714286
6904,2005-11-22,4.428571428571429,3.1,2.5555555555555554,2.375,2.857142857142857
6905,2005-11-22,4.285714285714286,4.6,4.444444444444445,1.25,2.857142857142857
6906,2005-10-25,4.285714285714286,3.8,3,2.5,3.4285714285714284
6907,2005-11-22,3.5,4.777777777777778,4.444444444444445,3,2.857142857142857
6912,2005-11-22,3.4285714285714284,3.4444444444444446,2.7777777777777777,2.857142857142857,3.4285714285714284
6913,2005-11-22,4.142857142857143,4.3,4.111111111111111,1.875,2.7142857142857144
6914,2005-11-22,3.142857142857143,2.7,2.888888888888889,3,4.142857142857143
6915,2005-10-25,4,4,4.666666666666667,1.375,4
6916,2005-11-25,3.4285714285714284,2.1,5,2.375,4
6917,2005-10-25,3.142857142857143,1.3,2.5555555555555554,1.625,3.142857142857143
6918,2005-11-22,2.857142857142857,2.7,1.6666666666666667,3.75,2.5714285714285716
6920,2005-11-22,4,3.1,3.5555555555555554,2.25,3.5714285714285716
6921,2005-11-22,4.571428571428571,3.8,4.333333333333333,2.125,3
6922,2005-11-22,5.857142857142857,4.9,4.444444444444445,1.375,3.142857142857143
6923,2005-11-22,3.4285714285714284,2.8,2,2.75,2.857142857142857
6925,2005-11-22,5,3.9,2.7777777777777777,2.75,3.4285714285714284
6926,2005-10-28,4.857142857142857,3.4,3.111111111111111,2.5,4.142857142857143
6927,2005-11-22,3.5714285714285716,2.5,3.5555555555555554,3.375,3.7142857142857144
6929,2005-11-22,4.428571428571429,4,4.555555555555555,1.25,4.857142857142857
6930,2005-11-22,4,2.9,4.222222222222222,2.625,4
6932,2005-11-22,4,1.4,5.375,1.875,3.7142857142857144
6933,2005-11-22,5.428571428571429,4.4,4.777777777777778,1.875,3.4285714285714284
6935,2005-11-22,2.857142857142857,3.6,4,3.125,3.5714285714285716
6936,2005-11-22,2.5714285714285716,2.1,3.4444444444444446,2.625,3.7142857142857144
6939,2005-10-25,3.142857142857143,2.6,1.7777777777777777,4.625,3.7142857142857144
6940,2005-11-22,3,2.5,2.2222222222222223,1.625,3
6941,2005-11-22,4.142857142857143,2.5555555555555554,3.6666666666666665,4.125,4.285714285714286
6942,2005-10-25,5,3,4.125,3.1666666666666665,4.857142857142857
6963,2005-11-25,4.428571428571429,4.3,3.2222222222222223,1.625,4
6985,2005-11-21,3.857142857142857,1.7,5.222222222222222,2.75,3.142857142857143
6986,2005-11-25,3.857142857142857,1.7,2.3333333333333335,3.5,3.7142857142857144
7087,2006-03-02,4.142857142857143,2.9,3,3.375,3.7142857142857144
7092,2006-01-01,5.142857142857143,3.8,2.5555555555555554,3.625,3.2857142857142856
7104,2005-11-29,5.142857142857143,3.2,2.5555555555555554,2.875,4.142857142857143
7122,2005-10-26,3.5714285714285716,4.2,4.222222222222222,2.875,2.2857142857142856
7125,2005-10-26,3.5714285714285716,3.1,1.6666666666666667,4.125,4.428571428571429
7126,2005-10-26,4.285714285714286,5.2,4.666666666666667,1.75,5
7127,2005-10-26,5.857142857142857,4.3,5,2.5,3.142857142857143
7129,2005-10-26,4.428571428571429,3.2,3,3.625,3.6
7130,2005-10-26,3,2.9,4.888888888888889,2,3.5714285714285716
7131,2005-10-26,5.285714285714286,4,4.666666666666667,1.375,4
7133,2006-02-22,5.428571428571429,5,4,4.75,4
7134,2005-10-26,3.7142857142857144,3.2,4.555555555555555,2.125,3.7142857142857144
7135,2005-10-26,4.571428571428571,3.3,3.2222222222222223,3.375,4
7136,2005-10-26,3.142857142857143,2.4,5,2.125,4.285714285714286
7137,2005-11-23,4.428571428571429,2.4,4.666666666666667,2.75,3.4285714285714284
7140,2005-10-26,3.5714285714285716,2.6666666666666665,2.375,2.5,3.7142857142857144
7141,2005-10-26,4,2.6,5.777777777777778,5.625,2.5714285714285716
7143,2005-10-26,2.7142857142857144,0.8,4.555555555555555,2.75,3.142857142857143
7144,2005-10-26,3.4285714285714284,1.9,2.4444444444444446,4.5,5.285714285714286
7145,2005-11-23,4.285714285714286,2.7,2,3.125,3.857142857142857
7146,2005-10-26,5,4.6,4.222222222222222,2.375,3.857142857142857
7147,2005-10-26,4.285714285714286,3.2,3.2222222222222223,2.625,2.7142857142857144
7148,2005-10-26,4.285714285714286,2.5,3,4.375,4
7149,2005-10-26,3.857142857142857,3.4,3.5555555555555554,3.25,4.857142857142857
7150,2005-10-26,4.142857142857143,4.7,3.6666666666666665,2.125,5.428571428571429
7151,2005-11-23,4.428571428571429,3.5,2.5555555555555554,2.625,4.142857142857143
7185,2006-06-20,4.857142857142857,3,4,1.5,4.428571428571429
7203,2005-10-28,3.7142857142857144,1.9,4.666666666666667,2,4.714285714285714
7224,2005-12-01,5.571428571428571,4.8,5.333333333333333,3.5,3
7314,2005-10-27,3.6666666666666665,2.7,3.3333333333333335,3.125,4.571428571428571
7315,2005-10-27,5.142857142857143,3.8,3.5555555555555554,2,3.7142857142857144
7327,2005-11-25,4.714285714285714,3.9,3.7777777777777777,1.625,4.714285714285714
7330,2005-10-27,3.4285714285714284,4.3,4.888888888888889,3.75,3.2857142857142856
7331,2005-10-27,3.5714285714285716,2.5,5.222222222222222,3.4285714285714284,3
7380,2005-11-25,3.7142857142857144,2.4,3.4444444444444446,2.125,3
7401,2005-10-25,3.4285714285714284,2.3,2.888888888888889,2.375,3.5714285714285716
7427,2005-11-25,5.857142857142857,4.4,4.25,2.75,4.857142857142857
7446,2006-09-07,4.857142857142857,4.5,4.888888888888889,1.5,3.5714285714285716
7496,2005-10-28,5.142857142857143,3.3,4.888888888888889,1.875,4.714285714285714
7499,2005-10-28,4.714285714285714,2.5,1.1111111111111112,3.875,3.4285714285714284
7500,2005-10-28,5.428571428571429,2,3.5555555555555554,3.625,3.2857142857142856
7503,2005-10-28,3.857142857142857,2.8,3.3333333333333335,2.7142857142857144,2.2857142857142856
7504,2005-10-28,3.5714285714285716,3.6,4.111111111111111,1.5,3.2857142857142856
7505,2005-10-28,3.7142857142857144,2.7,2.4444444444444446,2.125,2.142857142857143
7506,2005-10-28,3.7142857142857144,2.8,2.3333333333333335,2.875,3.7142857142857144
7508,2005-10-28,4.833333333333333,2.3,3.3333333333333335,2,4.285714285714286
7509,2005-10-28,5.5,3.6,2.7777777777777777,2.5,2
7512,2005-10-28,4.166666666666667,4,3.3333333333333335,1.75,3.8
7514,2005-10-28,5,3.3,5.222222222222222,2.25,2.4285714285714284
7519,2005-10-28,4.571428571428571,2.7,4.222222222222222,1.5714285714285714,3.2857142857142856
7521,2005-10-28,4.857142857142857,3.8,3.6666666666666665,2.375,4.428571428571429
7528,2005-11-25,4.571428571428571,1.3,4.111111111111111,2.625,4
7529,2005-11-25,4.428571428571429,4.4,4.666666666666667,1.75,3.5714285714285716
7531,2005-11-25,4.333333333333333,3.5,5.666666666666667,1,4.285714285714286
7535,2006-02-21,5,4.7,5.111111111111111,1.375,4.571428571428571
7537,2005-11-25,5.142857142857143,3.1,4.666666666666667,3,4
7538,2005-11-25,3.7142857142857144,2.8,3.4444444444444446,4.875,4.714285714285714
7539,2005-11-25,5.857142857142857,3.5,3.4444444444444446,1.25,3.857142857142857
7540,2005-11-25,4.285714285714286,1.6,3.3333333333333335,4.5,3.5714285714285716
7542,2005-11-25,3.4285714285714284,2.2,4.777777777777778,1.875,3.142857142857143
7548,2005-11-25,3.5714285714285716,3.2,3.4444444444444446,2.625,3.5714285714285716
7551,2005-11-25,3.857142857142857,4,2.4444444444444446,2.5,3.4285714285714284
7556,2005-11-25,4.571428571428571,3,3.111111111111111,2.75,2
7562,2005-11-25,4.142857142857143,4.6,4.444444444444445,3.375,3.857142857142857
7566,2005-11-25,3.857142857142857,1.3,3.888888888888889,0.625,3.857142857142857
7577,2005-11-25,4.428571428571429,2.6,3.111111111111111,2.625,4.571428571428571
7579,2005-11-25,2.4285714285714284,1.6,3.111111111111111,0.375,1.2857142857142858
7582,2005-11-25,5.142857142857143,3.2,3.888888888888889,2,2.2857142857142856
7583,2005-11-25,3.2857142857142856,2.1,3,1.625,1
7584,2005-11-25,2.142857142857143,2.8,2.3333333333333335,3.5,3.4285714285714284
7585,2005-11-25,3.5714285714285716,3.3,3.111111111111111,2.25,4.571428571428571
7586,2005-11-25,5.142857142857143,4.4,2.5555555555555554,4.625,3.142857142857143
7587,2005-11-25,4.142857142857143,2.5,3,2.75,3.857142857142857
7589,2005-11-25,4.428571428571429,4.2,5.333333333333333,1.875,5.571428571428571
7595,2005-11-25,4.714285714285714,2.888888888888889,2.888888888888889,3.375,2.4
7598,2005-11-25,3.5714285714285716,2.4,1.3333333333333333,3.625,4.428571428571429
7602,2005-11-25,3.4285714285714284,3.1,1.6666666666666667,4.625,4.428571428571429
7609,2005-11-02,4.714285714285714,3.4,1.8888888888888888,2.125,3.857142857142857
7628,2005-10-30,3.2857142857142856,3.2,2.4444444444444446,4.125,4.142857142857143
7727,2008-02-24,4.285714285714286,2.4,2,2.25,4.857142857142857
7786,2005-11-10,3.7142857142857144,3.8,3.888888888888889,2,4.571428571428571
7804,2006-06-23,4.285714285714286,4.6,3.3333333333333335,2.75,5.714285714285714
7847,2006-07-13,4.714285714285714,3.3,2.888888888888889,2.875,4.857142857142857
7861,2005-11-06,3,2.1,1.7777777777777777,4,5
7875,2005-10-25,3.2857142857142856,2.8,1.5555555555555556,2.375,3.142857142857143
7876,2005-10-25,5,2.4,4.111111111111111,2.5,4.571428571428571
7877,2005-11-22,4.857142857142857,3.1,3.7777777777777777,2,1.5714285714285714
7879,2005-11-22,3.5714285714285716,2.9,3.5555555555555554,2.875,3.2857142857142856
7880,2005-10-25,4.571428571428571,3.4,4.111111111111111,2.25,2.857142857142857
7945,2005-10-25,3,3.4285714285714284,3.25,4,3.6
7948,2005-10-25,4,3.1,1.5555555555555556,2,3.2857142857142856
7951,2005-10-25,3.4285714285714284,1.4,2.3333333333333335,4.875,4.714285714285714
7954,2005-10-26,3.857142857142857,2.9,3,2.375,3.7142857142857144
7957,2005-10-26,4.428571428571429,2.4,2.5555555555555554,1.625,3.857142857142857
7968,2005-10-26,1.4285714285714286,2.6,0.5555555555555556,3.875,3.2857142857142856
7973,2005-10-26,4.142857142857143,4.1,3.5555555555555554,2.25,2.857142857142857
7974,2005-10-26,4.142857142857143,4.555555555555555,2.888888888888889,4.375,4
7975,2005-10-26,4,4.3,3.2222222222222223,4.125,3.857142857142857
7976,2005-10-26,4.142857142857143,3.4,1.7777777777777777,3.625,4.142857142857143
7977,2005-10-26,5,4.8,4,3.875,3.857142857142857
7978,2005-10-26,3.7142857142857144,2.7,4.666666666666667,2.5,3.2857142857142856
7979,2005-10-26,4.285714285714286,4.7,3.4444444444444446,2.625,2.4285714285714284
7980,2005-10-26,4,3.2,3,2.625,3.2857142857142856
7994,2005-10-26,3.857142857142857,1.4,2.111111111111111,4.25,4.857142857142857
7999,2005-10-26,5.571428571428571,2.3,2.7777777777777777,4.625,5.714285714285714
8006,2005-10-26,4.285714285714286,4.4,3,3,5.166666666666667
8033,2005-10-26,3.857142857142857,3.7,2.4444444444444446,1,2.7142857142857144
8046,2005-10-27,4.714285714285714,3.2,4.555555555555555,1.875,4
8049,2005-10-27,3.5714285714285716,3,3.3333333333333335,3.375,4.714285714285714
8050,2005-10-27,4,3.6,4.888888888888889,3,5.142857142857143
8056,2005-10-27,1,3.2,2.111111111111111,1.5,4.571428571428571
8062,2005-10-27,3.4285714285714284,3.1,2,2.375,2.5714285714285716
8068,2005-10-27,3.5714285714285716,3.1,3.888888888888889,2.375,2.857142857142857
8084,2005-10-27,4.428571428571429,3.3,3.7777777777777777,1.625,3.4285714285714284
8086,2005-10-28,5.714285714285714,5.3,3.888888888888889,5.125,4.857142857142857
8089,2005-10-27,3,2,3,1.375,2.142857142857143
8090,2005-10-27,3.5714285714285716,1.9,2.6666666666666665,4.625,5.857142857142857
8138,2005-10-27,4.428571428571429,3.3,4.444444444444445,1,5
8141,2005-10-27,3.5714285714285716,2.9,2.875,3.5,3.4285714285714284
8143,2005-10-27,4.285714285714286,2.8,2.3333333333333335,3.125,4
8154,2005-10-28,3.5714285714285716,2.8,2.6666666666666665,2.625,2.5714285714285716
8156,2005-10-28,5.142857142857143,0.8,5.333333333333333,0.75,4.285714285714286
8160,2005-10-28,2,3.6,1.6666666666666667,3.75,2.7142857142857144
8161,2005-10-28,3.2857142857142856,3.7,3.3333333333333335,1.75,2.5714285714285716
8163,2005-10-28,4.571428571428571,4.1,4.555555555555555,1.75,3.7142857142857144
8164,2005-10-28,4,4.1,3.5555555555555554,2.125,2
8165,2005-10-28,5,4.2,2.7777777777777777,4.25,3
8166,2005-10-28,2.142857142857143,3.7,4.888888888888889,1.75,4.857142857142857
8167,2005-10-28,4.714285714285714,3,4.666666666666667,1,3.142857142857143
8168,2005-10-28,4.571428571428571,1.8888888888888888,2.111111111111111,1.25,3
8169,2005-10-28,5.285714285714286,4.7,3.3333333333333335,2.375,2.4285714285714284
8170,2005-10-28,3.857142857142857,2.4,3,2.625,5.142857142857143
8171,2005-10-28,4.142857142857143,3.6,4.333333333333333,1.75,3.5714285714285716
8180,2005-10-28,4.142857142857143,3.6,3,2.75,5.714285714285714
8200,2005-10-28,5,3.7,5.666666666666667,2.5,3.857142857142857
8201,2005-10-28,0.8571428571428571,2.5,4,3.5,4.857142857142857
8206,2005-10-28,3.2857142857142856,3.4,2.888888888888889,2.25,4.142857142857143
8214,2005-10-28,3.5714285714285716,2.7,3.4444444444444446,2.5,3
8218,2005-10-28,3.142857142857143,2.4,3.6666666666666665,5,5.285714285714286
8226,2005-10-28,4.142857142857143,3,3,2.875,3.857142857142857
8234,2005-10-29,3.2857142857142856,4.5,5.666666666666667,1.125,4
8240,2005-10-29,3.5714285714285716,1.8,4.555555555555555,3,5.142857142857143
8253,2005-10-29,4.285714285714286,2.9,3.111111111111111,1.75,3.2857142857142856
8254,2005-10-29,3.857142857142857,3.6,3.111111111111111,4.75,5.142857142857143
8256,2005-10-29,2.7142857142857144,4.2,3.888888888888889,2.4285714285714284,4.142857142857143
8259,2005-10-29,5.714285714285714,4.8,5,1.75,3.2857142857142856
8292,2005-10-29,4.857142857142857,4.8,4.777777777777778,1.25,4
8297,2005-10-30,4.571428571428571,2.9,3.111111111111111,2.375,3.2857142857142856
8307,2005-10-30,3.7142857142857144,1.5,4.777777777777778,1.75,4.571428571428571
8311,2005-10-30,4.857142857142857,3.5,4.666666666666667,2.5,4.142857142857143
8312,2005-10-30,3.857142857142857,3.8,3.111111111111111,2.5,3.4285714285714284
8331,2005-10-30,4.285714285714286,4.1,3.4444444444444446,3.125,3.2857142857142856
8335,2005-10-30,5,3.4285714285714284,2.4285714285714284,3.2857142857142856,2.5
8346,2005-10-30,4.285714285714286,3,3.5555555555555554,3.375,2.4285714285714284
8347,2005-10-30,5,2.6,3.7777777777777777,3,3.2857142857142856
8356,2005-10-30,4.714285714285714,2.5,4.333333333333333,4.25,3.857142857142857
8360,2005-10-30,3.5714285714285716,3.8,2.7777777777777777,2.25,2.2857142857142856
8362,2005-10-31,4.428571428571429,1.7,2.7777777777777777,3.75,4.285714285714286
8364,2005-10-31,4.142857142857143,3.7777777777777777,4.888888888888889,1.5,4.142857142857143
8365,2005-10-31,3.7142857142857144,4.6,4.888888888888889,1.125,3.7142857142857144
8370,2005-10-31,4.714285714285714,2.8,3.111111111111111,5,5.857142857142857
8378,2009-08-23,3.7142857142857144,3.6,2.7777777777777777,2.375,5.571428571428571
8381,2005-10-31,4.142857142857143,4.2,3.2222222222222223,2.25,3.7142857142857144
8384,2005-10-31,5,3.9,5.444444444444445,1.875,4.666666666666667
8389,2005-10-31,3.857142857142857,2.7,3.7777777777777777,2.375,3.6666666666666665
8391,2005-11-01,3.5714285714285716,4,4.555555555555555,1.75,3.5714285714285716
8392,2005-10-31,4.857142857142857,3.1,4.666666666666667,1.875,3
8397,2005-10-31,5.6,3.3333333333333335,4.111111111111111,3.25,4.714285714285714
8412,2005-10-31,4.285714285714286,3.6666666666666665,3.3333333333333335,3.625,3.7142857142857144
8413,2005-10-31,3.5714285714285716,2.5,4.444444444444445,3.375,4.857142857142857
8415,2005-10-31,5.285714285714286,3.4,4.333333333333333,1.875,4.428571428571429
8419,2005-10-31,3.857142857142857,2,2.3333333333333335,1,5
8426,2005-10-31,2.7142857142857144,3.5,4.125,2.625,3.3333333333333335
8427,2005-10-31,3.5714285714285716,2.7,3.888888888888889,1.75,3.7142857142857144
8435,2005-11-01,3.7142857142857144,3.5555555555555554,3.888888888888889,2.75,4.571428571428571
8438,2005-11-01,2.4285714285714284,4.2,3.7777777777777777,2.75,5.142857142857143
8441,2005-11-01,3.4285714285714284,1.9,5,3.875,3.6666666666666665
8443,2005-11-01,4.571428571428571,3.7,1.6666666666666667,2.5,6
8450,2006-08-06,4.142857142857143,3.2,4.111111111111111,2.125,3.142857142857143
8465,2005-11-01,4.142857142857143,4.5,5.444444444444445,2.25,5.428571428571429
8466,2005-11-01,3.7142857142857144,2.2,2.5555555555555554,4.375,3.5714285714285716
8469,2005-11-01,5,3.4444444444444446,2.888888888888889,3.857142857142857,5.285714285714286
8470,2005-11-01,5,2.9,2.888888888888889,3.75,3.142857142857143
8474,2005-11-01,4.142857142857143,1.6,1.5555555555555556,3.375,4.166666666666667
8489,2005-11-02,3.857142857142857,2.6,3.2222222222222223,3.75,5.428571428571429
8491,2005-11-02,5.857142857142857,2.3,3.7777777777777777,2.75,3.4285714285714284
8493,2005-11-02,5.857142857142857,4.6,1.7777777777777777,2.375,4.857142857142857
8495,2005-11-02,3.7142857142857144,3.7,4,3.25,5.714285714285714
8498,2005-11-02,3.857142857142857,3.3,4.666666666666667,1.25,4.428571428571429
8499,2005-11-02,4.571428571428571,3.3,1.7777777777777777,3.125,1.7142857142857142
8500,2005-11-02,4.428571428571429,4.1,4.333333333333333,3.5,4.857142857142857
